timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
51575693,0.0,0.0,0.0
51780387,0.0,0.0,0.0
51981166,0.0,0.0,0.0
52186095,0.0,0.0,0.0
52386543,0.0,0.0,0.0
52591762,0.0,0.0,0.0
52792747,0.0,0.0,0.0
52993454,0.0,0.0,0.0
53198077,0.0,0.0,0.0
53398563,0.0,0.0,0.0
53603978,0.0,0.0,0.0
53804768,0.0,0.0,0.0
54009365,0.0,0.0,0.0
54210084,0.0,0.0,0.0
54415217,0.0,0.0,0.0
54615990,0.0,0.0,0.0
54816389,0.0,0.0,0.0
55021312,0.0,0.0,0.0
55222148,0.0,0.0,0.0
55427010,0.0,0.0,0.0
55628031,0.0,0.0,0.0
55832056,0.0,0.0,0.0
56033338,0.0,0.0,0.0
56233276,0.0,0.0,0.0
56438740,0.0,0.0,0.0
56639210,0.0,0.0,0.0
56839896,0.0,0.0,0.0
57040823,0.0,0.0,0.0
57241179,0.0,0.0,0.0
57445740,0.0,0.0,0.0
57646939,0.0,0.0,0.0
57847353,0.0,0.0,0.0
58052954,0.0,0.0,0.0
58253527,0.0,0.0,0.0
58457774,0.0,0.0,0.0
58658928,0.0,0.0,0.0
58863576,0.0,0.0,0.0
59064761,0.0,0.0,0.0
59268940,0.0,0.0,0.0
59469832,0.0,0.0,0.0
59670596,0.0,0.0,0.0
59875710,0.0,0.0,0.0
60077170,0.0,0.0,0.0
60280935,0.0,0.0,0.0
60481981,0.0,0.0,0.0
60687108,0.0,0.0,0.0
60890660,0.0,0.0,0.0
61091361,0.0,0.0,0.0
61296429,0.0,0.0,0.0
61498107,0.0,0.0,0.0
61701898,0.0,0.0,0.0
61902883,0.0,0.0,0.0
62103359,0.0,0.0,0.0
62309037,0.0,0.0,0.0
62509142,0.0,0.0,0.0
62714336,0.0,0.0,0.0
62914560,0.0,0.0,0.0
63120026,0.0,0.0,0.0
63321349,0.0,0.0,0.0
63521573,0.0,0.0,0.0
63722420,0.0,0.0,0.0
63923247,0.0,0.0,0.0
64127933,0.0,0.0,0.0
64332028,0.0,0.0,0.0
64532439,0.0,0.0,0.0
64733991,0.0,0.0,0.0
64934406,0.0,0.0,0.0
65138842,0.0,0.0,0.0
65339483,0.0,0.0,0.0
65540136,0.0,0.0,0.0
65745154,0.0,0.0,0.0
65946022,0.0,0.0,0.0
66147606,0.0,0.0,0.0
66351674,0.0,0.0,0.0
66552415,0.0,0.0,0.0
66757551,0.0,0.0,0.0
66957997,0.0,0.0,0.0
67162560,0.0,0.0,0.0
67363589,0.0,0.0,0.0
67568651,0.0,0.0,0.0
67769895,0.0,0.0,0.0
67970086,0.0,0.0,0.0
68174111,0.0,0.0,0.0
68374554,0.0,0.0,0.0
68579902,0.0,0.0,0.0
68780479,0.0,0.0,0.0
68984942,0.0,0.0,0.0
69186168,0.0,0.0,0.0
69386854,0.0,0.0,0.0
69592028,0.0,0.0,0.0
69792574,0.0,0.0,0.0
69996957,0.0,0.0,0.0
70197763,0.0,0.0,0.0
70403622,0.0,0.0,0.0
70606588,0.0,0.0,0.0
70807373,0.0,0.0,0.0
71012805,0.0,0.0,0.0
71213591,0.0,0.0,0.0
71418127,0.0,0.0,0.0
71618573,0.0,0.0,0.0
71819374,0.0,0.0,0.0
72024354,0.0,0.0,0.0
72225306,0.0,0.0,0.0
72426544,0.0,0.0,0.0
72626883,0.0,0.0,0.0
72831551,0.0,0.0,0.0
73032635,0.0,0.0,0.0
73232557,0.0,0.0,0.0
73437602,0.0,0.0,0.0
73638386,0.0,0.0,0.0
73838842,0.0,0.0,0.0
74043836,0.0,0.0,0.0
74244656,0.0,0.0,0.0
74449637,0.0,0.0,0.0
74650317,0.0,0.0,0.0
74854539,0.0,0.0,0.0
75055695,0.0,0.0,0.0
75256160,0.0,0.0,0.0
75461632,0.0,0.0,0.0
75661599,0.0,0.0,0.0
75866108,0.0,0.0,0.0
76066895,0.0,0.0,0.0
76267391,0.0,0.0,0.0
76472825,0.0,0.0,0.0
76673158,0.0,0.0,0.0
76878086,0.0,0.0,0.0
77078543,0.0,0.0,0.0
77279604,0.0,0.0,0.0
77484565,0.0,0.0,0.0
77685319,0.0,0.0,0.0
77888941,0.0,0.0,0.0
78090090,0.0,0.0,0.0
78290656,0.0,0.0,0.0
78496035,0.0,0.0,0.0
78697176,0.0,0.0,0.0
