timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
30359709,0.0,0.0,0.0,-0.005727525,0.0034798798,-0.28682327,0.0,0.0,0.0,0.014118195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26858893,0.2685896,25.56123,0.0,0.0,0.0,0.09075649,0.0,0.0,0.0,0.0,0.0,0.00033405828,0.0011457289,0.0044437735,0.0,0.0,0.0,0.0,0.0,0.0
30580466,0.0,0.0,0.0,-0.0060293563,0.0026158162,0.18553925,0.0,0.0,0.0,0.0002861023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2686721,0.2686727,25.560015,0.0,0.0,0.0,0.09075092,0.0,0.0,0.0,0.0,0.0,0.0003241674,0.0022329893,0.010794314,0.0,0.0,0.0,0.0,0.0,0.0
30781325,0.0,0.0,0.0,-0.006063176,0.0018100573,-0.20734024,0.0,0.0,0.0,0.0031900406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2682213,0.2682218,25.553844,0.0,0.0,0.0,0.09074628,0.0,0.0,0.0,0.0,0.0,0.00019669013,0.0013471913,0.0054968717,0.0,0.0,0.0,0.0,0.0,0.0
30986310,0.0,0.0,0.0,-0.0063833934,0.00103261,-0.113643646,0.0,0.0,0.0,0.0062816143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683876,0.26838803,25.553015,0.0,0.0,0.0,0.09074021,0.0,0.0,0.0,0.0,0.0,0.00016535925,0.0015414637,0.0057894657,0.0,0.0,0.0,0.0,0.0,0.0
31187001,0.0,0.0,0.0,-0.006453101,0.0002751764,-0.030490875,0.0,0.0,0.0,-8.869171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26834756,0.26834795,25.550537,0.0,0.0,0.0,0.09073572,0.0,0.0,0.0,0.0,0.0,0.00010692025,0.0022003418,0.009991135,0.0,0.0,0.0,0.0,0.0,0.0
32347681,0.0,0.0,0.0,-0.007416688,-0.002539926,-0.010059357,0.0,0.0,0.0,0.0024142265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26797205,0.2679723,25.53578,0.0,0.0,0.0,0.09070753,0.0,0.0,0.0,0.0,0.0,6.365912e-05,0.0020522834,0.009392226,0.0,0.0,0.0,0.0,0.0,0.0
32548466,0.0,0.0,0.0,-0.008295143,-0.0026229676,-0.26988602,0.0,0.0,0.0,0.011474371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26839077,0.26839104,25.537457,0.0,0.0,0.0,0.09070402,0.0,0.0,0.0,0.0,0.0,0.00011318084,0.0013174381,0.0023910804,0.0,0.0,0.0,0.0,0.0,0.0
32753433,0.0,0.0,0.0,-0.008902489,-0.0025373048,0.21508789,0.0,0.0,0.0,0.01136899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2685195,0.2685198,25.53746,0.0,0.0,0.0,0.09069918,0.0,0.0,0.0,0.0,0.0,0.00013565924,0.0011122272,0.0019980334,0.0,0.0,0.0,0.0,0.0,0.0
32954312,0.0,0.0,0.0,-0.009736801,-0.0022207173,0.07483673,0.0,0.0,0.0,0.0052092075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26862633,0.2686267,25.537312,0.0,0.0,0.0,0.09069517,0.0,0.0,0.0,0.0,0.0,0.00015695117,0.0016317712,0.00660443,0.0,0.0,0.0,0.0,0.0,0.0
33158988,0.0,0.0,0.0,-0.010554579,-0.0016985679,-0.2693367,0.0,0.0,0.0,0.0007109642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26870808,0.2687085,25.537134,0.0,0.0,0.0,0.090690434,0.0,0.0,0.0,0.0,0.0,0.00017509375,0.0020647177,0.009331185,0.0,0.0,0.0,0.0,0.0,0.0
