timestamp,roll,pitch,yaw,thrust
33138658,-0.93900025,0.4909537,-0.014420361,0.0
33166648,-0.9390758,0.49114844,-0.014427047,0.0
33198616,-0.9391882,0.49129996,-0.014432786,0.0
33230665,-0.9391448,0.49133718,-0.014433208,0.0
33262623,-0.93880606,0.491558,-0.014434709,0.0
33295422,-0.93883324,0.49149615,-0.014433081,0.0
33327456,-0.9389344,0.49138606,-0.014431422,0.0
33359452,-0.93892974,0.49142548,-0.014432872,0.0
33387450,-0.9390791,0.4911967,-0.0144284675,0.0
33419413,-0.9390718,0.49131486,-0.014432017,0.0
33451421,-0.9388664,0.49117398,-0.014424274,0.0
33483420,-0.9387636,0.49119014,-0.014423094,0.0
33516261,-0.9388653,0.49143866,-0.014432665,0.0
33548229,-0.93899524,0.4915354,-0.014437296,0.0
33576271,-0.9391249,0.4915548,-0.014439102,0.0
33608262,-0.9389021,0.49181402,-0.014443533,0.0
33640222,-0.9389416,0.49183452,-0.01444543,0.0
33672264,-0.93901247,0.4915274,-0.01443676,0.0
33705049,-0.93873745,0.49154797,-0.014433394,0.0
33737056,-0.9384402,0.49141183,-0.014425155,0.0
33769051,-0.93820375,0.49131754,-0.014418827,0.0
33797055,-0.9380843,0.49137795,-0.014418487,0.0
33829173,-0.93798953,0.49129915,-0.014415098,0.0
33861050,-0.9380845,0.49126276,-0.014414852,0.0
33893855,-0.9379718,0.4912767,-0.014413375,0.0
33925822,-0.93800026,0.491546,-0.01442255,0.0
33957822,-0.9379563,0.49152505,-0.014420894,0.0
33985855,-0.93766683,0.4915691,-0.014417392,0.0
34017816,-0.937743,0.49184975,-0.014427256,0.0
34049858,-0.93765074,0.49183786,-0.014425607,0.0
34081849,-0.9377237,0.49194497,-0.014429475,0.0
34114618,-0.9374904,0.4920953,-0.014430189,0.0
34146660,-0.93741953,0.49224484,-0.014433836,0.0
34174760,-0.9373833,0.49260318,-0.01444341,0.0
34206624,-0.93730724,0.4925843,-0.014441434,0.0
34238618,-0.93790805,0.49259415,-0.014451624,0.0
34270618,-0.9377183,0.4926009,-0.014448555,0.0
34303421,-0.93816566,0.49234602,-0.014447919,0.0
34335418,-0.9382664,0.4926675,-0.014459185,0.0
34367445,-0.93840504,0.49262375,-0.014460057,0.0
34399420,-0.9385345,0.49266383,-0.014463286,0.0
34431418,-0.93831444,0.4922646,-0.014448223,0.0
34463451,-0.93849856,0.4920427,-0.014444558,0.0
34496354,-0.9381828,0.4923642,-0.0144485105,0.0
34528288,-0.9377433,0.49306124,-0.014462881,0.0
34556232,-0.9377453,0.49326655,-0.014468454,0.0
34588260,-0.93777996,0.49287015,-0.014457998,0.0
34620273,-0.937842,0.49298212,-0.0144615,0.0
34652222,-0.9380412,0.49282655,-0.014460221,0.0
34685049,-0.9383501,0.4927984,-0.014464629,0.0
34717049,-0.938429,0.49307466,-0.014473135,0.0
34749076,-0.93859005,0.49370864,-0.01449513,0.0
34777053,-0.9385687,0.49350974,-0.01448861,0.0
34809056,-0.93841755,0.49380812,-0.014495197,0.0
34841069,-0.93879175,0.4936569,-0.014496085,0.0
34873049,-0.9388235,0.49375007,-0.01449979,0.0
34905858,-0.9385481,0.49360856,-0.01449148,0.0
34937954,-0.9384405,0.49316996,-0.014476066,0.0
34969816,-0.9383784,0.4929838,-0.014470308,0.0
35033851,-0.93854207,0.49333107,-0.014483281,0.0
35065862,-0.9386468,0.49367923,-0.014494689,0.0
35098618,-0.93868905,0.493974,-0.01450395,0.0
35126649,-0.93864584,0.49374482,-0.01449688,0.0
35158656,-0.93869686,0.49362123,-0.014493287,0.0
35190650,-0.9386769,0.493664,-0.014495084,0.0
35222650,-0.9382773,0.49387488,-0.014494535,0.0
35254619,-0.9384007,0.4939383,-0.014498578,0.0
35287441,-0.9391537,0.49423876,-0.014519181,0.0
35319455,-0.9389542,0.494383,-0.0145197315,0.0
35347408,-0.9392529,0.4946426,-0.014532981,0.0
35379418,-0.9395054,0.49452597,-0.014532635,0.0
35411452,-0.93933314,0.49428767,-0.014523489,0.0
35443418,-0.93973345,0.4946199,-0.014539296,0.0
35508236,-0.9394879,0.4950621,-0.014548829,0.0
35536273,-0.93942964,0.49493197,-0.014543476,0.0
35568222,-0.9392218,0.49490923,-0.014540154,0.0
35600261,-0.93914586,0.49472526,-0.014533278,0.0
35632220,-0.939321,0.49462947,-0.014533452,0.0
35664228,-0.93901366,0.49506277,-0.014541043,0.0
35697008,-0.9391807,0.4946658,-0.014532303,0.0
35725018,-0.9390057,0.4946204,-0.014527828,0.0
35757196,-0.93908006,0.49474597,-0.014532651,0.0
35789018,-0.938981,0.49460992,-0.014527373,0.0
35821056,-0.9392129,0.49506935,-0.014544567,0.0
35853016,-0.93934023,0.49524128,-0.0145517215,0.0
35885822,-0.9393171,0.49540725,-0.01455583,0.0
35917864,-0.9391268,0.4956442,-0.014559871,0.0
35949860,-0.9393271,0.4955056,-0.014559059,0.0
35981851,-0.93949425,0.49549463,-0.0145609435,0.0
36013856,-0.93979627,0.4957015,-0.014572124,0.0
36045868,-0.9400646,0.49597323,-0.014584416,0.0
36077821,-0.9400724,0.49568832,-0.014576068,0.0
36106649,-0.9401734,0.4956776,-0.014577042,0.0
36138648,-0.94023055,0.4957632,-0.014580682,0.0
36170629,-0.94062376,0.49559087,-0.014581995,0.0
36202616,-0.94049156,0.49598026,-0.014591182,0.0
36234618,-0.9404568,0.49591395,-0.014588131,0.0
36266686,-0.940083,0.4962252,-0.014592171,0.0
36299421,-0.94004476,0.49632764,-0.014594327,0.0
36327460,-0.93966645,0.49641854,-0.014591606,0.0
36359452,-0.9393652,0.49644074,-0.014587095,0.0
36391447,-0.93935853,0.49684867,-0.014598821,0.0
36423415,-0.93910927,0.49691465,-0.014597272,0.0
36455489,-0.9387495,0.49682945,-0.014589344,0.0
36487417,-0.93860054,0.49717534,-0.014597194,0.0
36516273,-0.9383978,0.4972684,-0.014596763,0.0
36548262,-0.9381447,0.4971685,-0.0145895695,0.0
36580226,-0.93801945,0.49729538,-0.01459113,0.0
36612261,-0.9378986,0.4973424,-0.014590697,0.0
36644272,-0.937829,0.4977119,-0.014601015,0.0
36676225,-0.93768466,0.4978689,-0.014603054,0.0
36705048,-0.93738776,0.49814728,-0.014606945,0.0
36737029,-0.9374948,0.49787995,-0.014600194,0.0
36769016,-0.93739295,0.4977441,-0.014594616,0.0
36801016,-0.9375565,0.4978394,-0.014600612,0.0
36833023,-0.93768,0.49801764,-0.014607195,0.0
36865071,-0.9377973,0.49789497,-0.014605909,0.0
36897825,-0.9379089,0.49783966,-0.014605434,0.0
36925855,-0.93786395,0.49778157,-0.014603001,0.0
36957816,-0.9380788,0.49781033,-0.014607372,0.0
36989818,-0.9382669,0.49786907,-0.014612351,0.0
37021849,-0.9381576,0.49803558,-0.0146148475,0.0
37053863,-0.93800825,0.49797717,-0.014611274,0.0
37085818,-0.9378401,0.49787503,-0.014605578,0.0
37118651,-0.9380834,0.4976936,-0.014604419,0.0
37146618,-0.93802845,0.49781784,-0.014606524,0.0
37178618,-0.937742,0.4977355,-0.01459972,0.0
37210624,-0.9376657,0.49760696,-0.014594685,0.0
37242620,-0.9378208,0.49718058,-0.014584565,0.0
37274684,-0.93776554,0.49723697,-0.014586122,0.0
37307443,-0.93751174,0.49742636,-0.014587668,0.0
37335418,-0.937292,0.49732396,-0.014580957,0.0
37367419,-0.9371424,0.4974605,-0.014582957,0.0
37399422,-0.93695295,0.49758163,-0.014583435,0.0
37431448,-0.93716204,0.49751252,-0.014584521,0.0
37463456,-0.9372856,0.49760827,-0.014588693,0.0
37496278,-0.9374124,0.4980453,-0.014603585,0.0
37524273,-0.93748283,0.4983511,-0.0146138985,0.0
37556232,-0.9374113,0.4984458,-0.014616041,0.0
37588220,-0.9373614,0.4986033,-0.014619824,0.0
37620220,-0.93725044,0.4989124,-0.014627053,0.0
37652231,-0.93707013,0.4987523,-0.014619676,0.0
37684276,-0.9369346,0.49868348,-0.0146152945,0.0
37713018,-0.93728393,0.49892056,-0.014627974,0.0
37745016,-0.93743974,0.49893007,-0.014629894,0.0
37777016,-0.9376395,0.4992292,-0.014641888,0.0
37809022,-0.937718,0.49931362,-0.014646445,0.0
37841050,-0.9376646,0.49920502,-0.014642254,0.0
37873051,-0.937715,0.49934584,-0.014646665,0.0
37905824,-0.93780786,0.49949732,-0.014652782,0.0
37933855,-0.9377217,0.49936187,-0.01464784,0.0
37965956,-0.9379679,0.49938625,-0.014652247,0.0
37997816,-0.93780714,0.49938455,-0.014649785,0.0
38029849,-0.93757814,0.49922517,-0.014640936,0.0
38061823,-0.9375687,0.49920145,-0.014640797,0.0
38093950,-0.9372498,0.4992166,-0.01463546,0.0
38122657,-0.9368435,0.49931723,-0.014632602,0.0
38154664,-0.9363573,0.4995779,-0.014632546,0.0
38186630,-0.9360468,0.4993956,-0.014622589,0.0
38218657,-0.9360618,0.49918583,-0.014616432,0.0
38250648,-0.936099,0.49933368,-0.0146214105,0.0
38282660,-0.9362127,0.49944487,-0.014626331,0.0
38315449,-0.9362379,0.4994796,-0.014627513,0.0
38343444,-0.93620104,0.49987617,-0.01463849,0.0
38375420,-0.936186,0.49988642,-0.0146386195,0.0
38407419,-0.93637174,0.49993247,-0.014643566,0.0
38439413,-0.9363632,0.5000268,-0.014646141,0.0
38471469,-0.93626755,0.50026107,-0.014651481,0.0
38504276,-0.936658,0.500125,-0.014653504,0.0
38532232,-0.9364724,0.49993736,-0.014645074,0.0
38564262,-0.9368601,0.50025755,-0.014660077,0.0
38596220,-0.9367499,0.5002952,-0.014659783,0.0
38660270,-0.9367434,0.5001168,-0.014654171,0.0
38692265,-0.9367408,0.50025797,-0.014658857,0.0
38725057,-0.9363927,0.49981287,-0.014639696,0.0
38753019,-0.93656236,0.49955454,-0.014634888,0.0
38785065,-0.9365246,0.4996148,-0.014636055,0.0
38817051,-0.93649286,0.49964878,-0.014636447,0.0
38849049,-0.93666744,0.49968034,-0.014640744,0.0
38881043,-0.9369426,0.4996392,-0.014643882,0.0
38913855,-0.93659496,0.49965963,-0.014639,0.0
38945951,-0.9365708,0.49958938,-0.014635929,0.0
38977858,-0.9370867,0.499795,-0.014650622,0.0
39009816,-0.9372192,0.49993205,-0.014656741,0.0
39041869,-0.9372806,0.49984664,-0.014655204,0.0
39073861,-0.9370615,0.5000225,-0.014656831,0.0
39106016,-0.9370997,0.50002515,-0.014657202,0.0
39134659,-0.9370193,0.49990064,-0.014652397,0.0
39166649,-0.9367706,0.49991527,-0.014648602,0.0
39198654,-0.93697757,0.49963182,-0.014644104,0.0
39230618,-0.9367725,0.49996573,-0.014649964,0.0
39262619,-0.93657786,0.5001753,-0.014653186,0.0
39294654,-0.9369931,0.5000872,-0.014657493,0.0
39323408,-0.93712354,0.500173,-0.014661539,0.0
39355449,-0.93735206,0.50020736,-0.014666828,0.0
39387457,-0.937086,0.50034827,-0.014666806,0.0
39419449,-0.9368653,0.50031996,-0.01466244,0.0
39451455,-0.93710697,0.50029314,-0.014664994,0.0
39483461,-0.93709624,0.50030017,-0.014665723,0.0
39516278,-0.9371022,0.5003779,-0.014667915,0.0
39548220,-0.93730634,0.50050604,-0.014674477,0.0
39580222,-0.9373693,0.50076646,-0.014682771,0.0
39612270,-0.93725145,0.5005556,-0.014674915,0.0
39644223,-0.9376065,0.5005842,-0.014681893,0.0
39676267,-0.93729144,0.5007627,-0.014681876,0.0
39705050,-0.93717283,0.50071526,-0.014678632,0.0
39737018,-0.93699145,0.50058883,-0.014672476,0.0
39769016,-0.93703765,0.5005529,-0.014671746,0.0
39801049,-0.9371901,0.50080234,-0.014681761,0.0
39833057,-0.9374299,0.5006175,-0.014679865,0.0
39865049,-0.9375172,0.5006257,-0.014681182,0.0
39897016,-0.9377832,0.5005722,-0.0146841295,0.0
39925849,-0.93752563,0.5008222,-0.014686947,0.0
39957819,-0.9373109,0.50104403,-0.0146905985,0.0
39989857,-0.9374733,0.5008509,-0.014687011,0.0
40021866,-0.93750745,0.5009159,-0.014689902,0.0
40053850,-0.9368631,0.5008921,-0.0146788675,0.0
40085956,-0.93677044,0.50094146,-0.014678588,0.0
40114650,-0.93689036,0.501014,-0.0146829635,0.0
40146626,-0.9368018,0.500984,-0.014680898,0.0
40178621,-0.9368545,0.50081724,-0.014676765,0.0
40210618,-0.93657815,0.50077343,-0.014671215,0.0
40242618,-0.9364747,0.50071514,-0.014667946,0.0
40274616,-0.9362586,0.50041753,-0.014655372,0.0
40306618,-0.9361663,0.5001373,-0.01464582,0.0
40335416,-0.9362558,0.50023586,-0.014649803,0.0
40367417,-0.9365315,0.50015825,-0.01465243,0.0
40399415,-0.93653226,0.5002931,-0.01465668,0.0
40431418,-0.93617016,0.49977624,-0.014635876,0.0
40463458,-0.9361172,0.49950182,-0.014626822,0.0
40495459,-0.9361026,0.4991498,-0.0146159455,0.0
40524229,-0.9361428,0.49918604,-0.014617339,0.0
40556222,-0.9357214,0.49918962,-0.014611638,0.0
40588260,-0.93613297,0.49921218,-0.014618626,0.0
40620226,-0.9357142,0.49931207,-0.014614287,0.0
40652263,-0.93539613,0.49920082,-0.014606229,0.0
40684264,-0.93513525,0.49929455,-0.014605539,0.0
40716277,-0.93502104,0.49921954,-0.014600922,0.0
40745016,-0.93492067,0.49904037,-0.014594243,0.0
40777050,-0.93477297,0.4992302,-0.014597424,0.0
40809055,-0.93481106,0.4994831,-0.014605748,0.0
40841176,-0.93444073,0.49963138,-0.014604481,0.0
40873047,-0.9345684,0.49998555,-0.014616584,0.0
40905018,-0.9342812,0.5000924,-0.014615016,0.0
40933851,-0.9342258,0.50019777,-0.01461739,0.0
40965956,-0.93403023,0.499939,-0.014606284,0.0
40997816,-0.93398106,0.4999867,-0.014607197,0.0
41029857,-0.9340662,0.49989992,-0.0146056805,0.0
41061856,-0.93417317,0.49965712,-0.014600177,0.0
41093816,-0.93416756,0.49960944,-0.014598801,0.0
41125854,-0.9340871,0.49996838,-0.014608039,0.0
41154623,-0.93414724,0.4999235,-0.014608331,0.0
41186649,-0.9340658,0.5000613,-0.014611046,0.0
41218618,-0.9339878,0.50015485,-0.014612014,0.0
41250652,-0.93438554,0.49993244,-0.0146118,0.0
41282618,-0.934156,0.49986583,-0.014606975,0.0
41314656,-0.93388546,0.5000692,-0.014608456,0.0
41343420,-0.93376637,0.5001799,-0.014609246,0.0
41375410,-0.93371946,0.5004315,-0.01461632,0.0
41407450,-0.9337865,0.50035954,-0.014615183,0.0
41439456,-0.93409395,0.5000224,-0.014610264,0.0
41471459,-0.93421793,0.5002626,-0.014618634,0.0
41503448,-0.93464905,0.5002643,-0.014626152,0.0
41531447,-0.9347438,0.50000256,-0.014619981,0.0
41564220,-0.93466043,0.5002396,-0.014625337,0.0
41596220,-0.9345888,0.500345,-0.014627282,0.0
41628264,-0.93420833,0.5003031,-0.014620115,0.0
41660231,-0.9338614,0.5002223,-0.014612177,0.0
41692263,-0.93417597,0.50033873,-0.014620852,0.0
41724275,-0.9340869,0.5001821,-0.014614472,0.0
41753016,-0.9340862,0.5003024,-0.01461822,0.0
41785041,-0.93380433,0.50032127,-0.014614237,0.0
41817016,-0.9337697,0.50028116,-0.014612327,0.0
41849049,-0.9338813,0.500473,-0.014620272,0.0
41881057,-0.93412584,0.50066805,-0.014629591,0.0
41913049,-0.9338299,0.5008579,-0.014630722,0.0
41941018,-0.9338611,0.5005934,-0.014623094,0.0
41973849,-0.93382156,0.50081587,-0.014629492,0.0
42005819,-0.9339381,0.5008431,-0.014631597,0.0
42037833,-0.93416816,0.50090206,-0.014636808,0.0
42069947,-0.934403,0.5011943,-0.014649609,0.0
42101848,-0.93434024,0.5012327,-0.014649441,0.0
42130624,-0.93421346,0.5011866,-0.014646018,0.0
42162621,-0.9340666,0.50141406,-0.01465087,0.0
42194623,-0.9342156,0.5013201,-0.014650415,0.0
42226651,-0.93423045,0.50131804,-0.014650358,0.0
42258618,-0.9342044,0.5013998,-0.014651983,0.0
42290663,-0.93414587,0.501596,-0.014656725,0.0
42322657,-0.93431824,0.5017123,-0.01466301,0.0
42351421,-0.93436605,0.50191987,-0.014669647,0.0
42383412,-0.9341046,0.5021509,-0.01467299,0.0
42415408,-0.93366367,0.5021287,-0.01466512,0.0
42447453,-0.9338087,0.50183177,-0.014658633,0.0
42479418,-0.93381137,0.5016939,-0.014654767,0.0
42511451,-0.9337872,0.5016388,-0.014652599,0.0
42543414,-0.93334854,0.5017193,-0.014648043,0.0
42572220,-0.93325716,0.50131255,-0.01463432,0.0
42604264,-0.9333461,0.5015172,-0.014642544,0.0
42636273,-0.93332744,0.501718,-0.014647662,0.0
42668220,-0.9331352,0.50154585,-0.014639527,0.0
42700274,-0.9334313,0.5015019,-0.0146432035,0.0
42732229,-0.9335947,0.5014488,-0.014643948,0.0
42761018,-0.93366253,0.5014272,-0.014644928,0.0
42793049,-0.93345654,0.5017572,-0.014651328,0.0
42825052,-0.9335942,0.50155085,-0.0146466335,0.0
42857076,-0.93372625,0.5013669,-0.01464376,0.0
42889049,-0.93381447,0.5013572,-0.014644628,0.0
42921176,-0.93386096,0.5013708,-0.014646337,0.0
42949049,-0.9341971,0.5018838,-0.014665953,0.0
42981816,-0.9342735,0.50159514,-0.014659131,0.0
43013863,-0.93430907,0.5015311,-0.014657715,0.0
43045817,-0.9342905,0.50151265,-0.014656891,0.0
43077859,-0.93407464,0.5014792,-0.014652083,0.0
43109818,-0.93404603,0.5012003,-0.014643452,0.0
43141855,-0.9342687,0.5013973,-0.014653332,0.0
43170618,-0.9341875,0.5016271,-0.014658428,0.0
43202654,-0.9342333,0.50164837,-0.0146603985,0.0
43234657,-0.9340789,0.5016352,-0.014657453,0.0
43266620,-0.93385977,0.50176793,-0.014657528,0.0
43298616,-0.9338483,0.5019687,-0.014663301,0.0
43330654,-0.93379277,0.5016362,-0.014652249,0.0
43358649,-0.9337792,0.5017565,-0.014655857,0.0
43391421,-0.93407357,0.5020418,-0.014668926,0.0
43423421,-0.9342238,0.502187,-0.014675758,0.0
43455450,-0.93415207,0.50199753,-0.014668639,0.0
43487445,-0.93402565,0.5019336,-0.014665015,0.0
43519450,-0.9343223,0.50192606,-0.014669658,0.0
43551461,-0.9342766,0.5019682,-0.014670037,0.0
43580229,-0.93437994,0.502007,-0.014672821,0.0
43612220,-0.93448496,0.50184387,-0.014669946,0.0
43644220,-0.9344453,0.50200665,-0.014673981,0.0
43676226,-0.93441385,0.5018443,-0.01466886,0.0
43708269,-0.93420964,0.50196016,-0.014668921,0.0
43740277,-0.9344179,0.5021784,-0.014678122,0.0
43768274,-0.9345044,0.50246394,-0.014688212,0.0
43801049,-0.93460184,0.5024453,-0.014689209,0.0
43833057,-0.9346444,0.50255585,-0.014693008,0.0
43865049,-0.9345107,0.5024138,-0.014687154,0.0
43897054,-0.9345265,0.50207067,-0.014677323,0.0
43929057,-0.93467224,0.5018744,-0.014673359,0.0
43957051,-0.9344667,0.50193316,-0.014672192,0.0
43989818,-0.93468016,0.502054,-0.014679298,0.0
44021818,-0.9344652,0.5022156,-0.0146800745,0.0
44053822,-0.93436664,0.5024688,-0.014686016,0.0
44085838,-0.9345332,0.5026385,-0.014693122,0.0
44117849,-0.93460226,0.50244176,-0.01468936,0.0
44149869,-0.9344628,0.5023689,-0.014684107,0.0
44177918,-0.9345462,0.502395,-0.014686238,0.0
44210618,-0.9345984,0.5024136,-0.014688383,0.0
44242618,-0.93477625,0.502279,-0.014686852,0.0
44274663,-0.93464005,0.50227106,-0.014684965,0.0
44306660,-0.9346571,0.5025217,-0.014692564,0.0
44338656,-0.9344618,0.50254977,-0.014689787,0.0
44366623,-0.9344486,0.5027564,-0.014696085,0.0
44399447,-0.93432695,0.5026699,-0.0146912085,0.0
44431446,-0.9346551,0.5027858,-0.014699796,0.0
44463430,-0.93496287,0.50306016,-0.014712501,0.0
44495418,-0.9348051,0.5031836,-0.01471408,0.0
44527449,-0.93459827,0.5035516,-0.014721055,0.0
44559454,-0.93459153,0.5036928,-0.014725275,0.0
44587444,-0.9347536,0.5035546,-0.01472349,0.0
44620220,-0.93480533,0.50366783,-0.014727829,0.0
44652222,-0.9347575,0.5035195,-0.0147229675,0.0
44684227,-0.93497795,0.50376177,-0.0147337625,0.0
44716266,-0.9344797,0.5039465,-0.014730937,0.0
44748269,-0.9342423,0.5038625,-0.014724735,0.0
44776230,-0.9345455,0.5036501,-0.0147237815,0.0
44809018,-0.93425184,0.5036421,-0.014719011,0.0
44841054,-0.9343445,0.5036137,-0.014719586,0.0
44873049,-0.9344354,0.5037374,-0.014723895,0.0
44905018,-0.9345412,0.5037389,-0.014725498,0.0
44937052,-0.9345986,0.5035412,-0.014721108,0.0
44965018,-0.9346616,0.5037491,-0.014727963,0.0
44997049,-0.9347538,0.50367504,-0.014727844,0.0
45029918,-0.9346006,0.503656,-0.014724056,0.0
45061869,-0.93450403,0.50365824,-0.014723481,0.0
45093819,-0.9343499,0.5038009,-0.014725129,0.0
45125947,-0.934471,0.50381416,-0.01472682,0.0
45157861,-0.9343707,0.5040249,-0.014731286,0.0
45185860,-0.9340814,0.50411165,-0.014729768,0.0
45218620,-0.93383354,0.50405616,-0.014724178,0.0
45250623,-0.9336587,0.50397205,-0.014718485,0.0
45282650,-0.9338501,0.5036832,-0.01471336,0.0
45314620,-0.93373364,0.5039129,-0.014718253,0.0
45350657,-0.93414724,0.50420773,-0.014733116,0.0
45378665,-0.9341725,0.5045435,-0.014743552,0.0
45427416,-0.9338368,0.5047266,-0.014744203,0.0
45459459,-0.9336917,0.50513405,-0.014753039,0.0
45491453,-0.9337175,0.5050446,-0.0147514995,0.0
45523446,-0.933807,0.50507796,-0.014753514,0.0
45555456,-0.93389297,0.5051932,-0.01475858,0.0
45587419,-0.9339687,0.5052674,-0.014761433,0.0
45619454,-0.9338862,0.50535244,-0.01476289,0.0
45648280,-0.93387806,0.5055493,-0.014768515,0.0
45680259,-0.93377376,0.5057217,-0.014772152,0.0
45712222,-0.93370044,0.5059095,-0.0147766955,0.0
45744265,-0.93363255,0.50612855,-0.014781518,0.0
45776220,-0.9337819,0.5061224,-0.014784134,0.0
45808222,-0.93391365,0.50629866,-0.014791003,0.0
45837016,-0.9337839,0.5064934,-0.014794637,0.0
45869018,-0.93360275,0.5065067,-0.014792316,0.0
45901049,-0.93338823,0.50661886,-0.014791797,0.0
45933056,-0.9335154,0.5064853,-0.014790005,0.0
45965218,-0.9334401,0.5066228,-0.014792734,0.0
45997024,-0.9332001,0.50671095,-0.01479176,0.0
46025055,-0.93317413,0.50694746,-0.01479778,0.0
46057851,-0.93275124,0.50741374,-0.014805236,0.0
46089819,-0.93262887,0.5075647,-0.014807393,0.0
46121818,-0.93222755,0.5073107,-0.014793661,0.0
46153862,-0.93238497,0.5072684,-0.014795391,0.0
46185947,-0.9327117,0.5074414,-0.014805474,0.0
46217818,-0.93259895,0.5075382,-0.014806039,0.0
46246618,-0.9325763,0.5075019,-0.014805195,0.0
46278664,-0.9321665,0.50757957,-0.014800917,0.0
46310657,-0.9321218,0.5076064,-0.014801063,0.0
46342616,-0.93211985,0.50770587,-0.014803806,0.0
46374705,-0.9321424,0.5079604,-0.014811403,0.0
46406616,-0.93203527,0.50825924,-0.014818613,0.0
46438618,-0.93216926,0.50830495,-0.014822181,0.0
46467416,-0.9323235,0.50839853,-0.01482722,0.0
46499418,-0.93208075,0.5085655,-0.014827941,0.0
46531454,-0.931892,0.5089242,-0.014835931,0.0
46563417,-0.93174905,0.5092589,-0.0148431435,0.0
46595421,-0.9317791,0.509314,-0.014845473,0.0
46627461,-0.93158627,0.50956637,-0.014849939,0.0
46656220,-0.93162775,0.50980383,-0.0148566635,0.0
46688225,-0.93155175,0.5099502,-0.014860079,0.0
46720259,-0.9311945,0.5099953,-0.014855635,0.0
46752226,-0.9311694,0.5103122,-0.014864717,0.0
46784273,-0.93089926,0.51046354,-0.014864989,0.0
46816264,-0.9306712,0.51061445,-0.014865389,0.0
46848316,-0.9307614,0.51077783,-0.014871512,0.0
46877049,-0.93088603,0.5106404,-0.014869563,0.0
46909016,-0.93081266,0.5107356,-0.014871327,0.0
46941057,-0.93075484,0.5106515,-0.014867648,0.0
46973051,-0.93078446,0.5107273,-0.014871157,0.0
47005016,-0.9305683,0.5108095,-0.014869908,0.0
47037018,-0.9305739,0.5109904,-0.0148750795,0.0
47065849,-0.93054026,0.51117575,-0.014879901,0.0
47097818,-0.9305929,0.51159215,-0.014892906,0.0
47129816,-0.9306179,0.5117588,-0.014898214,0.0
47161850,-0.9307934,0.5119677,-0.014906605,0.0
47193858,-0.9306063,0.5122112,-0.0149113,0.0
47225849,-0.9306728,0.51254785,-0.014922472,0.0
47257825,-0.9304306,0.51283294,-0.01492609,0.0
47286650,-0.93051815,0.51323026,-0.0139427725,0.1
47318650,-1.0289224,-0.2658003,-0.7853982,0.0
