timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
80704597,10.790399,10.627036,0.0,0.0,0.0,0.0,0.55045205,1.1041788,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
81198816,10.423586,10.646733,0.0,0.0,0.0,0.0,0.56144935,1.101372,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
81704608,10.71398,10.63427,0.0,0.0,0.0,0.0,0.55681354,1.1025534,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
82209239,10.561141,10.62206,0.0,0.0,0.0,0.0,0.5502928,1.1042196,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
82702041,9.659394,10.583496,0.0,0.0,0.0,0.0,0.532914,1.1086848,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
83207622,10.759831,10.557783,0.0,0.0,0.0,0.0,0.5359157,1.107911,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
83712793,10.744547,10.568212,0.0,0.0,0.0,0.0,0.54287034,1.1061223,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
84205230,10.331883,10.584793,0.0,0.0,0.0,0.0,0.5459493,1.1053323,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
84710008,10.270748,10.606564,0.0,0.0,0.0,0.0,0.55358964,1.1033765,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
85214828,10.744547,10.599356,0.0,0.0,0.0,0.0,0.548786,1.1046053,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
85707615,10.224896,10.624713,0.0,0.0,0.0,0.0,0.55464107,1.1031079,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
86212422,10.698696,10.654501,0.0,0.0,0.0,0.0,0.56149274,1.1013609,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
86718023,10.820967,10.687397,0.0,0.0,0.0,0.0,0.5699318,1.0992166,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
