timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
67644848,32767,32767,32767,32767,32767,32767,32767
67648848,32767,32767,32767,32767,32767,-73,32767
67652848,32767,32767,32767,32767,32767,32767,32767
67656848,32767,32767,32767,32767,32767,32767,32767
67660848,32767,32767,32767,32767,-51,32767,32767
67664848,32767,32767,32767,32767,32767,32767,32767
67668848,32767,32767,32767,32767,32767,32767,32767
67672848,32767,32767,32767,32767,-63,-73,32767
67676888,32767,32767,-30,32767,32767,32767,32767
67680848,32767,32767,32767,32767,32767,32767,32767
67684848,32767,32767,32767,32767,-55,32767,32767
67688848,32767,32767,32767,32767,32767,32767,32767
67692848,32767,32767,32767,32767,32767,32767,32767
67696848,32767,32767,32767,32767,32767,-67,32767
67700848,32767,32767,32767,32767,32767,32767,32767
67704848,32767,32767,32767,32767,32767,32767,32767
67708848,32767,32767,32767,32767,-57,32767,32767
67712848,32767,32767,32767,32767,32767,32767,32767
67716848,32767,32767,32767,32767,32767,32767,32767
67720848,32767,32767,32767,32767,-59,-67,32767
67724894,32767,32767,32767,32767,32767,32767,32767
67729659,32767,32767,32767,32767,-52,32767,32767
67733648,32767,32767,32767,32767,32767,32767,32767
67737648,32767,32767,32767,32767,32767,32767,32767
67741648,32767,32767,32767,32767,32767,-66,32767
67745663,32767,32767,32767,32767,32767,32767,32767
67749648,32767,32767,32767,32767,32767,32767,32767
67753648,32767,32767,32767,32767,-67,32767,32767
67757660,32767,32767,32767,32767,32767,32767,32767
67761648,32767,32767,32767,32767,32767,32767,32767
67765648,32767,32767,32767,32767,-69,-86,32767
67769648,32767,32767,32767,32767,32767,32767,32767
67773648,32767,32767,32767,32767,-43,32767,32767
67777648,32767,32767,32767,32767,32767,32767,32767
67781648,32767,32767,32767,32767,32767,32767,32767
67785659,32767,32767,32767,32767,32767,-66,32767
67789648,32767,32767,32767,32767,32767,32767,32767
67793648,32767,32767,32767,32767,32767,32767,32767
67797648,32767,32767,32767,32767,-58,32767,32767
67801648,32767,32767,32767,32767,32767,32767,32767
67805648,32767,32767,32767,32767,32767,32767,32767
67809648,32767,32767,32767,32767,-64,-73,32767
67813660,32767,32767,32767,32767,32767,32767,32767
67817648,32767,32767,32767,32767,32767,32767,32767
67821648,32767,32767,32767,32767,-57,32767,32767
67825648,32767,32767,32767,32767,32767,32767,32767
67829648,32767,32767,32767,32767,32767,32767,32767
67833648,32767,32767,32767,32767,32767,-86,32767
67837648,32767,32767,32767,32767,32767,32767,32767
67841659,32767,32767,32767,32767,-42,32767,32767
67845648,32767,32767,32767,32767,32767,32767,32767
67849648,32767,32767,32767,32767,32767,32767,32767
67853648,32767,32767,32767,32767,-47,-55,32767
67857648,32767,32767,32767,32767,32767,32767,32767
67861648,32767,32767,32767,32767,32767,32767,32767
67865648,32767,32767,32767,32767,-63,32767,32767
67869680,32767,32767,32767,32767,32767,32767,32767
67873648,32767,32767,32767,32767,32767,32767,32767
67877648,32767,32767,-45,32767,32767,-70,32767
67881648,32767,32767,32767,32767,32767,32767,32767
67885648,32767,32767,32767,32767,32767,32767,32767
67889648,32767,32767,32767,32767,-69,32767,32767
67893648,32767,32767,32767,32767,32767,32767,32767
67897660,32767,32767,32767,32767,32767,32767,32767
67901648,32767,32767,32767,32767,-69,-86,32767
67905648,32767,32767,32767,32767,32767,32767,32767
67909648,32767,32767,32767,32767,-43,32767,32767
67913648,32767,32767,32767,32767,32767,32767,32767
67917648,32767,32767,32767,32767,32767,32767,32767
67921648,32767,32767,32767,32767,32767,-65,32767
67925660,32767,32767,32767,32767,32767,32767,32767
67929648,32767,32767,32767,32767,32767,32767,32767
67933648,32767,32767,32767,32767,-55,32767,32767
67937648,32767,32767,32767,32767,32767,32767,32767
67941648,32767,32767,32767,32767,32767,32767,32767
67945648,32767,32767,32767,32767,-57,-66,32767
67949648,32767,32767,32767,32767,32767,32767,32767
67953660,32767,32767,32767,32767,-43,32767,32767
67957648,32767,32767,32767,32767,32767,32767,32767
67961648,32767,32767,32767,32767,32767,32767,32767
67965648,32767,32767,32767,32767,32767,-55,32767
67969648,32767,32767,32767,32767,32767,32767,32767
67973648,32767,32767,32767,32767,32767,32767,32767
67977648,32767,32767,32767,32767,-63,32767,32767
67981659,32767,32767,32767,32767,32767,32767,32767
67985648,32767,32767,32767,32767,32767,32767,32767
67989648,32767,32767,32767,32767,-69,-86,32767
67993648,32767,32767,32767,32767,32767,32767,32767
67997648,32767,32767,32767,32767,-42,32767,32767
68001648,32767,32767,32767,32767,32767,32767,32767
68005648,32767,32767,32767,32767,32767,32767,32767
68009660,32767,32767,32767,32767,32767,-66,32767
68013648,32767,32767,32767,32767,32767,32767,32767
68017648,32767,32767,32767,32767,32767,32767,32767
68021648,32767,32767,32767,32767,-57,32767,32767
68025648,32767,32767,32767,32767,32767,32767,32767
68029648,32767,32767,32767,32767,32767,32767,32767
68033648,32767,32767,32767,32767,-61,-69,32767
68037660,32767,32767,32767,32767,32767,32767,32767
68041648,32767,32767,32767,32767,32767,32767,32767
68045648,32767,32767,32767,32767,-58,32767,32767
68049648,32767,32767,32767,32767,32767,32767,32767
68053648,32767,32767,32767,32767,32767,32767,32767
68057648,32767,32767,32767,32767,32767,-86,32767
68061648,32767,32767,32767,32767,32767,32767,32767
68065660,32767,32767,32767,32767,-43,32767,32767
68069648,32767,32767,32767,32767,32767,32767,32767
68073648,32767,32767,32767,32767,32767,32767,32767
68077648,32767,32767,32767,32767,-46,-55,32767
68081648,32767,32767,-94,32767,32767,32767,32767
68085648,32767,32767,32767,32767,32767,32767,32767
68089648,32767,32767,32767,32767,-63,32767,32767
68093659,32767,32767,32767,32767,32767,32767,32767
68097648,32767,32767,32767,32767,32767,32767,32767
68101648,32767,32767,32767,32767,32767,-86,32767
68105648,32767,32767,32767,32767,32767,32767,32767
68109648,32767,32767,32767,32767,-43,32767,32767
68113648,32767,32767,32767,32767,32767,32767,32767
68117648,32767,32767,32767,32767,32767,32767,32767
68121660,32767,32767,32767,32767,-47,-55,32767
68125648,32767,32767,32767,32767,32767,32767,32767
68129648,32767,32767,32767,32767,32767,32767,32767
68133648,32767,32767,32767,32767,-55,32767,32767
68137647,32767,32767,32767,32767,32767,32767,32767
68141648,32767,32767,32767,32767,32767,32767,32767
68145648,32767,32767,32767,32767,32767,-66,32767
68149660,32767,32767,32767,32767,32767,32767,32767
68154461,32767,32767,32767,32767,32767,32767,32767
68158448,32767,32767,32767,32767,-61,32767,32767
68162448,32767,32767,32767,32767,32767,32767,32767
68166448,32767,32767,32767,32767,32767,32767,32767
68170448,32767,32767,32767,32767,-63,-73,32767
68174495,32767,32767,32767,32767,32767,32767,32767
68178448,32767,32767,32767,32767,-40,32767,32767
68182448,32767,32767,32767,32767,32767,32767,32767
68186448,32767,32767,32767,32767,32767,32767,32767
68190448,32767,32767,32767,32767,32767,-54,32767
68194461,32767,32767,32767,32767,32767,32767,32767
68198448,32767,32767,32767,32767,32767,32767,32767
68202448,32767,32767,32767,32767,-60,32767,32767
68206466,32767,32767,32767,32767,32767,32767,32767
68210448,32767,32767,32767,32767,32767,32767,32767
68214488,32767,32767,32767,32767,-61,-70,32767
68218448,32767,32767,32767,32767,32767,32767,32767
68222448,32767,32767,32767,32767,32767,32767,32767
68226448,32767,32767,32767,32767,-69,32767,32767
68230448,32767,32767,32767,32767,32767,32767,32767
68234462,32767,32767,32767,32767,32767,32767,32767
68238448,32767,32767,32767,32767,32767,-84,32767
68242459,32767,32767,32767,32767,32767,32767,32767
68246448,32767,32767,32767,32767,-40,32767,32767
68250448,32767,32767,32767,32767,32767,32767,32767
68254461,32767,32767,32767,32767,32767,32767,32767
68258448,32767,32767,32767,32767,-55,-63,32767
68262448,32767,32767,32767,32767,32767,32767,32767
68266448,32767,32767,32767,32767,32767,32767,32767
68270448,32767,32767,32767,32767,-55,32767,32767
68274461,32767,32767,32767,32767,32767,32767,32767
68278448,32767,32767,32767,32767,32767,32767,32767
68282448,32767,32767,-109,32767,32767,-84,32767
68286448,32767,32767,32767,32767,32767,32767,32767
68290458,32767,32767,32767,32767,-50,32767,32767
68294463,32767,32767,32767,32767,32767,32767,32767
68298448,32767,32767,32767,32767,32767,32767,32767
68302448,32767,32767,32767,32767,-55,-63,32767
68306450,32767,32767,32767,32767,32767,32767,32767
68310448,32767,32767,32767,32767,32767,32767,32767
68314463,32767,32767,32767,32767,-71,32767,32767
68318448,32767,32767,32767,32767,32767,32767,32767
68322448,32767,32767,32767,32767,32767,32767,32767
68326448,32767,32767,32767,32767,32767,-83,32767
68330448,32767,32767,32767,32767,32767,32767,32767
68334462,32767,32767,32767,32767,-40,32767,32767
68338447,32767,32767,32767,32767,32767,32767,32767
68342481,32767,32767,32767,32767,32767,32767,32767
68346448,32767,32767,32767,32767,-55,-63,32767
68350448,32767,32767,32767,32767,32767,32767,32767
68354462,32767,32767,32767,32767,32767,32767,32767
68358448,32767,32767,32767,32767,-58,32767,32767
68362448,32767,32767,32767,32767,32767,32767,32767
68366448,32767,32767,32767,32767,32767,32767,32767
68370448,32767,32767,32767,32767,32767,-84,32767
68374464,32767,32767,32767,32767,32767,32767,32767
68378448,32767,32767,32767,32767,-40,32767,32767
68382448,32767,32767,32767,32767,32767,32767,32767
68386448,32767,32767,32767,32767,32767,32767,32767
68390448,32767,32767,32767,32767,-46,-54,32767
68394461,32767,32767,32767,32767,32767,32767,32767
68398448,32767,32767,32767,32767,32767,32767,32767
68402448,32767,32767,32767,32767,-60,32767,32767
68406448,32767,32767,32767,32767,32767,32767,32767
68410448,32767,32767,32767,32767,32767,32767,32767
68414462,32767,32767,32767,32767,32767,-69,32767
68418448,32767,32767,32767,32767,32767,32767,32767
68422448,32767,32767,32767,32767,32767,32767,32767
68426448,32767,32767,32767,32767,-70,32767,32767
68430448,32767,32767,32767,32767,32767,32767,32767
68434461,32767,32767,32767,32767,32767,32767,32767
68438448,32767,32767,32767,32767,-68,-84,32767
68442448,32767,32767,32767,32767,32767,32767,32767
68446448,32767,32767,32767,32767,-51,32767,32767
68450448,32767,32767,32767,32767,32767,32767,32767
68454466,32767,32767,32767,32767,32767,32767,32767
68458448,32767,32767,32767,32767,32767,-63,32767
68462457,32767,32767,32767,32767,32767,32767,32767
68466448,32767,32767,32767,32767,-40,32767,32767
68470448,32767,32767,32767,32767,32767,32767,32767
68474483,32767,32767,32767,32767,32767,32767,32767
68478448,32767,32767,32767,32767,-46,-54,32767
68482449,32767,32767,-103,32767,32767,32767,32767
68486448,32767,32767,32767,32767,32767,32767,32767
68490448,32767,32767,32767,32767,-60,32767,32767
68494463,32767,32767,32767,32767,32767,32767,32767
68498448,32767,32767,32767,32767,32767,32767,32767
68502448,32767,32767,32767,32767,32767,-84,32767
68506448,32767,32767,32767,32767,32767,32767,32767
68510448,32767,32767,32767,32767,32767,32767,32767
68514483,32767,32767,32767,32767,-73,32767,32767
68518448,32767,32767,32767,32767,32767,32767,32767
68522448,32767,32767,32767,32767,-45,-54,32767
68526448,32767,32767,32767,32767,32767,32767,32767
68530448,32767,32767,32767,32767,32767,32767,32767
68534461,32767,32767,32767,32767,-56,32767,32767
68538448,32767,32767,32767,32767,32767,32767,32767
68542448,32767,32767,32767,32767,32767,32767,32767
68546448,32767,32767,32767,32767,32767,-84,32767
68550448,32767,32767,32767,32767,32767,32767,32767
68554462,32767,32767,32767,32767,-51,32767,32767
68558448,32767,32767,32767,32767,32767,32767,32767
68562447,32767,32767,32767,32767,32767,32767,32767
68566449,32767,32767,32767,32767,-59,-69,32767
68570448,32767,32767,32767,32767,32767,32767,32767
68574462,32767,32767,32767,32767,32767,32767,32767
68578448,32767,32767,32767,32767,-73,32767,32767
68582448,32767,32767,32767,32767,32767,32767,32767
68587248,32767,32767,32767,32767,32767,32767,32767
68591247,32767,32767,32767,32767,32767,-93,32767
68595294,32767,32767,32767,32767,32767,32767,32767
68599247,32767,32767,32767,32767,-47,32767,32767
68603248,32767,32767,32767,32767,32767,32767,32767
68607250,32767,32767,32767,32767,32767,32767,32767
68611247,32767,32767,32767,32767,-54,-62,32767
68615248,32767,32767,32767,32767,32767,32767,32767
68619248,32767,32767,32767,32767,32767,32767,32767
68623248,32767,32767,32767,32767,-67,32767,32767
68627248,32767,32767,32767,32767,32767,32767,32767
68631248,32767,32767,32767,32767,32767,-49,32767
68635248,32767,32767,32767,32767,32767,32767,32767
68639248,32767,32767,32767,32767,32767,32767,32767
68643248,32767,32767,32767,32767,-56,32767,32767
68647248,32767,32767,32767,32767,32767,32767,32767
68651248,32767,32767,32767,32767,32767,32767,32767
68655250,32767,32767,32767,32767,-51,-61,32767
68659288,32767,32767,32767,32767,32767,32767,32767
68663248,32767,32767,32767,32767,32767,32767,32767
68667248,32767,32767,32767,32767,-65,32767,32767
68671248,32767,32767,32767,32767,32767,32767,32767
68675248,32767,32767,32767,32767,32767,32767,32767
68679248,32767,32767,-31,32767,32767,-68,32767
68683248,32767,32767,32767,32767,32767,32767,32767
68687248,32767,32767,32767,32767,32767,32767,32767
68691248,32767,32767,32767,32767,-69,32767,32767
68695248,32767,32767,32767,32767,32767,32767,32767
68699248,32767,32767,32767,32767,32767,32767,32767
68703248,32767,32767,32767,32767,-68,-82,32767
68707248,32767,32767,32767,32767,32767,32767,32767
68711248,32767,32767,32767,32767,32767,32767,32767
68715248,32767,32767,32767,32767,-73,32767,32767
68719248,32767,32767,32767,32767,32767,32767,32767
68723248,32767,32767,32767,32767,32767,-62,32767
68727248,32767,32767,32767,32767,32767,32767,32767
68731248,32767,32767,32767,32767,32767,32767,32767
68735248,32767,32767,32767,32767,-55,32767,32767
68739247,32767,32767,32767,32767,32767,32767,32767
68743248,32767,32767,32767,32767,32767,32767,32767
68747248,32767,32767,32767,32767,-51,-61,32767
68751248,32767,32767,32767,32767,32767,32767,32767
