timestamp,alt_max,landed,freefall,ground_contact,maybe_landed
122343152,inf,0,0,0,0
123349112,inf,0,0,0,0
124362237,inf,0,0,0,0
125372419,inf,0,0,0,0
126390374,inf,0,0,0,0
127397097,inf,0,0,0,0
128405593,inf,0,0,0,0
129411200,inf,0,0,0,0
130417617,inf,0,0,0,0
131418159,inf,0,0,0,0
132430603,inf,0,0,0,0
133445391,inf,0,0,0,0
134458167,inf,0,0,0,0
135469874,inf,0,0,0,0
136475178,inf,0,0,0,0
137484181,inf,0,0,0,0
138496203,inf,0,0,0,0
139502131,inf,0,0,0,0
140506165,inf,0,0,0,0
141510168,inf,0,0,0,0
142514174,inf,0,0,0,0
143526403,inf,0,0,0,0
144541203,inf,0,0,0,0
145553096,inf,0,0,0,0
146568157,inf,0,0,0,0
147572183,inf,0,0,0,0
148582941,inf,0,0,0,0
149591178,inf,0,0,0,0
150604233,inf,0,0,0,0
151622167,inf,0,0,0,0
152631163,inf,0,0,0,0
153643384,inf,0,0,0,0
154652412,inf,0,0,0,0
155665109,inf,0,0,0,0
156678007,inf,0,0,0,0
157693098,inf,0,0,0,0
158703149,inf,0,0,0,0
159715555,inf,0,0,0,0
160725097,inf,0,0,0,0
161734161,inf,0,0,0,0
162749109,inf,0,0,0,0
163755136,inf,0,0,0,0
164764195,inf,0,0,0,0
165770236,inf,0,0,0,0
166781097,inf,0,0,0,0
167801106,inf,0,0,0,0
168816401,inf,0,0,0,0
169824180,inf,0,0,0,0
170833107,inf,0,0,0,0
171848522,inf,0,0,0,0
172860159,inf,0,0,0,0
173872527,inf,0,0,0,0
174882177,inf,0,0,0,0
175899344,inf,0,0,0,0
176909114,inf,0,0,0,0
177924181,inf,0,0,0,0
178934165,inf,0,0,0,0
179950236,inf,0,0,0,0
180958425,inf,0,0,0,0
181965233,inf,0,0,0,0
182971157,inf,0,0,0,0
183978017,inf,0,0,0,0
184986177,inf,0,0,0,0
185994184,inf,0,0,0,0
187006177,inf,0,0,0,0
188013352,inf,0,0,0,0
189018841,inf,0,0,0,0
190026160,inf,0,0,0,0
191036318,inf,0,0,0,0
192052350,inf,0,0,0,0
193071186,inf,0,0,0,0
194082431,inf,0,0,0,0
195095149,inf,0,0,0,0
196102601,inf,0,0,0,0
197111136,inf,0,0,0,0
198121097,inf,0,0,0,0
199133096,inf,0,0,0,0
200146165,inf,0,0,0,0
201156189,inf,0,0,0,0
202164234,inf,0,0,0,0
203168168,inf,0,0,0,0
204170230,inf,0,0,0,0
205176399,inf,0,0,0,0
206188181,inf,0,0,0,0
207191177,inf,0,0,0,0
208204182,inf,0,0,0,0
209211147,inf,0,0,0,0
210226161,inf,0,0,0,0
211232414,inf,0,0,0,0
212250161,inf,0,0,0,0
213254171,inf,0,0,0,0
214268420,inf,0,0,0,0
215280158,inf,0,0,0,0
216291136,inf,0,0,0,0
217303137,inf,0,0,0,0
218320180,inf,0,0,0,0
219330160,inf,0,0,0,0
220341112,inf,0,0,0,0
221350251,inf,0,0,0,0
222359150,inf,0,0,0,0
223373097,inf,0,0,0,0
224376446,inf,0,0,0,0
225381188,inf,0,0,0,0
226391173,inf,0,0,0,0
227399163,inf,0,0,0,0
228418682,inf,0,0,0,0
229420201,inf,0,0,0,0
230422167,inf,0,0,0,0
231441613,inf,0,0,0,0
232454224,inf,0,0,0,0
233462411,inf,0,0,0,0
234468599,inf,0,0,0,0
235473127,inf,0,0,0,0
236480415,inf,0,0,0,0
237492181,inf,0,0,0,0
238500400,inf,0,0,0,0
239509097,inf,0,0,0,0
240522160,inf,0,0,0,0
241533116,inf,0,0,0,0
242550160,inf,0,0,0,0
243560197,inf,0,0,0,0
244576181,inf,0,0,0,0
245591350,inf,0,0,0,0
246606174,inf,0,0,0,0
247615392,inf,0,0,0,0
248620408,inf,0,0,0,0
249635213,inf,0,0,0,0
250638166,inf,0,0,0,0
251646669,inf,0,0,0,0
252653804,inf,0,0,0,0
253664183,inf,0,0,0,0
254676426,inf,0,0,0,0
255067137,inf,0,0,1,0
255376182,inf,0,0,0,1
255703499,inf,1,0,0,0
256710168,inf,1,0,0,0
257728218,inf,1,0,0,0
