timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
57635616,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
58140592,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
58646014,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
59150812,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
59656562,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
60149238,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
60654819,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
61160432,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
61653221,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
62158018,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
62664652,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
63157230,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
63662009,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
