timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
60509648,0.00037734676,-0.13200942,-0.027611945,0.8365552,-0.011817384,0.012646726,-0.5476094,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60541648,0.089647025,-0.058357317,0.032019526,0.8367027,-0.012664382,0.011549442,-0.5473892,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60573648,0.051405307,-0.04858606,0.038830582,0.8368735,-0.01207505,0.011384235,-0.54714483,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60605648,0.07374786,0.11404703,0.015404068,0.8370051,-0.010630315,0.011514795,-0.5469707,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60638448,0.17242077,0.08897625,-0.0028246355,0.83713275,-0.009351441,0.011168681,-0.54680586,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60666448,0.12188071,-0.025603782,0.051879995,0.8373046,-0.008106497,0.0104964655,-0.54657584,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60698448,0.12746724,0.06880757,-0.014142567,0.83739394,-0.0064188,0.009725709,-0.5464757,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60730448,0.14768767,0.1095674,0.0018755449,0.8374591,-0.004966103,0.009957949,-0.5463867,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60762448,-0.0974918,-0.011339899,-0.0019490155,0.8373877,-0.0049196985,0.011213693,-0.5464722,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60794462,-0.14289123,0.016530465,0.007009602,0.83726346,-0.0063539934,0.012365195,-0.5466231,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60826448,-0.08389851,-0.20592609,-0.03485825,0.83706784,-0.008062023,0.012111582,-0.54690576,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60858448,0.24200037,-0.04597407,-0.014860478,0.83691466,-0.00919835,0.011166584,-0.5471422,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60890448,0.025470782,-0.04083113,-0.04634456,0.8366399,-0.010347267,0.010196477,-0.54756075,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60918448,-0.024645273,0.04921055,-0.02862113,0.83642507,-0.010875722,0.009274638,-0.54789495,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60950449,-0.0006829011,-0.14586522,-0.07003526,0.8361545,-0.0114434315,0.0076750694,-0.54832095,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
60982448,0.21115659,0.031711128,-0.026858192,0.83592695,-0.010927281,0.0063457405,-0.5486953,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61014466,-0.013699712,-0.017082315,-0.022803854,0.83568037,-0.010088352,0.0054117474,-0.549097,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61046448,0.058631275,-0.20910248,0.017445963,0.8355872,-0.008949272,0.0034488942,-0.549274,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61076057,0.15337856,-0.07843277,-0.039179184,0.8355661,-0.0074249613,0.0016530101,-0.5493373,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61108050,0.207898,-0.030158136,0.01463129,0.83557147,-0.0056384616,0.00016986912,-0.5493529,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61140055,-0.05862634,-0.06739556,-0.013167674,0.83542544,-0.004707576,-0.00026371796,-0.54958355,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61172049,-0.0007711004,-0.06546128,-0.011817314,0.83527035,-0.0044340985,-0.0003402319,-0.5498217,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61204048,0.10492254,-0.020160891,-0.018990878,0.83514994,-0.0045384984,-0.00073383254,-0.55000323,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61236054,0.10717577,-0.007025361,-0.035874058,0.8350053,-0.0048164213,-0.0013258929,-0.5502193,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61268048,-0.08479528,-0.0060243644,-0.007115297,0.8348951,-0.0055339755,-0.0018071628,-0.55037844,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
