timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
72190207,71181512,1200.0,0.36274433,0.04167088,1.3463663,0.0,255,0,6,4,1,0,1,1,1,1,36
72220381,72212127,1200.0,0.36274433,0.04167088,1.3463663,0.0,255,0,6,4,1,0,1,1,1,1,36
73221153,72212127,1200.0,0.36274433,0.04191274,1.1685671,0.0,255,0,6,4,1,0,1,1,1,1,36
73261166,73257159,1200.0,0.36274433,0.04191274,1.1685671,0.0,255,0,6,4,1,0,1,1,1,1,36
74211198,74202131,1200.0,0.36274433,0.041752905,1.36194,0.0,255,0,6,4,1,0,1,1,1,1,36
75211405,75210127,1200.0,0.36274433,0.06797838,1.4075524,0.0,255,0,6,4,1,0,1,1,1,1,36
76213932,75210127,1200.0,0.36274433,0.04184592,1.2484033,0.0,255,0,6,4,1,0,1,1,1,1,36
76264270,76263103,1200.0,0.36274433,0.04184592,1.2484033,0.0,255,0,6,4,1,0,1,1,1,1,36
77194208,77186128,1200.0,0.36274433,0.04187279,1.3987505,0.0,255,0,6,4,1,0,1,1,1,1,36
78197154,77186128,1200.0,0.36274433,0.041917756,1.1247932,0.0,255,0,6,4,1,0,1,1,1,1,36
78217440,78208149,1200.0,0.36274433,0.041917756,1.1247932,0.0,255,0,6,4,1,0,1,1,1,1,36
79220405,78208149,1200.0,0.36274433,0.041621823,1.1039692,0.0,255,0,6,4,1,0,1,1,1,1,36
79311588,79311452,1200.0,0.36274433,0.041621823,1.1039692,0.0,255,0,6,4,1,0,1,1,1,1,36
80289229,80283529,1200.0,0.36274433,0.04169769,1.7135764,0.0,255,0,6,4,1,0,1,1,1,1,36
81210208,81205145,1200.0,0.36274433,0.04176345,1.0241989,0.0,255,0,6,4,1,0,1,1,1,1,36
82212414,81205145,1200.0,0.36274433,0.041769844,1.8169882,0.0,255,0,6,4,1,0,1,1,1,1,36
82292378,82285722,1200.0,0.36274433,0.041769844,1.8169882,0.0,255,0,6,4,1,0,1,1,1,1,36
83281155,83276264,1200.0,0.36274433,0.041722044,1.4940466,0.0,255,0,6,4,1,0,1,1,1,1,36
84206330,84204578,1200.0,0.36274433,0.041805312,1.329807,0.0,255,0,6,4,1,0,1,1,1,1,36
85213440,84204578,1200.0,0.36274433,0.06771755,1.3991641,0.0,255,0,6,4,1,0,1,1,1,1,36
85306354,85306172,1200.0,0.36274433,0.06771755,1.3991641,0.0,255,0,6,4,1,0,1,1,1,1,36
86278584,86275348,1200.0,0.36274433,0.04170394,1.4020468,0.0,255,0,6,4,1,0,1,1,1,1,36
87203233,87202128,1200.0,0.36274433,0.04175361,1.2685144,0.0,255,0,6,4,1,0,1,1,1,1,36
88209634,87202128,1200.0,0.36274433,0.04170804,1.3604766,0.0,255,0,6,4,1,0,1,1,1,1,36
88260226,88254707,1200.0,0.36274433,0.04170804,1.3604766,0.0,255,0,6,4,1,0,1,1,1,1,36
89198211,89192411,1200.0,0.36274433,0.0419937,1.2448132,0.0,255,0,6,4,1,0,1,1,1,1,36
90202213,90195479,1200.0,0.36274433,0.04195121,0.97686386,0.0,255,0,6,4,1,0,1,1,1,1,36
91211810,90195479,1200.0,0.36274433,0.04196592,1.737589,0.0,255,0,6,4,1,0,1,1,1,1,36
91251964,91250167,1200.0,0.36274433,0.04196592,1.737589,0.0,255,0,6,4,1,0,1,1,1,1,36
92189433,92182238,1200.0,0.36274433,0.041697484,1.0116603,0.0,255,0,6,4,1,0,1,1,1,1,36
93201570,93197066,1200.0,0.36274433,0.04197037,1.8636842,0.0,255,0,6,4,1,0,1,1,1,1,36
94202299,93197066,1200.0,0.36274433,0.041929726,1.1480758,0.0,255,0,6,4,1,0,1,1,1,1,36
94253900,94250194,1200.0,0.36274433,0.041929726,1.1480758,0.0,255,0,6,4,1,0,1,1,1,1,36
95256231,94250194,1200.0,0.36274433,0.0675726,1.1089855,0.0,255,0,6,4,1,0,1,1,1,1,36
95276390,95267156,1200.0,0.36274433,0.0675726,1.1089855,0.0,255,0,6,4,1,0,1,1,1,1,36
96202827,96195106,1200.0,0.36274433,0.041748796,1.4930165,0.0,255,0,6,4,1,0,1,1,1,1,36
97208631,96195106,1200.0,0.36274433,0.041822046,1.2885172,0.0,255,0,6,4,1,0,1,1,1,1,36
97238590,97229211,1200.0,0.36274433,0.041822046,1.2885172,0.0,255,0,6,4,1,0,1,1,1,1,36
98243405,97229211,1200.0,0.36274433,0.04176042,1.2557955,0.0,255,0,6,4,1,0,1,1,1,1,36
98273154,98270584,1200.0,0.36274433,0.04176042,1.2557955,0.0,255,0,6,4,1,0,1,1,1,1,36
99203401,99194128,1200.0,0.36274433,0.04194153,1.3680928,0.0,255,0,6,4,1,0,1,1,1,1,36
100210211,99194128,1200.0,0.36274433,0.041754812,1.2645743,0.0,255,0,6,4,1,0,1,1,1,1,36
100251477,100250225,1200.0,0.36274433,0.041754812,1.2645743,0.0,255,0,6,4,1,0,1,1,1,1,36
101261072,100250225,1200.0,0.36274433,0.041681632,0.9308898,0.0,255,0,6,4,1,0,1,1,1,1,36
101271376,101268798,1200.0,0.36274433,0.041681632,0.9308898,0.0,255,0,6,4,1,0,1,1,1,1,36
102188232,102185119,1200.0,0.36274433,0.04198119,1.7382212,0.0,255,0,6,4,1,0,1,1,1,1,36
103194694,102185119,1200.0,0.36274433,0.04171036,1.0685798,0.0,255,0,6,4,1,0,1,1,1,1,36
103296268,103296029,1200.0,0.36274433,0.04171036,1.0685798,0.0,255,0,6,4,1,0,1,1,1,1,36
104268293,104260211,1200.0,0.36274433,0.04189058,1.8032897,0.0,255,0,6,4,1,0,1,1,1,1,36
105198436,105188146,1200.0,0.36274433,0.06735534,1.1598985,0.0,255,0,6,4,1,0,1,1,1,1,36
106203450,105188146,1200.0,0.36274433,0.041811094,1.3897212,0.0,255,0,6,4,1,0,1,1,1,1,36
106265363,106265163,1200.0,0.36274433,0.041811094,1.3897212,0.0,255,0,6,4,1,0,1,1,1,1,36
107268790,107262134,1200.0,0.36274433,0.041833043,1.605592,0.0,255,0,6,4,1,0,1,1,1,1,36
108190378,108187405,1200.0,0.36274433,0.045763537,1.2346207,0.0,255,0,6,4,1,0,1,1,1,1,36
109197153,108187405,1200.0,0.36274433,0.03771652,1.266481,0.0,255,0,6,4,1,0,1,1,1,1,36
109247637,109244413,1200.0,0.36274433,0.03771652,1.266481,0.0,255,0,6,4,1,0,1,1,1,1,36
110256226,109244413,1200.0,0.36274433,0.041652285,1.4112191,0.0,255,0,6,4,1,0,1,1,1,1,36
110266348,110260152,1200.0,0.36274433,0.041652285,1.4112191,0.0,255,0,6,4,1,0,1,1,1,1,36
111190207,111182134,1200.0,0.36274433,0.041652285,1.4112191,0.0,255,0,6,4,1,0,1,1,1,1,36
112192827,111182134,1200.0,0.36274433,0.06272439,1.213667,0.0,255,0,6,4,1,0,1,1,1,1,36
112252233,112250320,1200.0,0.36274433,0.020968735,1.2960675,0.0,255,0,6,4,1,0,1,1,1,1,36
113262314,113257929,1200.0,0.36274433,0.04166671,1.677581,0.0,255,0,6,4,1,0,1,1,1,1,36
114268249,113257929,1200.0,0.36274433,0.041659266,1.3777314,0.0,255,0,6,4,1,0,1,1,1,1,36
114370207,114363104,1200.0,0.36274433,0.041659266,1.3777314,0.0,255,0,6,4,1,0,1,1,1,1,36
115286369,115282143,1200.0,0.36274433,0.06760646,1.5509717,0.0,255,0,6,4,1,0,1,1,1,1,36
116245213,116238122,1200.0,0.36274433,0.041957997,1.135863,0.0,255,0,6,4,1,0,1,1,1,1,36
117248183,116238122,1200.0,0.36274433,0.04195431,1.2716151,0.0,255,0,6,4,1,0,1,1,1,1,36
117318643,117316196,1200.0,0.36274433,0.04195431,1.2716151,0.0,255,0,6,4,1,0,1,1,1,1,36
118319765,117316196,1200.0,0.36274433,0.04187809,1.3730031,0.0,255,0,6,4,1,0,1,1,1,1,36
118339433,118330173,1200.0,0.36274433,0.04187809,1.3730031,0.0,255,0,6,4,1,0,1,1,1,1,36
119253152,119246391,1200.0,0.36274433,0.041804522,1.2372148,0.0,255,0,6,4,1,0,1,1,1,1,36
120260406,119246391,1200.0,0.36274433,0.041777574,1.267253,0.0,255,0,6,4,1,0,1,1,1,1,36
120310558,120306168,1200.0,0.36274433,0.041777574,1.267253,0.0,255,0,6,4,1,0,1,1,1,1,36
121239341,121237065,1200.0,0.36274433,0.041777574,1.267253,0.0,255,0,6,4,1,0,1,1,1,1,36
122243518,121237065,1200.0,0.36274433,0.062376235,1.3980197,0.0,255,0,6,4,1,0,1,1,1,1,36
122253334,122249623,1200.0,0.36274433,0.041827377,1.211998,0.0,255,0,6,4,1,0,1,1,1,1,36
123259197,122249623,1200.0,0.36274433,0.020877406,1.2973816,0.0,255,0,6,4,1,0,1,1,1,1,36
123369543,123365068,1200.0,0.36274433,0.020877406,1.2973816,0.0,255,0,6,4,1,0,1,1,1,1,36
124240410,124236271,1200.0,0.36274433,0.020877406,1.2973816,0.0,255,0,6,4,1,0,1,1,1,1,36
125242305,124236271,1200.0,0.36274433,0.06292669,1.4103569,0.0,255,0,6,4,1,0,1,1,1,1,36
125252773,125247167,1200.0,0.36274433,0.06292669,1.4103569,0.0,255,0,6,4,1,0,1,1,1,1,36
126254248,125247167,1200.0,0.36274433,0.06787538,1.3365461,0.0,255,0,6,4,1,0,1,1,1,1,36
126344530,126342359,1200.0,0.36274433,0.020954298,1.522679,0.0,255,0,6,4,1,0,1,1,1,1,36
127278316,127277440,1200.0,0.36274433,0.04182059,1.132143,0.0,255,0,6,4,1,0,1,1,1,1,36
128245798,128245584,1200.0,0.36274433,0.04182059,1.132143,0.0,255,0,6,4,1,0,1,1,1,1,36
129253571,128245584,1200.0,0.36274433,0.062507935,1.2610728,0.0,255,0,6,4,1,0,1,1,1,1,36
129313549,129313073,1200.0,0.36274433,0.0208493,1.369104,0.0,255,0,6,4,1,0,1,1,1,1,36
130233938,130227100,1200.0,0.36274433,0.0208493,1.369104,0.0,255,0,6,4,1,0,1,1,1,1,36
131236238,130227100,1200.0,0.36274433,0.062959135,1.385101,0.0,255,0,6,4,1,0,1,1,1,1,36
131246364,131243466,1200.0,0.36274433,0.062959135,1.385101,0.0,255,0,6,4,1,0,1,1,1,1,36
132253618,131243466,1200.0,0.36274433,0.04186857,1.3228475,0.0,255,0,6,4,1,0,1,1,1,1,36
132303533,132301044,1200.0,0.36274433,0.020881662,1.3771954,0.0,255,0,6,4,1,0,1,1,1,1,36
133310210,132301044,1200.0,0.36274433,0.04168941,1.2080003,0.0,255,0,6,4,1,0,1,1,1,1,36
133320228,133313174,1200.0,0.36274433,0.04168941,1.2080003,0.0,255,0,6,4,1,0,1,1,1,1,36
134235364,134235167,1200.0,0.36274433,0.04168941,1.2080003,0.0,255,0,6,4,1,0,1,1,1,1,36
135238387,134235167,1200.0,0.36274433,0.062584005,1.3361188,0.0,255,0,6,4,1,0,1,1,1,1,36
135298388,135297940,1200.0,0.36274433,0.062584005,1.3361188,0.0,255,0,6,4,1,0,1,1,1,1,36
136226321,136222199,1200.0,0.36274433,0.06792847,1.3915347,0.0,255,0,6,4,1,0,1,1,1,1,36
137226632,136222199,1200.0,0.36274433,0.041670218,1.3850387,0.0,255,0,6,4,1,0,1,1,1,1,36
137247192,137238135,1200.0,0.36274433,0.041670218,1.3850387,0.0,255,0,6,4,1,0,1,1,1,1,36
138247371,137238135,1200.0,0.36274433,0.04191993,1.6009421,0.0,255,0,6,4,1,0,1,1,1,1,36
138287395,138282194,1200.0,0.36274433,0.04191993,1.6009421,0.0,255,0,6,4,1,0,1,1,1,1,36
139219328,139216727,1200.0,0.36274433,0.0419971,1.1899178,0.0,255,0,6,4,1,0,1,1,1,1,36
140229389,139216727,1200.0,0.36274433,0.041835584,1.214228,0.0,255,0,6,4,1,0,1,1,1,1,36
140239847,140237069,1200.0,0.36274433,0.041835584,1.214228,0.0,255,0,6,4,1,0,1,1,1,1,36
141246785,140237069,1200.0,0.36274433,0.04170771,1.3694031,0.0,255,0,6,4,1,0,1,1,1,1,36
141286400,141284187,1200.0,0.36274433,0.04170771,1.3694031,0.0,255,0,6,4,1,0,1,1,1,1,36
142220127,142218303,1200.0,0.36274433,0.041700173,1.2470337,0.0,255,0,6,4,1,0,1,1,1,1,36
143222723,142218303,1200.0,0.36274433,0.041835584,1.2969031,0.0,255,0,6,4,1,0,1,1,1,1,36
143243045,143235847,1200.0,0.36274433,0.041835584,1.2969031,0.0,255,0,6,4,1,0,1,1,1,1,36
144245897,143235847,1200.0,0.36274433,0.04168449,1.3745956,0.0,255,0,6,4,1,0,1,1,1,1,36
144305154,144302176,1200.0,0.36274433,0.04168449,1.3745956,0.0,255,0,6,4,1,0,1,1,1,1,36
145209505,145207138,1200.0,0.36274433,0.041632548,1.2073439,0.0,255,0,6,4,1,0,1,1,1,1,36
146219212,145207138,1200.0,0.36274433,0.067448005,1.3945867,0.0,255,0,6,4,1,0,1,1,1,1,36
146239190,146233052,1200.0,0.36274433,0.067448005,1.3945867,0.0,255,0,6,4,1,0,1,1,1,1,36
147247454,146233052,1200.0,0.36274433,0.04165873,1.4511124,0.0,255,0,6,4,1,0,1,1,1,1,36
147279105,147278998,1200.0,0.36274433,0.04165873,1.4511124,0.0,255,0,6,4,1,0,1,1,1,1,36
148284228,147278998,1200.0,0.36274433,0.041700296,1.3651882,0.0,255,0,6,4,1,0,1,1,1,1,36
148305752,148303430,1200.0,0.36274433,0.041700296,1.3651882,0.0,255,0,6,4,1,0,1,1,1,1,36
149237342,149231476,1200.0,0.36274433,0.04171156,1.5254514,0.0,255,0,6,4,1,0,1,1,1,1,36
150246812,149231476,1200.0,0.36274433,0.04181967,1.1450624,0.0,255,0,6,4,1,0,1,1,1,1,36
150277639,150271107,1200.0,0.36274433,0.04181967,1.1450624,0.0,255,0,6,4,1,0,1,1,1,1,36
151213395,151205122,1200.0,0.36274433,0.041720968,1.2109014,0.0,255,0,6,4,1,0,1,1,1,1,36
152214442,151205122,1200.0,0.36274433,0.0415807,1.6454077,0.0,255,0,6,4,1,0,1,1,1,1,36
152235350,152229366,1200.0,0.36274433,0.0415807,1.6454077,0.0,255,0,6,4,1,0,1,1,1,1,36
153237320,152229366,1200.0,0.36274433,0.041625537,1.2200246,0.0,255,0,6,4,1,0,1,1,1,1,36
153297229,153288148,1200.0,0.36274433,0.041625537,1.2200246,0.0,255,0,6,4,1,0,1,1,1,1,36
154240521,154231155,1200.0,0.36274433,0.041961435,1.4137007,0.0,255,0,6,4,1,0,1,1,1,1,36
155225433,155221420,1200.0,0.36274433,0.041786678,1.3739858,0.0,255,0,6,4,1,0,1,1,1,1,36
156228634,155221420,1200.0,0.36274433,0.067737244,1.2860116,0.0,255,0,6,4,1,0,1,1,1,1,36
156289153,156281188,1200.0,0.36274433,0.067737244,1.2860116,0.0,255,0,6,4,1,0,1,1,1,1,36
157205010,157198381,1200.0,0.36274433,0.041780565,1.3598579,0.0,255,0,6,4,1,0,1,1,1,1,36
158206212,157198381,1200.0,0.36274433,0.04183396,1.624552,0.0,255,0,6,4,1,0,1,1,1,1,36
158227410,158226134,1200.0,0.36274433,0.04183396,1.624552,0.0,255,0,6,4,1,0,1,1,1,1,36
159235327,158226134,1200.0,0.36274433,0.04179953,1.1126636,0.0,255,0,6,4,1,0,1,1,1,1,36
159345195,159339341,1200.0,0.36274433,0.04179953,1.1126636,0.0,255,0,6,4,1,0,1,1,1,1,36
160286410,160280139,1200.0,0.36274433,0.041704647,1.4129932,0.0,255,0,6,4,1,0,1,1,1,1,36
161225543,161223159,1200.0,0.36274433,0.04166307,1.2320365,0.0,255,0,6,4,1,0,1,1,1,1,36
162232273,161223159,1200.0,0.36274433,0.04196261,1.1229993,0.0,255,0,6,4,1,0,1,1,1,1,36
162283532,162277064,1200.0,0.36274433,0.04196261,1.1229993,0.0,255,0,6,4,1,0,1,1,1,1,36
163198208,163190224,1200.0,0.36274433,0.041751992,1.6472155,0.0,255,0,6,4,1,0,1,1,1,1,36
164200636,163190224,1200.0,0.36274433,0.041776326,1.0066105,0.0,255,0,6,4,1,0,1,1,1,1,36
164230392,164221884,1200.0,0.36274433,0.041776326,1.0066105,0.0,255,0,6,4,1,0,1,1,1,1,36
165235776,164221884,1200.0,0.36274433,0.041908722,1.2712312,0.0,255,0,6,4,1,0,1,1,1,1,36
165307895,165297068,1200.0,0.36274433,0.041908722,1.2712312,0.0,255,0,6,4,1,0,1,1,1,1,36
166209530,166206991,1200.0,0.36274433,0.041726317,1.4186947,0.0,255,0,6,4,1,0,1,1,1,1,36
167217152,167213209,1200.0,0.36274433,0.041915245,1.3053606,0.0,255,0,6,4,1,0,1,1,1,1,36
168225528,167213209,1200.0,0.36274433,0.04186711,1.440428,0.0,255,0,6,4,1,0,1,1,1,1,36
168278208,168270199,1200.0,0.36274433,0.04186711,1.440428,0.0,255,0,6,4,1,0,1,1,1,1,36
169187541,169186913,1200.0,0.36274433,0.041607063,1.7197585,0.0,255,0,6,4,1,0,1,1,1,1,36
170190251,169186913,1200.0,0.36274433,0.041878343,1.1715965,0.0,255,0,6,4,1,0,1,1,1,1,36
170220522,170215236,1200.0,0.36274433,0.041878343,1.1715965,0.0,255,0,6,4,1,0,1,1,1,1,36
171230249,170215236,1200.0,0.36274433,0.04160088,1.4094774,0.0,255,0,6,4,1,0,1,1,1,1,36
171343210,171336197,1200.0,0.36274433,0.04160088,1.4094774,0.0,255,0,6,4,1,0,1,1,1,1,36
172207416,172204156,1200.0,0.36274433,0.041897725,1.2399732,0.0,255,0,6,4,1,0,1,1,1,1,36
173210316,172204156,1200.0,0.36274433,0.041649517,1.1562699,0.0,255,0,6,4,1,0,1,1,1,1,36
173220321,173213833,1200.0,0.36274433,0.041649517,1.1562699,0.0,255,0,6,4,1,0,1,1,1,1,36
174226208,173213833,1200.0,0.36274433,0.04158774,1.5922164,0.0,255,0,6,4,1,0,1,1,1,1,36
174277203,174270143,1200.0,0.36274433,0.04158774,1.5922164,0.0,255,0,6,4,1,0,1,1,1,1,36
175230625,175227105,1200.0,0.36274433,0.04169417,1.1009247,0.0,255,0,6,4,1,0,1,1,1,1,36
176210233,176205110,1200.0,0.36274433,0.067819186,1.2377002,0.0,255,0,6,4,1,0,1,1,1,1,36
177218212,176205110,1200.0,0.36274433,0.041614316,1.3712908,0.0,255,0,6,4,1,0,1,1,1,1,36
177268213,177264141,1200.0,0.36274433,0.041614316,1.3712908,0.0,255,0,6,4,1,0,1,1,1,1,36
178272143,177264141,1200.0,0.36274433,0.04161374,1.2850718,0.0,255,0,6,4,1,0,1,1,1,1,36
178282249,178280311,1200.0,0.36274433,0.04161374,1.2850718,0.0,255,0,6,4,1,0,1,1,1,1,36
179209419,179209150,1200.0,0.36274433,0.041931983,1.7012404,0.0,255,0,6,4,1,0,1,1,1,1,36
180219422,179209150,1200.0,0.36274433,0.04195951,1.4685827,0.0,255,0,6,4,1,0,1,1,1,1,36
180269384,180262347,1200.0,0.36274433,0.04195951,1.4685827,0.0,255,0,6,4,1,0,1,1,1,1,36
181258716,181254453,1200.0,0.36274433,0.0419219,1.0410604,0.0,255,0,6,4,1,0,1,1,1,1,36
182208206,182205982,1200.0,0.36274433,0.04178535,1.428661,0.0,255,0,6,4,1,0,1,1,1,1,36
183215928,182205982,1200.0,0.36274433,0.04179125,1.2626928,0.0,255,0,6,4,1,0,1,1,1,1,36
183325154,183316278,1200.0,0.36274433,0.04179125,1.2626928,0.0,255,0,6,4,1,0,1,1,1,1,36
184236230,184229603,1200.0,0.36274433,0.0419979,1.2479376,0.0,255,0,6,4,1,0,1,1,1,1,36
185201019,185197866,1200.0,0.36274433,0.041567653,1.8260076,0.0,255,0,6,4,1,0,1,1,1,1,36
186208552,185197866,1200.0,0.36274433,0.06755958,1.1604351,0.0,255,0,6,4,1,0,1,1,1,1,36
186290213,186284209,1200.0,0.36274433,0.06755958,1.1604351,0.0,255,0,6,4,1,0,1,1,1,1,36
187280308,187278169,1200.0,0.36274433,0.04167088,1.1836514,0.0,255,0,6,4,1,0,1,1,1,1,36
188202792,188195454,1200.0,0.36274433,0.0417495,1.363817,0.0,255,0,6,4,1,0,1,1,1,1,36
189203398,188195454,1200.0,0.36274433,0.04178759,1.2675569,0.0,255,0,6,4,1,0,1,1,1,1,36
189253153,189251221,1200.0,0.36274433,0.04178759,1.2675569,0.0,255,0,6,4,1,0,1,1,1,1,36
190183208,190181388,1200.0,0.36274433,0.041966382,1.6087114,0.0,255,0,6,4,1,0,1,1,1,1,36
191187192,190181388,1200.0,0.36274433,0.041620586,1.4022174,0.0,255,0,6,4,1,0,1,1,1,1,36
191207341,191198844,1200.0,0.36274433,0.041620586,1.4022174,0.0,255,0,6,4,1,0,1,1,1,1,36
192209389,191198844,1200.0,0.36274433,0.041825503,1.1362594,0.0,255,0,6,4,1,0,1,1,1,1,36
192281744,192272773,1200.0,0.36274433,0.041825503,1.1362594,0.0,255,0,6,4,1,0,1,1,1,1,36
193272262,193269107,1200.0,0.36274433,0.04182421,1.5644246,0.0,255,0,6,4,1,0,1,1,1,1,36
194197605,194196782,1200.0,0.36274433,0.041682173,1.3070338,0.0,255,0,6,4,1,0,1,1,1,1,36
195206205,194196782,1200.0,0.36274433,0.041958038,1.1378621,0.0,255,0,6,4,1,0,1,1,1,1,36
195306208,195299148,1200.0,0.36274433,0.041958038,1.1378621,0.0,255,0,6,4,1,0,1,1,1,1,36
196274644,196272147,1200.0,0.36274433,0.06797715,1.6984292,0.0,255,0,6,4,1,0,1,1,1,1,36
197203390,197195106,1200.0,0.36274433,0.04196391,1.1160401,0.0,255,0,6,4,1,0,1,1,1,1,36
198210944,197195106,1200.0,0.36274433,0.041672286,1.131105,0.0,255,0,6,4,1,0,1,1,1,1,36
198251466,198249061,1200.0,0.36274433,0.041672286,1.131105,0.0,255,0,6,4,1,0,1,1,1,1,36
199190208,199183198,1200.0,0.36274433,0.04174722,1.3746762,0.0,255,0,6,4,1,0,1,1,1,1,36
200192352,200186186,1200.0,0.36274433,0.041795824,1.2966657,0.0,255,0,6,4,1,0,1,1,1,1,36
201196021,200186186,1200.0,0.36274433,0.041747797,1.673888,0.0,255,0,6,4,1,0,1,1,1,1,36
201255229,201246134,1200.0,0.36274433,0.041747797,1.673888,0.0,255,0,6,4,1,0,1,1,1,1,36
202184227,202183066,1200.0,0.36274433,0.041815422,1.4107728,0.0,255,0,6,4,1,0,1,1,1,1,36
203184550,202183066,1200.0,0.36274433,0.041681178,1.2097466,0.0,255,0,6,4,1,0,1,1,1,1,36
203195225,203185967,1200.0,0.36274433,0.041681178,1.2097466,0.0,255,0,6,4,1,0,1,1,1,1,36
204195765,203185967,1200.0,0.36274433,0.041670963,1.2898155,0.0,255,0,6,4,1,0,1,1,1,1,36
204245153,204241239,1200.0,0.36274433,0.041670963,1.2898155,0.0,255,0,6,4,1,0,1,1,1,1,36
205253336,204241239,1200.0,0.36274433,0.04187546,1.2462934,0.0,255,0,6,4,1,0,1,1,1,1,36
205274239,205267101,1200.0,0.36274433,0.04187546,1.2462934,0.0,255,0,6,4,1,0,1,1,1,1,36
206190354,206190181,1200.0,0.36274433,0.06771586,1.1342406,0.0,255,0,6,4,1,0,1,1,1,1,36
207196264,206190181,1200.0,0.36274433,0.041756514,1.6811968,0.0,255,0,6,4,1,0,1,1,1,1,36
207226209,207223199,1200.0,0.36274433,0.041756514,1.6811968,0.0,255,0,6,4,1,0,1,1,1,1,36
208231833,207223199,1200.0,0.36274433,0.04162541,1.0951447,0.0,255,0,6,4,1,0,1,1,1,1,36
208273203,208264576,1200.0,0.36274433,0.04162541,1.0951447,0.0,255,0,6,4,1,0,1,1,1,1,36
209190644,209187133,1200.0,0.36274433,0.04199668,1.4068888,0.0,255,0,6,4,1,0,1,1,1,1,36
210198371,209187133,1200.0,0.36274433,0.041919388,1.1537813,0.0,255,0,6,4,1,0,1,1,1,1,36
210230251,210222231,1200.0,0.36274433,0.041919388,1.1537813,0.0,255,0,6,4,1,0,1,1,1,1,36
211233523,210222231,1200.0,0.36274433,0.041687593,1.4938054,0.0,255,0,6,4,1,0,1,1,1,1,36
211263331,211263110,1200.0,0.36274433,0.041687593,1.4938054,0.0,255,0,6,4,1,0,1,1,1,1,36
212191195,212188149,1200.0,0.36274433,0.041783433,1.3191627,0.0,255,0,6,4,1,0,1,1,1,1,36
213200556,212188149,1200.0,0.36274433,0.041681755,1.4588615,0.0,255,0,6,4,1,0,1,1,1,1,36
213261770,213258134,1200.0,0.36274433,0.041681755,1.4588615,0.0,255,0,6,4,1,0,1,1,1,1,36
214270645,214261495,1200.0,0.36274433,0.062386796,1.1546509,0.0,255,0,6,4,1,0,1,1,1,1,36
215183331,215182941,1200.0,0.36274433,0.020856982,1.3755677,0.0,255,0,6,4,1,0,1,1,1,1,36
