timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
60783163,-0.011237199,-0.01735084,-1.1184872,-0.0,0.8475855,-0.009365011,-0.004372776,-0.5305582,0.0,0.0,-0.4001431,1,0,0,0,0,0
60883179,-0.0013304217,-0.023811009,-1.1184872,-0.0,0.8475922,-0.0068800882,-0.00973864,-0.53051424,0.0,0.0,-0.39885816,1,0,0,0,0,0
60983597,-0.00053717854,-0.0310529,-1.1184872,-0.0,0.84755224,-0.0084647965,-0.0130180875,-0.53048474,0.0,0.0,-0.39575103,1,0,0,0,0,0
61083239,0.006158797,-0.028995538,-1.1184872,0.0,0.8475873,-0.0050814208,-0.013922227,-0.53044915,0.0,0.0,-0.3962049,1,0,0,0,0,0
61183241,-0.0004656405,-0.03164975,-1.1184872,0.0,0.84754854,-0.008592788,-0.013289995,-0.53048193,0.0,0.0,-0.3997297,1,0,0,0,0,0
61283345,0.0024095972,-0.03770463,-1.1184872,0.0,0.8475175,-0.008980332,-0.016618418,-0.5304313,0.0,0.0,-0.39783466,1,0,0,0,0,0
61383364,0.006004623,-0.035436474,-1.1184872,0.0,0.847548,-0.0068552657,-0.016610738,-0.53041446,0.0,0.0,-0.39908102,1,0,0,0,0,0
61483483,0.006380534,-0.036052298,-1.1184872,0.0,0.84754515,-0.006859313,-0.016971381,-0.5304075,0.0,0.0,-0.40123922,1,0,0,0,0,0
61583477,0.011191857,-0.030906836,-1.1184872,0.0,0.84758806,-0.003455447,-0.016066989,-0.5304002,0.0,0.0,-0.40394738,1,0,0,0,0,0
61683517,0.019857869,-0.06104375,-1.1184872,0.0,0.8473808,-0.007777654,-0.03113199,-0.5300151,0.0,0.0,-0.40748897,1,0,0,0,0,0
61803587,0.04416635,-0.1544889,-1.1184872,0.0,0.84582704,-0.022269337,-0.077075966,-0.5273898,0.0,0.0,-0.4120638,1,0,0,0,0,0
61903638,0.052543193,-0.27062675,-1.1156008,0.0,0.8422518,-0.04929814,-0.12819068,-0.52129525,0.0,0.0,-0.4186893,1,0,0,0,0,0
62003717,0.049034387,-0.3979926,-1.1156008,0.0,0.83399355,-0.08421935,-0.18039036,-0.51460785,0.0,0.0,-0.43082735,1,0,0,0,0,0
62103844,0.029275218,-0.5190535,-1.1156008,0.0,0.82190955,-0.123819,-0.22518954,-0.5083535,0.0,0.0,-0.4567115,1,0,0,0,0,0
62203758,-0.0019020785,-0.5969061,-1.1156008,0.0,0.81076646,-0.15641382,-0.2489903,-0.50615835,0.0,0.0,-0.49641073,1,0,0,0,0,0
62303920,-0.013546329,-0.61350477,-1.1156008,0.0,0.80771536,-0.16531065,-0.25276926,-0.50633585,0.0,0.0,-0.5613717,1,0,0,0,0,0
62403852,-0.025824957,-0.62793577,-1.1156008,0.0,0.8047688,-0.17387871,-0.25549984,-0.50678706,0.0,0.0,-0.62760603,1,0,0,0,0,0
62503936,-0.030642368,-0.63356715,-1.1156008,0.0,0.80358505,-0.17722204,-0.2565563,-0.50697356,0.0,0.0,-0.6602078,1,0,0,0,0,0
