timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
59668049,0.010881286,-0.0056656953,0.06285728,0.0095748305,-0.0077555478,0.05611992,0.0,0.0,0.0,0.0035535097,0.0,0.0,0.0,0.0,0.0,0.26410866,0.2641034,0.5725351,0.66067994,0.66067505,4.054571,0.0,0.0,0.0,0.09021294,0.0,0.0,0.0,0.0,0.0,0.00085951295,0.0053948374,0.016366513,0.0,0.0,0.0,0.0,0.0,0.0
59868848,-0.0036446005,-0.013396248,0.056575835,0.007687807,-0.012508512,-0.027282715,0.0,0.0,0.0,0.0123820305,0.0,0.0,0.0,0.0,0.0,0.2641195,0.26411435,0.57253516,0.6607552,0.66075045,4.0552177,0.0,0.0,0.0,0.090212174,0.0,0.0,0.0,0.0,0.0,0.0008535161,0.0042779753,0.011189947,0.0,0.0,0.0,0.0,0.0,0.0
60076848,0.05289341,-0.008570068,0.033834815,0.007912934,-0.0067522526,0.35357094,0.0,0.0,0.0,0.0059924126,0.0,0.0,0.0,0.0,0.0,0.26411942,0.26411426,0.5725991,0.66074735,0.66074264,4.055201,0.0,0.0,0.0,0.09021149,0.0,0.0,0.0,0.0,0.0,0.0006825587,0.009392121,0.029316353,0.0,0.0,0.0,0.0,0.0,0.0
60277648,0.09410762,-0.032529186,0.05641654,0.016611516,-0.02069512,0.025848389,0.0,0.0,0.0,-0.0015796423,0.0,0.0,0.0,0.0,0.0,0.2644955,0.26449063,0.5726177,0.6627132,0.6627085,4.055222,0.0,0.0,0.0,0.090210676,0.0,0.0,0.0,0.0,0.0,0.0007213687,0.0030994776,0.008515582,0.0,0.0,0.0,0.0,0.0,0.0
60477660,-0.01034607,0.035378136,0.022470713,0.012277484,-0.008654803,0.3263359,0.0,0.0,0.0,0.016845703,0.0,0.0,0.0,0.0,0.0,0.26483643,0.26483122,0.5725881,0.6635044,0.6634997,4.0553856,0.0,0.0,0.0,0.09020963,0.0,0.0,0.0,0.0,0.0,0.0006395486,0.003849419,0.011176194,0.0,0.0,0.0,0.0,0.0,0.0
60678448,0.024694258,-0.05471774,0.0331648,0.013460696,-0.0034213066,0.25992393,0.0,0.0,0.0,0.0041000843,0.0,0.0,0.0,0.0,0.0,0.26466563,0.26466054,0.57262886,0.6623386,0.6623342,4.055224,0.0,0.0,0.0,0.09020879,0.0,0.0,0.0,0.0,0.0,0.0003110064,0.00642738,0.01835641,0.0,0.0,0.0,0.0,0.0,0.0
60886448,0.04978548,-0.21015836,0.14501739,0.026648104,-0.017783463,0.65836906,0.0,0.0,0.0,-0.0071908236,0.0,0.0,0.0,0.0,0.0,0.26470312,0.26469892,0.57261574,0.66241664,0.6624123,4.0553775,0.0,0.0,0.0,0.09020799,0.0,0.0,0.0,0.0,0.0,0.0004758648,0.015605488,0.044242714,0.0,0.0,0.0,0.0,0.0,0.0
61088047,-0.016148632,0.028383072,0.10906696,0.015873194,-0.007959276,-0.0064849854,0.0,0.0,0.0,0.001726985,0.0,0.0,0.0,0.0,0.0,0.26466095,0.26465797,0.5726096,0.6671546,0.66715044,4.055672,0.0,0.0,0.0,0.09020761,0.0,0.0,0.0,0.0,0.0,0.00018001162,0.015381507,0.04773232,0.0,0.0,0.0,0.0,0.0,0.0
61288048,0.072607666,0.01485377,0.05843073,0.017373443,-0.011182129,-0.10724449,0.0,0.0,0.0,-0.012124896,0.0,0.0,0.0,0.0,0.0,0.26459706,0.2645954,0.572681,0.6734602,0.6734562,4.0557876,0.0,0.0,0.0,0.09020668,0.0,0.0,0.0,0.0,0.0,8.158701e-05,0.010169662,0.03488211,0.0,0.0,0.0,0.0,0.0,0.0
61488848,0.08956197,0.04291462,0.043465257,0.015269458,-0.0039999783,-0.13947296,0.0,0.0,0.0,0.0041338205,0.0,0.0,0.0,0.0,0.0,0.26452306,0.26452148,0.5726756,0.6736805,0.67367667,4.0555835,0.0,0.0,0.0,0.09020582,0.0,0.0,0.0,0.0,0.0,0.00021944691,0.0031436055,0.008369622,0.0,0.0,0.0,0.0,0.0,0.0
61696848,0.022015356,0.012382438,-0.10701406,0.010076046,-0.0011923313,0.32353592,0.0,0.0,0.0,-0.0083658695,0.0,0.0,0.0,0.0,0.0,0.26446348,0.26446068,0.57267475,0.6737874,0.6737838,4.0557113,0.0,0.0,0.0,0.090205394,0.0,0.0,0.0,0.0,0.0,0.00013988148,0.0027108663,0.0054954854,0.0,0.0,0.0,0.0,0.0,0.0
61897648,0.038484253,-0.0533679,-0.088214636,0.025295258,-0.005569756,0.4254532,0.0,0.0,0.0,0.006444454,0.0,0.0,0.0,0.0,0.0,0.26437274,0.2643674,0.572725,0.6735322,0.67352855,4.0555186,0.0,0.0,0.0,0.09702088,0.0,0.0,0.0,0.0,0.0,0.00026005777,0.0053899656,0.018209102,0.0,0.0,0.0,0.0,0.0,0.0
62097648,0.046670526,0.087746724,0.011229575,0.020109117,-2.9563904e-05,-0.16636658,0.0,0.0,0.0,-0.0025023222,0.0,0.0,0.0,0.0,0.0,0.26389268,0.26389405,0.57274127,0.6735633,0.67355967,4.056418,0.0,0.0,0.0,0.094125666,0.0,0.0,0.0,0.0,0.0,0.0034021714,0.0075602797,0.024422083,0.0,0.0,0.0,0.0,0.0,0.0
62307248,0.08405757,0.19297963,-0.056321383,0.023473978,0.026883245,-0.08253288,0.0,0.0,0.0,0.012549162,0.0,0.0,0.0,0.0,0.0,0.2654525,0.26549688,0.5728915,0.6734272,0.6734248,4.056154,0.0,0.0,0.0,0.09292199,0.0,0.0,0.0,0.0,0.0,0.0022847822,0.0073049637,0.015620331,0.0,0.0,0.0,0.0,0.0,0.0
