timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
206735384,206735248,-0.034325093,-0.055978615,-0.00534444,0.3892471,0.0,0.0,0.0,1.0
206835383,206835248,-0.046900734,-0.031016642,-0.0133522265,0.39135063,0.0,0.0,0.0,1.0
206935391,206935248,-0.036990166,-0.055044062,0.0010132953,0.39302814,0.0,0.0,0.0,1.0
207036984,207036848,-0.035114095,-0.0515779,-0.0050306623,0.39548704,0.0,0.0,0.0,1.0
207140995,207140862,-0.05987201,-0.047973692,-0.0070535657,0.39888573,0.0,0.0,0.0,1.0
207240997,207240848,-0.048624773,-0.04929422,-0.016805332,0.40021288,0.0,0.0,0.0,1.0
207340984,207340848,-0.04635769,-0.052067142,-0.012541968,0.40219465,0.0,0.0,0.0,1.0
207445787,207445648,-0.035388555,-0.05293294,-0.011373773,0.4001784,0.0,0.0,0.0,1.0
207545785,207545648,-0.054658864,-0.060049266,-0.01291939,0.40389115,0.0,0.0,0.0,1.0
207645794,207645660,-0.041511185,-0.054492727,-0.009892284,0.40526384,0.0,0.0,0.0,1.0
207749784,207749648,-0.05196496,-0.04172176,-0.017527575,0.40204683,0.0,0.0,0.0,1.0
207850585,207850448,-0.04100203,-0.04843865,-0.020641482,0.40265286,0.0,0.0,0.0,1.0
207950590,207950448,-0.07965835,-0.063514866,-0.016674459,0.4032857,0.0,0.0,0.0,1.0
208054604,208054463,-0.029415773,-0.047644626,-0.0115525,0.39774236,0.0,0.0,0.0,1.0
208154620,208154484,-0.038205888,-0.029137343,-0.014616991,0.3983947,0.0,0.0,0.0,1.0
208255384,208255248,-0.0518895,-0.052078046,-0.010854317,0.38955677,0.0,0.0,0.0,1.0
208359391,208359248,-0.03669293,-0.04192991,-0.009810166,0.39138123,0.0,0.0,0.0,1.0
208459391,208459248,-0.030677933,-0.03717202,-0.01276894,0.39651877,0.0,0.0,0.0,1.0
208559387,208559248,-0.057513937,-0.057107314,-0.0062394603,0.3943669,0.0,0.0,0.0,1.0
208663408,208663264,-0.044097327,-0.051271554,-0.015866648,0.39876908,0.0,0.0,0.0,1.0
208764188,208764048,-0.054889508,-0.040846087,-0.008604606,0.40010196,0.0,0.0,0.0,1.0
208864188,208864048,-0.0547036,-0.023076484,-0.0063835178,0.40132758,0.0,0.0,0.0,1.0
208968186,208968048,-0.057600375,-0.02681971,-0.009333752,0.39831445,0.0,0.0,0.0,1.0
209068203,209068063,-0.049494088,-0.03646612,-0.012121363,0.39580128,0.0,0.0,0.0,1.0
209168985,209168848,-0.038858455,-0.026837923,-0.008887923,0.39037755,0.0,0.0,0.0,1.0
209272989,209272848,-0.034326456,-0.014675779,-0.014888303,0.3860119,0.0,0.0,0.0,1.0
209372985,209372848,-0.07716816,-0.010744663,-0.0149635635,0.38595662,0.0,0.0,0.0,1.0
209472985,209472848,-0.044473246,-0.046883862,-0.0022855494,0.38399994,0.0,0.0,0.0,1.0
209577792,209577660,-0.052644104,-0.015599706,-0.009307516,0.3834238,0.0,0.0,0.0,1.0
209677789,209677648,-0.04233037,0.0012995815,-0.008812789,0.3849948,0.0,0.0,0.0,1.0
209777787,209777648,-0.06374098,-0.012548932,-0.0036247652,0.38394564,0.0,0.0,0.0,1.0
209881791,209881648,-0.04286848,0.0042475956,0.0001953179,0.389543,0.0,0.0,0.0,1.0
209981784,209981648,-0.062028892,0.018428607,0.012984639,0.39012563,0.0,0.0,0.0,1.0
210082584,210082448,-0.06427302,0.014582861,0.03067009,0.3949952,0.0,0.0,0.0,1.0
210186584,210186448,-0.063795336,0.020554647,0.03163576,0.3994112,0.0,0.0,0.0,1.0
210286584,210286447,-0.046549927,0.02938518,0.052875675,0.401329,0.0,0.0,0.0,1.0
210386589,210386448,-0.05590877,0.014902249,0.055472862,0.4055184,0.0,0.0,0.0,1.0
210487392,210487248,-0.055473395,0.011896288,0.062165465,0.4066606,0.0,0.0,0.0,1.0
210591398,210591257,-0.064026915,0.016602254,0.055062592,0.41054565,0.0,0.0,0.0,1.0
210691394,210691248,-0.0659363,0.034338053,0.054629225,0.4122911,0.0,0.0,0.0,1.0
210795393,210795248,-0.07186866,0.031859796,0.062564634,0.40842018,0.0,0.0,0.0,1.0
210900238,210900091,-0.07327394,-0.006988747,0.065742314,0.409144,0.0,0.0,0.0,1.0
211000181,211000049,-0.071582444,0.014102281,0.064533986,0.41087198,0.0,0.0,0.0,1.0
211100191,211100050,-0.06147029,0.025548985,0.06291846,0.40807518,0.0,0.0,0.0,1.0
211204190,211204049,-0.06276396,0.0017948495,0.05271541,0.41474962,0.0,0.0,0.0,1.0
211304183,211304048,-0.0709849,0.011460278,0.06258013,0.41275612,0.0,0.0,0.0,1.0
211404988,211404848,-0.06745338,-0.008847513,0.055862498,0.40877774,0.0,0.0,0.0,1.0
211508993,211508848,-0.060462374,0.032342,0.063511685,0.41363564,0.0,0.0,0.0,1.0
211608986,211608848,-0.06170164,0.007171044,0.05970396,0.41398647,0.0,0.0,0.0,1.0
211708984,211708848,-0.05780516,0.020542042,0.063959226,0.4139177,0.0,0.0,0.0,1.0
211813784,211813648,-0.034586716,0.027396075,0.062233865,0.41683352,0.0,0.0,0.0,1.0
211913801,211913648,-0.042346183,0.032726735,0.06465422,0.41263562,0.0,0.0,0.0,1.0
212013794,212013660,-0.031458274,0.021954473,0.06644352,0.41771394,0.0,0.0,0.0,1.0
212117789,212117648,-0.064909205,0.03359096,0.05195053,0.4186298,0.0,0.0,0.0,1.0
212219385,212219248,-0.053563677,0.027098576,0.060119133,0.42529204,0.0,0.0,0.0,1.0
212319393,212319248,-0.05341406,0.031468436,0.05990704,0.42153257,0.0,0.0,0.0,1.0
212419395,212419248,-0.036545552,0.02689389,0.060445637,0.4239315,0.0,0.0,0.0,1.0
212523400,212523257,-0.06413402,0.042907357,0.05353106,0.4222012,0.0,0.0,0.0,1.0
212624229,212624056,-0.05256367,0.059869714,0.058279775,0.42554468,0.0,0.0,0.0,1.0
212724194,212724049,-0.050052796,0.041618094,0.056009535,0.42304367,0.0,0.0,0.0,1.0
212828187,212828047,-0.05748833,0.033081517,0.06517728,0.4222497,0.0,0.0,0.0,1.0
212928189,212928055,-0.06522694,0.019895248,0.06589398,0.42907917,0.0,0.0,0.0,1.0
213028986,213028848,-0.054980252,0.037159946,0.06658557,0.42926404,0.0,0.0,0.0,1.0
213132990,213132848,-0.057660542,0.041499972,0.0646215,0.43245795,0.0,0.0,0.0,1.0
213232986,213232848,-0.06461358,0.042608414,0.062415965,0.42865542,0.0,0.0,0.0,1.0
213332986,213332848,-0.057679083,0.015762515,0.06524208,0.43202814,0.0,0.0,0.0,1.0
213437783,213437648,-0.0537823,0.036137085,0.07027041,0.43256235,0.0,0.0,0.0,1.0
213537785,213537648,-0.0500142,0.031639688,0.070298545,0.4304913,0.0,0.0,0.0,1.0
213637798,213637660,-0.06354536,0.021788169,0.06541775,0.43449354,0.0,0.0,0.0,1.0
213741790,213741648,-0.04231354,0.04565779,0.05866634,0.43946686,0.0,0.0,0.0,1.0
213841786,213841648,-0.042125657,0.0538955,0.0573498,0.43871853,0.0,0.0,0.0,1.0
213943387,213943248,-0.04440539,0.03215539,0.058674008,0.44064063,0.0,0.0,0.0,1.0
214043388,214043248,-0.049421057,0.033313997,0.061499447,0.4382845,0.0,0.0,0.0,1.0
214147410,214147269,-0.055631272,0.033046175,0.063174725,0.4408019,0.0,0.0,0.0,1.0
