timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
63224026,nan,nan,nan,-0.86819905,1.2770438,4.894848,-9.348067,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.15812637,-0.33188063,-0.58151
63324188,nan,nan,nan,-0.7673294,-0.0,5.2949705,-9.088373,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.17375737,-0.29528117,-0.5914999
63424144,nan,nan,nan,-0.7673294,-0.0,5.7391334,-8.628593,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.19284555,-0.23148307,-0.5922513
63524202,nan,nan,nan,-0.7673294,-0.0,6.2194858,-7.9884415,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.22555935,-0.16647135,-0.58053285
63624232,nan,nan,nan,-0.7673294,0.0,6.72408,-7.4161363,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.25005275,-0.12201181,-0.574322
63724255,nan,nan,nan,-0.7673294,0.0,7.164273,-6.9563723,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.27411166,-0.08913362,-0.5527142
63824269,nan,nan,nan,-0.7345133,0.34898537,7.4682984,-6.6207347,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.27511707,-0.07271199,-0.53568774
63924282,nan,nan,nan,-0.70744956,0.80380845,7.612281,-6.481147,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.26715043,-0.08676959,-0.5186879
64024629,nan,nan,nan,-0.6512381,0.7059775,7.724759,-6.340772,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.25489908,-0.09907967,-0.48774686
64124603,nan,nan,nan,-0.6001409,0.49754798,7.931715,-6.0177274,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.26250228,-0.090165675,-0.4935369
64224556,nan,nan,nan,-0.55894786,-0.0,8.171429,-5.657551,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.2661987,-0.08331178,-0.50253373
64324573,nan,nan,nan,-0.55894786,-0.0,8.44291,-5.3578577,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.27369526,-0.07237564,-0.51405865
64424594,nan,nan,nan,-0.55894786,0.0,8.582491,-5.154359,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.25860894,-0.080672026,-0.5186972
64544611,nan,nan,nan,-0.55894786,-0.0,8.549899,-5.155124,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.23818913,-0.10122776,-0.52873635
64644749,nan,nan,nan,-0.55894786,-0.0,8.490081,-5.2959595,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.22853178,-0.11951144,-0.54762286
64744771,nan,nan,nan,-0.55894786,-0.0,8.47072,-5.3126,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.22087711,-0.13189177,-0.55540586
64844798,nan,nan,nan,-0.55894786,-0.0,8.483398,-5.2970905,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.2152642,-0.13137111,-0.559875
64945389,nan,nan,nan,-0.55894786,0.0,8.48405,-5.2975793,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.21527977,-0.14326061,-0.55535954
65045076,nan,nan,nan,-0.55894786,0.0,8.484696,-5.298064,-1.4960121,0.0,0.0,0.0,0.0,0.0,0.0,0.21600527,-0.14288673,-0.5477175
65145229,nan,nan,nan,-0.55894786,0.0,8.485343,-5.298549,-1.4999583,0.0,0.0,0.0,0.0,0.0,0.0,0.21186009,-0.14559937,-0.52955127
65245375,nan,nan,nan,-0.55894786,-0.0,8.485993,-5.299037,-1.5398222,0.0,0.0,0.0,0.0,0.0,0.0,0.21078317,-0.14961615,-0.5407978
65345401,nan,nan,nan,-0.55894786,-0.0,8.486642,-5.2995234,-1.5955393,0.0,0.0,0.0,0.0,0.0,0.0,0.21294779,-0.14759192,-0.5470582
65445411,nan,nan,nan,-0.55894786,-0.0,8.48729,-5.3000097,-1.6512754,0.0,0.0,0.0,0.0,0.0,0.0,0.20906946,-0.155034,-0.5476232
65545447,nan,nan,nan,-0.55894786,0.0,8.487939,-5.3004956,-1.6987869,0.0,0.0,0.0,0.0,0.0,0.0,0.20863055,-0.15414922,-0.5548927
65645078,nan,nan,nan,-0.55894786,0.0,8.488585,-5.3009806,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.2055738,-0.15426315,-0.54154843
65745169,nan,nan,nan,-0.55894786,-0.0,8.489234,-5.301467,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.20501637,-0.15623134,-0.5428387
65845179,nan,nan,nan,-0.55894786,-0.0,8.489882,-5.3019533,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.2056187,-0.15662736,-0.53120774
65965202,nan,nan,nan,-0.55894786,-0.0,8.49066,-5.3025365,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.20191795,-0.15656024,-0.53781754
66065223,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.20277801,-0.15851896,-0.5330653
66165320,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.2033135,-0.15375946,-0.53567696
66265327,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19952944,-0.15186949,-0.5418595
66365325,nan,nan,nan,-0.55894786,-0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.2017312,-0.14803724,-0.5342799
66465520,nan,nan,nan,-0.55894786,-0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19828716,-0.14911962,-0.5326485
66565429,nan,nan,nan,-0.55894786,-0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.20015089,-0.1491263,-0.5298188
66665514,nan,nan,nan,-0.55894786,-0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.20257361,-0.15130222,-0.519374
66765516,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19555888,-0.14600976,-0.5037726
66865601,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19971955,-0.14854486,-0.5074978
66966139,nan,nan,nan,-0.55894786,-0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19992813,-0.15241218,-0.51161146
67085638,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.20244752,-0.1514383,-0.51504123
67185719,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19980763,-0.14993021,-0.51706606
67285796,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19565457,-0.14640793,-0.5231073
67385888,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19732018,-0.14535199,-0.51510257
67486013,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19403654,-0.1432315,-0.5020131
67585932,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19230169,-0.14561504,-0.4965674
67685934,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19271459,-0.14317445,-0.4911729
67786230,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.19591841,-0.14653039,-0.49968514
67886242,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.18980938,-0.13891123,-0.50254893
67986233,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.18825081,-0.14587261,-0.5086282
68086311,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.18289052,-0.14274225,-0.5058634
68186154,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.18544935,-0.1445321,-0.5132768
68286293,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.18346065,-0.13870388,-0.5035067
68386191,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.1828839,-0.1384994,-0.5084651
68506211,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.18234092,-0.13499069,-0.49910554
68606232,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.18283275,-0.1399473,-0.49574947
68706305,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.17952974,-0.13540983,-0.48491976
68806378,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.17524704,-0.13577622,-0.48392898
68906316,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.17737147,-0.1387827,-0.4797388
69006399,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.17097273,-0.13300756,-0.47453168
69106423,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16921061,-0.13607304,-0.46704626
69206546,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16954093,-0.13843115,-0.47288936
69306650,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16508141,-0.13745606,-0.46710145
69406669,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.1671259,-0.14005566,-0.47444865
69506742,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16521262,-0.13945918,-0.4738414
69606761,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16531433,-0.14213412,-0.47345522
69706785,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16292699,-0.13772362,-0.47189474
69806805,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16417708,-0.14570475,-0.47968248
69926932,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.1640876,-0.1442823,-0.4758835
70027024,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.1653654,-0.14746243,-0.47876573
70126991,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16668186,-0.14680651,-0.48602852
70227005,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16773275,-0.14514473,-0.48351973
70327125,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16674921,-0.14767087,-0.48292723
70427545,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16243495,-0.14967152,-0.4746862
70527373,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.1638008,-0.14042045,-0.45445216
70627613,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16448301,-0.14022934,-0.46565607
70727323,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16097037,-0.13494062,-0.46009067
70827238,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.15549484,-0.13368674,-0.46798933
70927556,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.15161426,-0.1314933,-0.45639813
71027577,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.15632755,-0.12853536,-0.46279123
71127829,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.15666932,-0.13000524,-0.4652094
71247453,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.15855192,-0.13413495,-0.4643742
71347504,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.15777324,-0.13290592,-0.4558046
71447556,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.1576295,-0.13511182,-0.464781
71547631,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.16088334,-0.13511004,-0.46614826
71647590,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.1539693,-0.13005312,-0.46327612
71747606,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.14994515,-0.13717745,-0.45555446
71847624,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.7027336,0.0,0.0,0.0,0.0,0.0,0.0,0.15059045,-0.13191271,-0.45040396
71947828,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.738802,0.0,0.0,0.0,0.0,0.0,0.0,0.1579085,-0.1295584,-0.4725012
72047822,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.898941,0.0,0.0,0.0,0.0,0.0,0.0,0.15664038,-0.12489415,-0.5155467
72147841,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.9551082,0.0,0.0,0.0,0.0,0.0,0.0,0.15373957,-0.12596035,-0.5117575
72247898,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.9632747,0.0,0.0,0.0,0.0,0.0,0.0,0.15211438,-0.11517272,-0.48156336
72347829,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.9675026,0.0,0.0,0.0,0.0,0.0,0.0,0.15438093,-0.120772645,-0.47306457
72447851,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.9677446,0.0,0.0,0.0,0.0,0.0,0.0,0.15589134,-0.12786992,-0.4642559
72547894,nan,nan,nan,-0.55894786,0.0,8.483238,-5.302974,-1.9679866,0.0,0.0,0.0,0.0,0.0,0.0,0.16128792,-0.13107514,-0.46654272
72667978,nan,nan,nan,-0.5681309,-0.43405825,8.463153,-5.3391037,-1.9682772,0.0,0.0,0.0,0.0,0.0,0.0,0.16227795,-0.12976012,-0.48392943
72768002,nan,nan,nan,-0.59667456,-0.5840445,8.375119,-5.4994535,-1.9685193,0.0,0.0,0.0,0.0,0.0,0.0,0.1537873,-0.14085698,-0.4887585
72868020,nan,nan,nan,-0.6409099,-0.72264194,8.231075,-5.7398825,-1.9687613,0.0,0.0,0.0,0.0,0.0,0.0,0.14294192,-0.15213352,-0.48276925
72968026,nan,nan,nan,-0.69572234,-0.7291075,8.007003,-6.0683002,-1.9769993,0.0,0.0,0.0,0.0,0.0,0.0,0.12888724,-0.17648481,-0.48570618
73068194,nan,nan,nan,-0.751508,-0.836674,7.698874,-6.4286966,-1.9772273,0.0,0.0,0.0,0.0,0.0,0.0,0.11478248,-0.19400688,-0.47892624
73168204,nan,nan,nan,-0.81913865,-1.0071847,7.318696,-6.8251157,-1.9774554,0.0,0.0,0.0,0.0,0.0,0.0,0.09209656,-0.21445051,-0.46901453
73268207,nan,nan,nan,-0.8949164,-0.993481,6.865823,-7.2261224,-1.9856894,0.0,0.0,0.0,0.0,0.0,0.0,0.07319567,-0.22768386,-0.44758046
73368241,nan,nan,nan,-0.96777254,-0.9757395,6.373513,-7.626588,-1.9857575,0.0,0.0,0.0,0.0,0.0,0.0,0.05267579,-0.24738316,-0.45258522
73468248,nan,nan,nan,-1.0432941,-0.7116772,5.8410764,-8.027046,-1.9818218,0.0,0.0,0.0,0.0,0.0,0.0,0.030064382,-0.26590535,-0.46884272
73568281,nan,nan,nan,-1.1007422,-0.15861706,5.2845726,-8.427557,-1.9137697,0.0,0.0,0.0,0.0,0.0,0.0,0.0013025552,-0.277995,-0.45627585
73668621,nan,nan,nan,-1.1157745,0.0,4.8067236,-8.829268,-1.6770173,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056574047,-0.29624337,-0.43719575
73768287,nan,nan,nan,-1.1157745,-0.0,4.435804,-9.156991,-1.398477,0.0,0.0,0.0,0.0,0.0,0.0,-0.011078849,-0.2995708,-0.40877163
