timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
57547904,0.5394797,0.03325346,0.0930273
257726349,0.5274977,0.031865176,0.09297956
257927107,0.3572764,0.031482037,0.09417515
258131475,0.36504364,0.033593595,0.09033525
258335163,0.38345048,0.03242365,0.0905144
258540802,0.39283773,0.03281497,0.09296268
