timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
61905660,17875248,32.387344299999995,-117.0765293,0.7061696,0.52507246,-2.1679764,-0.00095559197,0.00016487676,0.0,0.011808706,0.025558647,-0.82775617,-0.92059404,-0.0082502235,-0.006005967,0.011175698,1.9727528,-0.72135735,2.1209702,-1.1246872,15.565142,1.8193558,0.82775617,0.36656672,0.23523846,0.16554226,0.10104374,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62001648,17875248,32.387344299999995,-117.0765293,0.7065117,0.52191633,-2.2647874,-0.00095559197,0.00016487676,0.0,0.07606652,-0.062863,-0.84693563,-0.9459893,-0.0082502235,-0.006005967,0.011175698,0.90828156,1.8560238,0.85406554,-1.12343,15.565142,1.9161669,0.84693563,0.35405704,0.23498592,0.1626844,0.10080409,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62105648,17875248,32.387344299999995,-117.0765293,0.71849895,0.50311834,-2.3721528,-0.00095559197,0.00016487676,0.0,0.21609382,-0.26619488,-0.85116017,-0.95779985,-0.0082502235,-0.006005967,0.011175698,0.58710396,0.1886695,-2.5778978,-1.1268388,15.565142,2.0235324,0.85116017,0.3662799,0.23648843,0.17303333,0.10173451,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62209648,17875248,32.387344299999995,-117.0765293,0.7453568,0.4523688,-2.4735286,-0.00095559197,0.00016487676,0.0,0.40789554,-0.58038795,-0.8609953,-0.96877426,-0.0082502235,-0.006005967,0.011175698,2.1895137,-5.6065965,-6.566005,-1.13202,15.565142,2.1249082,0.8609953,0.35459733,0.23507172,0.17793089,0.10154227,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62307248,17875248,32.387344299999995,-117.0765293,0.7914863,0.3707203,-2.5643885,-0.00095559197,0.00016487676,0.0,0.6237326,-0.9933672,-0.86816806,-0.9721809,-0.0082502235,-0.006005967,0.011175698,1.8636596,-8.766953,-5.7007146,-1.1369247,15.565142,2.215768,0.86816806,0.36578435,0.23594236,0.19381706,0.102849744,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62411248,17875248,32.387344299999995,-117.0765293,0.865966,0.2316443,-2.6597233,-0.00095559197,0.00016487676,0.0,0.8975536,-1.5426502,-0.91871256,-1.013486,-0.0082502235,-0.006005967,0.011175698,1.4166689,-7.30139,3.3598642,-1.139137,15.565142,2.3111029,0.91871256,0.35411918,0.23619117,0.20304114,0.104030654,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62507248,17875248,32.387344299999995,-117.0765293,0.960854,0.049380064,-2.747997,-0.00095559197,0.00016487676,0.0,1.1551328,-2.1274633,-1.0629646,-1.140919,-0.0082502235,-0.006005967,0.011175698,0.33547372,-7.6999454,-1.4554347,-1.1398094,15.565142,2.3993766,1.0629646,0.3658287,0.23719558,0.22598805,0.10687482,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62612065,17875248,32.387344299999995,-117.0765293,1.0916914,-0.21595998,-2.8449492,-0.00095559197,0.00016487676,0.0,1.449049,-2.814798,-1.254775,-1.3003953,-0.0082502235,-0.006005967,0.011175698,6.754597,-4.5159,-2.1556451,-1.147141,15.565142,2.4963288,1.254775,0.3544584,0.235799,0.23973876,0.10936493,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62716048,17875248,32.387344299999995,-117.0765293,1.2516481,-0.5496837,-2.949955,-0.00095559197,0.00016487676,0.0,1.7235256,-3.4975932,-1.3687954,-1.3777411,-0.0082502235,-0.006005967,0.011175698,8.478674,-3.9944937,1.5632942,-1.1556987,15.565142,2.6013346,1.3687954,0.36810398,0.23744145,0.2730555,0.114750214,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
62812054,17875248,32.387344299999995,-117.0765293,1.4211581,-0.91950476,-3.0449224,-0.00095559197,0.00016487676,0.0,1.9727955,-4.1263638,-1.4400157,-1.4077269,-0.0082502235,-0.006005967,0.011175698,4.4566565,-4.690426,4.147131,-1.1610476,15.565142,2.696302,1.4400157,0.3556356,0.23557863,0.2809616,0.11759507,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
