timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
61084323,0.14439477,-0.16394797,0.12458743,0.0,0.0,-0.3962049
61116326,0.0733197,-0.21691996,0.12512904,0.0,0.0,-0.39585346
61148325,0.12653919,-0.17098078,0.12711444,0.0,0.0,-0.39878038
61180377,0.09182866,-0.17166023,0.12819843,0.0,0.0,-0.3994944
61212334,0.07351686,-0.17024164,0.12914059,0.0,0.0,-0.40112188
61244440,0.115592256,-0.15553322,0.13143739,0.0,0.0,-0.39762068
61276331,0.07444952,-0.165986,0.13182396,0.0,0.0,-0.39966908
61304323,0.13244046,-0.14998358,0.13146032,0.0,0.0,-0.39782962
61336327,0.10165536,-0.17041491,0.12983377,0.0,0.0,-0.39877534
61368321,0.06261291,-0.16519831,0.12760568,0.0,0.0,-0.39946756
61401132,0.05235221,-0.1693976,0.1243177,0.0,0.0,-0.39908102
61433127,0.0377497,-0.17721564,0.12154275,0.0,0.0,-0.40058047
61461126,0.03365293,-0.22660768,0.11842004,0.0,0.0,-0.39950243
61493147,0.04385885,-0.16664886,0.11352349,0.0,0.0,-0.40123922
61525146,0.0027962243,-0.15089019,0.10693283,0.0,0.0,-0.401987
61557128,0.04874833,-0.1842629,0.10008842,0.0,0.0,-0.4016986
61589130,0.07371414,-0.1285615,0.092374444,0.0,0.0,-0.40394738
61621129,0.07842366,-0.16566406,0.08479228,0.0,0.0,-0.40268525
61653131,0.0846584,-0.28487197,0.077549085,0.0,0.0,-0.40213886
61685144,0.13740066,-0.36201745,0.07038309,0.0,0.0,-0.40748897
61713116,0.15922508,-0.40984672,0.06425387,0.0,0.0,-0.41223013
61745143,0.16911721,-0.60027164,0.05897457,0.0,0.0,-0.41454598
61777128,0.17430484,-0.71342194,0.05339092,0.0,0.0,-0.4120554
61809131,0.22989991,-0.83601236,0.042942975,0.0,0.0,-0.4120638
61841921,0.21867533,-0.818808,0.04632495,0.0,0.0,-0.4143025
61873926,0.27847955,-1.0437498,0.04659425,0.0,0.0,-0.41668394
61905934,0.21658096,-1.2485123,0.04479812,0.0,0.0,-0.4186893
61933938,0.16873306,-1.2463517,0.04273452,0.0,0.0,-0.41942802
61965918,0.13528968,-1.3474677,0.045478247,0.0,0.0,-0.42355576
61997921,0.08452719,-1.3713005,0.04565804,0.0,0.0,-0.4280331
62029919,0.08475811,-1.4256282,0.04757134,0.0,0.0,-0.43438947
62061933,0.052762244,-1.3125689,0.04636371,0.0,0.0,-0.43602365
62093937,-0.07418095,-1.422925,0.04672709,0.0,0.0,-0.4488545
62125931,-0.1151697,-1.3972995,0.048641745,0.0,0.0,-0.46241465
62157926,-0.13580343,-1.3379694,0.049712107,0.0,0.0,-0.46883616
62185925,-0.17774709,-1.3442986,0.04947067,0.0,0.0,-0.4880517
62217914,-0.21541417,-1.1050398,0.047987603,0.0,0.0,-0.49641073
62251511,-0.21488526,-0.9337733,0.048808705,0.0,0.0,-0.5203104
62283537,-0.25166157,-0.7689904,0.04860314,0.0,0.0,-0.53643733
62315544,-0.17532831,-0.529433,0.05158288,0.0,0.0,-0.5613717
62343543,-0.20821348,-0.5101119,0.05190829,0.0,0.0,-0.5815577
62375515,-0.23922479,-0.40316066,0.051410407,0.0,0.0,-0.60179687
62407529,-0.15838736,-0.30777162,0.052717593,0.0,0.0,-0.62760603
62439528,-0.15351784,-0.23226899,0.053519778,0.0,0.0,-0.63019705
62471519,-0.08260077,-0.20686412,0.053329904,0.0,0.0,-0.6472406
62503519,-0.122651964,-0.2931006,0.052259143,0.0,0.0,-0.66094404
62535520,-0.089690216,-0.37849715,0.054214224,0.0,0.0,-0.67194533
62563520,-0.07518473,-0.3117355,0.05874951,0.0,0.0,-0.6719788
62596330,-0.026527837,-0.38086766,0.06346851,0.0,0.0,-0.6759336
62628368,-0.055613644,-0.49230835,0.06726058,0.0,0.0,-0.6736106
62660331,0.03936916,-0.54239523,0.073736936,0.0,0.0,-0.67468154
62692324,0.038063068,-0.61416566,0.07846921,0.0,0.0,-0.6714693
62724322,0.029134104,-0.5904176,0.08337542,0.0,0.0,-0.6769044
62756322,0.1418312,-0.4327727,0.08973454,0.0,0.0,-0.6646982
62784414,0.17079574,-0.39904255,0.09314375,0.0,0.0,-0.660173
62816325,0.20339741,-0.39742723,0.096262455,0.0,0.0,-0.66979164
62848363,0.34731796,-0.28455603,0.06919809,0.0,0.0,-0.67300075
62880336,0.45024544,-0.14522098,0.3458107,0.0,0.0,-0.6651163
62912368,0.8610085,-0.035072632,0.82162,0.0,0.0,-0.66920584
62944398,0.9091426,0.13473882,0.9863292,0.0,0.0,-0.6706325
62976321,0.7656679,0.11412468,1.0356853,0.0,0.0,-0.6773588
63005131,0.5841936,0.1874704,1.0818945,0.0,0.0,-0.6804726
63037128,0.40550905,0.30131677,1.0800308,0.0,0.0,-0.6831971
63069142,0.2423665,0.42097247,1.119217,0.0,0.0,-0.6797746
63101131,0.09819156,0.31622657,1.1049038,0.0,0.0,-0.68850124
63133142,-0.062462866,0.36330932,1.1358732,0.0,0.0,-0.6934566
63165141,-0.06826091,0.38211203,1.1389401,0.0,0.0,-0.6945837
63197146,-0.12972927,0.41000184,1.0914569,0.0,0.0,-0.6882504
63225135,-0.08934051,0.3783625,1.0619701,0.0,0.0,-0.6879699
63257130,-0.15461028,0.27202383,0.8895422,0.0,0.0,-0.6957557
63289139,-0.3488541,0.24989577,0.4387306,0.0,0.0,-0.6936125
63321126,-0.49340206,0.28469008,0.036145072,0.0,0.0,-0.69064856
63353149,-0.2626199,0.3136985,-0.021017084,0.0,0.0,-0.6823675
63385133,0.040131748,0.3063067,-0.04555163,0.0,0.0,-0.67097324
63417137,0.11656555,0.17598122,-0.063548125,0.0,0.0,-0.6686091
63445926,0.39892846,0.11898032,-0.0746065,0.0,0.0,-0.6620595
63477916,0.39394867,0.1053322,-0.08269788,0.0,0.0,-0.659913
63509923,0.6167144,0.086450934,-0.08949842,0.0,0.0,-0.645835
63541912,0.66867375,-0.0018057316,-0.093354024,0.0,0.0,-0.64467674
63573912,0.6847106,-0.04649941,-0.09455461,0.0,0.0,-0.64695454
63605931,0.7562831,-0.1300535,-0.09371738,0.0,0.0,-0.6366116
63637914,0.6343372,-0.107350595,-0.093685836,0.0,0.0,-0.6381685
63669963,0.6052829,-0.16802147,-0.0894024,0.0,0.0,-0.63008314
63697936,0.62538505,-0.18813694,-0.085810095,0.0,0.0,-0.6320358
63729930,0.5780519,-0.2618661,-0.078643546,0.0,0.0,-0.62335783
63761935,0.45182297,-0.29611298,-0.072413504,0.0,0.0,-0.61870956
63793921,0.42684388,-0.26054868,-0.06950759,0.0,0.0,-0.6168032
63825922,0.45602682,-0.20406434,0.3366751,0.0,0.0,-0.60657877
63858733,0.36792737,-0.27859467,0.44935954,0.0,0.0,-0.60736424
63886734,0.28762653,-0.23531282,0.6329042,0.0,0.0,-0.6005963
63918763,0.1424371,-0.24969047,0.70057553,0.0,0.0,-0.5918911
63950713,-0.114601314,-0.30532524,0.75450635,0.0,0.0,-0.5796967
63982719,-0.16740564,-0.368837,0.7496717,0.0,0.0,-0.57138246
64014728,-0.21920991,-0.45701098,0.7371794,0.0,0.0,-0.55435133
64046728,-0.21677692,-0.4850933,0.5821924,0.0,0.0,-0.5589887
64078758,-0.31903017,-0.438539,0.55856514,0.0,0.0,-0.56516546
64110733,-0.27502945,-0.41641232,0.4808321,0.0,0.0,-0.56470484
64138752,-0.22880062,-0.38135472,0.4601778,0.0,0.0,-0.5662296
64170724,-0.21796742,-0.33907938,0.30956766,0.0,0.0,-0.56109273
64202716,-0.3106982,-0.2910362,0.1707213,0.0,0.0,-0.56788296
64234730,-0.33734804,-0.26245463,0.009284634,0.0,0.0,-0.5747545
64266733,-0.27783576,-0.23472163,-0.010881507,0.0,0.0,-0.57619125
64299534,-0.1789568,-0.2039577,-0.026398024,0.0,0.0,-0.5792663
64331524,-0.20175661,-0.16611877,-0.037296005,0.0,0.0,-0.5868591
64359518,-0.28289127,-0.14795993,-0.04615569,0.0,0.0,-0.5929651
64391516,-0.29980218,-0.112548105,-0.0574307,0.0,0.0,-0.5870401
64423518,-0.31369823,-0.12539035,-0.06705471,0.0,0.0,-0.5832018
64455513,-0.3909653,-0.077723034,-0.0758787,0.0,0.0,-0.5857209
64487521,-0.45163402,0.0028790662,-0.08220488,0.0,0.0,-0.57387584
64519514,-0.46179032,-0.02342934,-0.08086003,0.0,0.0,-0.5735652
64551525,-0.5670305,-0.053446688,-0.078546934,0.0,0.0,-0.58867925
64583514,-0.46643966,-0.025803477,-0.07720583,0.0,0.0,-0.5869273
64615536,-0.5334943,-0.034796186,-0.0728773,0.0,0.0,-0.58696973
64647513,-0.5597354,-0.058971923,-0.06877311,0.0,0.0,-0.60531026
64679528,-0.5736037,-0.097224236,-0.06546104,0.0,0.0,-0.6064286
64711514,-0.5626741,-0.1016756,-0.06247998,0.0,0.0,-0.6148028
64744322,-0.43807364,-0.08124609,-0.058603264,0.0,0.0,-0.6117334
64776355,-0.3956122,-0.1144316,-0.05406227,0.0,0.0,-0.61728585
64804324,-0.29784122,-0.15224145,-0.05168075,0.0,0.0,-0.61943656
64836329,-0.3034352,-0.112598255,-0.050490014,0.0,0.0,-0.6195706
64868339,-0.22246256,-0.09751739,-0.047870364,0.0,0.0,-0.6139282
64900344,-0.20277268,-0.12145988,-0.04462852,0.0,0.0,-0.6192289
64932320,-0.24666825,-0.20770769,-0.042394422,0.0,0.0,-0.626238
64964326,-0.17868441,-0.23181584,-0.039708454,0.0,0.0,-0.61261183
64996327,-0.13898975,-0.28226757,-0.038920738,0.0,0.0,-0.6108647
65024325,-0.1268876,-0.29654813,-0.039236736,0.0,0.0,-0.61019486
65056321,-0.048658833,-0.30118543,-0.036579654,0.0,0.0,-0.6058625
65088321,-0.11911374,-0.3207517,-0.035672404,0.0,0.0,-0.59825474
65120334,0.00682139,-0.31913787,-0.033958346,0.0,0.0,-0.59065545
65153135,-0.0031533737,-0.27779615,-0.033621043,0.0,0.0,-0.58864963
65185134,-0.01880866,-0.24941987,-0.033363994,0.0,0.0,-0.5950198
65217138,-0.042800087,-0.17579657,-0.03175088,0.0,0.0,-0.60182655
65249135,-0.05934338,-0.14339077,-0.029855315,0.0,0.0,-0.59939706
65281123,-0.065327905,-0.18957907,-0.028615374,0.0,0.0,-0.5968554
65313128,-0.046062954,-0.1101069,-0.026809359,0.0,0.0,-0.60517126
65345149,-0.1001786,-0.14132929,-0.026833488,0.0,0.0,-0.6068322
65377136,-0.08978804,-0.11691353,-0.025735404,0.0,0.0,-0.6086758
65409128,-0.054389752,-0.11431417,-0.025196424,0.0,0.0,-0.6072837
65437193,-0.13003889,-0.14704983,-0.025662426,0.0,0.0,-0.6139785
65469159,-0.04929152,-0.098094344,-0.025088262,0.0,0.0,-0.6030814
65501126,-0.047995795,-0.087513335,-0.024535855,0.0,0.0,-0.6167965
65533141,-0.06552949,-0.092261724,-0.024269499,0.0,0.0,-0.6094362
65565140,-0.028755918,-0.09858232,-0.024336781,0.0,0.0,-0.61253136
65597915,-0.020597067,-0.13133839,-0.024602722,0.0,0.0,-0.6061115
65629929,-0.10539497,-0.15826784,-0.025751596,0.0,0.0,-0.6044989
65657923,-0.03952162,-0.16188906,-0.02529593,0.0,0.0,-0.59944344
65689948,-0.062424015,-0.15947144,-0.024795948,0.0,0.0,-0.60022795
65721914,-0.0026848987,-0.17960414,-0.02432107,0.0,0.0,-0.5945681
65753914,-0.018624885,-0.13032141,-0.02293328,0.0,0.0,-0.6009274
65785922,-0.03463211,-0.17054594,-0.022291094,0.0,0.0,-0.5928722
65817926,-0.063135654,-0.15707657,-0.021229746,0.0,0.0,-0.5975764
65849939,-0.019658575,-0.18071043,-0.021069955,0.0,0.0,-0.5907561
65881919,-0.1093646,-0.17916581,-0.02118615,0.0,0.0,-0.59443283
65913935,-0.03918618,-0.08613255,-0.01881602,0.0,0.0,-0.599454
65945915,-0.021049445,-0.090448834,-0.018858248,0.0,0.0,-0.59491885
65977929,0.010857856,-0.07948837,-0.018060807,0.0,0.0,-0.59542394
66010719,-0.020065902,-0.11524774,-0.017615512,0.0,0.0,-0.5929807
66042724,0.021213869,-0.10841675,-0.015923254,0.0,0.0,-0.5946345
66074738,-0.010813435,-0.12746145,-0.015507763,0.0,0.0,-0.59195083
66106720,0.03289406,-0.09782722,-0.013524962,0.0,0.0,-0.59643435
66138714,0.046941124,-0.10758517,-0.012295479,0.0,0.0,-0.5870666
66170713,0.05116399,-0.06587154,-0.009895807,0.0,0.0,-0.5932354
66202765,-0.026344854,-0.09635072,-0.008865187,0.0,0.0,-0.594276
66234730,0.03835366,-0.065531254,-0.0065751956,0.0,0.0,-0.58609384
66266734,0.030792769,0.008053658,-0.00410097,0.0,0.0,-0.5970662
66298723,-0.006034501,-0.053867314,-0.0050861742,0.0,0.0,-0.5937522
66330712,0.018098626,-0.08895673,-0.004875457,0.0,0.0,-0.59670347
66362713,-0.0014177484,-0.0603806,-0.003287651,0.0,0.0,-0.59927845
66394727,0.031315856,-0.07463323,-0.0029069195,0.0,0.0,-0.58966166
66426773,0.06700684,-0.071325414,-0.0028093744,0.0,0.0,-0.58756256
66459531,0.030679641,-0.079695076,-0.002441761,0.0,0.0,-0.58888245
66491539,0.017966293,-0.099180214,-0.0021963394,0.0,0.0,-0.585697
66523512,0.027256757,-0.1197304,-0.0025006298,0.0,0.0,-0.5869952
66555514,-0.027698798,-0.1293194,-0.0023169396,0.0,0.0,-0.58827764
66587533,0.0063190847,-0.12744766,-0.0017887666,0.0,0.0,-0.58831346
66619522,0.04831014,-0.106658764,-0.0012217964,0.0,0.0,-0.5800636
66651518,0.063896544,-0.13601226,-0.0011836118,0.0,0.0,-0.573035
66683516,0.0002774668,-0.22286986,-0.0016300486,0.0,0.0,-0.5776485
66715522,-0.053616848,-0.26264003,-0.00083828735,0.0,0.0,-0.5651308
66747515,-0.017394012,-0.26035526,0.0010258523,0.0,0.0,-0.56253475
66779515,-0.018035393,-0.1878348,0.0026636885,0.0,0.0,-0.5597758
66811524,-0.014530546,-0.15367311,0.0037374767,0.0,0.0,-0.55737865
66843515,0.0312772,-0.10708035,0.0047910707,0.0,0.0,-0.5609339
66872347,0.014598187,-0.10530357,0.0045044525,0.0,0.0,-0.5652499
66904316,-0.03739015,-0.11054913,0.00412174,0.0,0.0,-0.5683533
66936358,0.036790766,-0.109766185,0.004227947,0.0,0.0,-0.5673005
66968321,-0.0135909,-0.071367756,0.004750009,0.0,0.0,-0.57004124
67000330,0.024263725,-0.057898268,0.004222105,0.0,0.0,-0.5706465
67032330,-0.006242454,-0.040094882,0.0036525817,0.0,0.0,-0.5723814
67064326,0.03566609,-0.020660784,0.003626125,0.0,0.0,-0.56726676
67096327,0.004734107,-0.067263275,0.003312612,0.0,0.0,-0.57374734
67124321,0.02978063,-0.040133547,0.0032476583,0.0,0.0,-0.57514006
67156319,0.008293627,0.0018884954,0.0033814476,0.0,0.0,-0.57727414
67188322,-0.013178157,-0.025087323,0.0029862116,0.0,0.0,-0.5742469
67220311,-0.019642003,0.031931017,0.0045524584,0.0,0.0,-0.5815142
67252368,0.041491166,0.050740547,0.0053868145,0.0,0.0,-0.5770229
67284321,0.032200374,-0.037665766,0.0051980857,0.0,0.0,-0.58090854
67313136,-0.022251168,-0.047490038,0.0058602737,0.0,0.0,-0.57951003
67345132,-0.007938017,-0.072570994,0.00532954,0.0,0.0,-0.5748938
67377133,-0.017035646,-0.079417184,0.005514845,0.0,0.0,-0.5715414
67409132,0.025645185,-0.0888987,0.0052631698,0.0,0.0,-0.56786007
67441145,-0.02950517,-0.10193775,0.0041194824,0.0,0.0,-0.5736588
67473153,0.007884669,-0.11499253,0.0036341322,0.0,0.0,-0.5629914
67505138,0.012339015,-0.13083102,0.0032823218,0.0,0.0,-0.5569404
67537132,0.0060930573,-0.15756676,0.0026396716,0.0,0.0,-0.56035185
67565206,-0.050828263,-0.14405715,0.0028686668,0.0,0.0,-0.5539549
67597156,-0.021398144,-0.12873606,0.0025744683,0.0,0.0,-0.55205333
67629183,-0.042475767,-0.14739265,0.00084522355,0.0,0.0,-0.55113596
67661142,0.041694254,-0.09887773,0.00052418275,0.0,0.0,-0.54449093
67693128,0.040327676,-0.0971859,0.00046551923,0.0,0.0,-0.5467071
67725181,0.032386623,-0.1131052,-0.00070950144,0.0,0.0,-0.5501864
67757936,0.024156341,-0.08193361,-0.001275769,0.0,0.0,-0.5517301
67785939,0.06478486,-0.03764769,-0.00056967227,0.0,0.0,-0.55102795
67817916,0.0059983213,-0.012134813,-0.0005424866,0.0,0.0,-0.55493814
67849925,0.059917893,0.028211307,-0.00015883229,0.0,0.0,-0.5563734
67881925,0.018767867,0.04183667,-0.0007051105,0.0,0.0,-0.5521993
67913928,-0.007461267,-0.006384617,-0.0016927584,0.0,0.0,-0.55470085
67945931,0.04952317,0.009577275,-0.0019007445,0.0,0.0,-0.5541464
67977919,0.012551224,-0.023879109,-0.0027306194,0.0,0.0,-0.5593938
68009928,-0.058487326,0.0122882705,-0.0019844123,0.0,0.0,-0.5625943
68037918,-0.0591699,0.018330386,-0.0011575794,0.0,0.0,-0.5602956
68069927,-0.04122569,0.009963488,-0.0007690829,0.0,0.0,-0.5572796
68101919,-0.026825326,0.022122651,-0.0005205052,0.0,0.0,-0.55652684
68133940,0.008998994,-0.0023932937,-0.00092402264,0.0,0.0,-0.5543681
68166722,0.012836605,0.028409371,-0.00015919101,0.0,0.0,-0.56423676
68198731,0.026041927,-0.0026527895,0.00038826664,0.0,0.0,-0.56456536
68230729,0.07835139,0.018419106,0.0025337383,0.0,0.0,-0.5611571
68262728,0.07681922,0.008613851,0.00438289,0.0,0.0,-0.5616957
68294738,0.11522117,-0.044080254,0.0042341156,0.0,0.0,-0.5535482
68326731,0.058409248,-0.04617523,0.0046454687,0.0,0.0,-0.5555017
68358709,0.09022744,0.0010658669,0.0061814478,0.0,0.0,-0.55804217
68390716,0.09525197,-0.014466527,0.007231187,0.0,0.0,-0.557822
68422734,0.058911085,-0.011364896,0.008017147,0.0,0.0,-0.5619107
68454736,0.014541399,-0.059765343,0.008354179,0.0,0.0,-0.55747265
68486719,0.04197641,-0.104826175,0.008451255,0.0,0.0,-0.5491105
68518712,0.0825772,-0.085253626,0.009724345,0.0,0.0,-0.54824907
68550712,0.031914294,-0.120696396,0.009503173,0.0,0.0,-0.5450862
68582726,0.060113497,-0.1294635,0.010209262,0.0,0.0,-0.5432266
68615515,0.0096473545,-0.13654833,0.01022768,0.0,0.0,-0.54660827
68643527,0.0066371765,-0.07833747,0.010950277,0.0,0.0,-0.544444
68675525,0.03632087,-0.0596322,0.011131383,0.0,0.0,-0.5385902
68707543,0.013188611,-0.11608942,0.009547893,0.0,0.0,-0.5345221
68739519,-0.023701372,-0.13224606,0.00943061,0.0,0.0,-0.54258186
68771526,-0.02307491,-0.103480905,0.010057383,0.0,0.0,-0.5368621
68803517,0.031737525,-0.039509524,0.01060474,0.0,0.0,-0.53212774
68835520,-0.007523127,-0.06911724,0.00936819,0.0,0.0,-0.52691025
68867532,0.0060277325,-0.05928573,0.009140694,0.0,0.0,-0.5300085
68895532,-0.06820288,-0.0680761,0.007975977,0.0,0.0,-0.53177917
68927517,-0.06342283,-0.105119385,0.0063189417,0.0,0.0,-0.52641886
68959522,-0.03381647,-0.06754724,0.007230153,0.0,0.0,-0.5196318
