timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
57643454,0.0027349354,-0.014820058,-0.0038929454,0.0,0.0,0.0,1.1069279e-19
57675482,0.0066422457,0.0068328157,0.003348216,0.0,0.0,0.0,1.1069279e-19
57707458,0.011864043,-0.0051114336,-0.012483221,0.0,0.0,0.0,1.1069279e-19
57740254,0.0017703502,-0.001483731,0.008293588,0.0,0.0,0.0,1.1069279e-19
57772308,-0.0066656605,0.03385669,0.00948745,0.0,0.0,0.0,1.1069279e-19
57800272,-0.0004184472,-0.026888203,-0.010511076,0.0,0.0,0.0,1.1069279e-19
57832254,0.0050820694,-0.018537357,0.013298003,0.0,0.0,0.0,1.1069279e-19
57864258,-0.021260321,0.013613932,0.015988855,0.0,0.0,0.0,1.1069279e-19
57896254,-0.0031524517,0.03988585,0.0032152743,0.0,0.0,0.0,1.1069279e-19
57928264,0.004612109,0.081461586,0.007608366,0.0,0.0,0.0,1.1069279e-19
57960257,-0.013815599,0.073155716,0.00043625198,0.0,0.0,0.0,1.1069279e-19
57992262,-0.03288111,-0.009044915,-0.011791368,0.0,0.0,0.0,1.1069279e-19
58024262,-0.008058317,-0.053858675,-0.004081166,0.0,0.0,0.0,1.1069279e-19
58052256,-0.029813698,-0.016998969,0.00066393055,0.0,0.0,0.0,1.1069279e-19
58084290,0.0242879,-0.025912978,-0.010640517,0.0,0.0,0.0,1.1069279e-19
58116259,0.0024540992,-0.024073634,-0.013583168,0.0,0.0,0.0,1.1069279e-19
58148255,-0.018964421,0.016149504,0.015532566,0.0,0.0,0.0,1.1069279e-19
58181058,0.00043743104,0.04102564,0.0060179066,0.0,0.0,0.0,1.1069279e-19
58213061,0.007902467,-0.018433012,-0.005385477,0.0,0.0,0.0,1.1069279e-19
58241057,0.007720853,-0.018307094,0.018616019,0.0,0.0,0.0,1.1069279e-19
58273053,0.0024520215,-0.045278333,-0.009522759,0.0,0.0,0.0,1.1069279e-19
58305054,-0.0209709,0.026605956,-0.015408674,0.0,0.0,0.0,1.1069279e-19
58337053,0.034868438,0.038218565,0.009688209,0.0,0.0,0.0,1.1069279e-19
58369058,-0.017661504,-0.02226989,-0.001989711,0.0,0.0,0.0,1.1069279e-19
58401114,0.0065733125,-0.046886746,0.003004083,0.0,0.0,0.0,1.1069279e-19
58433116,-0.0124064395,0.053054698,-0.0048583215,0.0,0.0,0.0,1.1069279e-19
58465072,-0.000292256,-0.015369486,0.004774706,0.0,0.0,0.0,1.1069279e-19
58493051,0.005800814,-0.0351097,0.008005112,0.0,0.0,0.0,1.1069279e-19
58525118,0.023964163,-0.019490901,-0.0034097647,0.0,0.0,0.0,1.1069279e-19
58557059,-0.03954534,0.02196371,-0.013639959,0.0,0.0,0.0,1.1069279e-19
58589053,0.0127723245,-0.0012681633,0.0022784648,0.0,0.0,0.0,1.1069279e-19
58621851,0.042067453,-0.030042384,0.0001557977,0.0,0.0,0.0,1.1069279e-19
58653851,-0.050944872,-0.01778499,0.007647349,0.0,0.0,0.0,1.1069279e-19
58685863,0.008829575,0.057966147,0.005902052,0.0,0.0,0.0,1.1069279e-19
58713862,0.0035894932,0.067182705,0.0031351754,0.0,0.0,0.0,1.1069279e-19
58745862,0.03376595,-0.028416917,-0.010447472,0.0,0.0,0.0,1.1069279e-19
58777853,0.0065186336,-0.059773292,-0.0016693501,0.0,0.0,0.0,1.1069279e-19
58809867,-0.04046642,0.0054027084,-0.00045879092,0.0,0.0,0.0,1.1069279e-19
58841856,0.023951212,0.07152261,0.0020054854,0.0,0.0,0.0,1.1069279e-19
58873890,0.014365707,-0.08181338,0.01297567,0.0,0.0,0.0,1.1069279e-19
58905852,-0.02027044,0.017701447,-0.017369866,0.0,0.0,0.0,1.1069279e-19
58937861,-0.0021582104,0.034732606,0.009846862,0.0,0.0,0.0,1.1069279e-19
58965873,0.017048646,0.024631094,0.016552925,0.0,0.0,0.0,1.1069279e-19
58997866,0.028984576,-0.010938834,-0.010217065,0.0,0.0,0.0,1.1069279e-19
59030650,-0.058327664,-0.044952016,-0.0019579707,0.0,0.0,0.0,1.1069279e-19
59062660,0.023213828,0.050995722,-0.0005860892,0.0,0.0,0.0,1.1069279e-19
59094672,0.021994827,-0.009777408,0.004333994,0.0,0.0,0.0,1.1069279e-19
59126670,-0.015696943,-0.043126956,-0.0038403382,0.0,0.0,0.0,1.1069279e-19
59154677,-0.015781075,-0.017517146,-0.0057939994,0.0,0.0,0.0,1.1069279e-19
59186655,-0.013746161,0.0433724,0.004000508,0.0,0.0,0.0,1.1069279e-19
59218651,0.020575728,-0.01464979,-0.009789659,0.0,0.0,0.0,1.1069279e-19
59250650,-0.011017235,-0.038037516,-0.011720125,0.0,0.0,0.0,1.1069279e-19
59282652,-0.019876024,0.02080365,0.008784117,0.0,0.0,0.0,1.1069279e-19
59314661,0.031011349,0.04828924,0.008331427,0.0,0.0,0.0,1.1069279e-19
59346650,-0.01785413,-0.07215349,0.0030715098,0.0,0.0,0.0,1.1069279e-19
59378663,-0.009442637,0.029173916,-0.008892622,0.0,0.0,0.0,1.1069279e-19
59406671,-0.011715005,0.041231994,-0.0035733103,0.0,0.0,0.0,1.1069279e-19
