timestamp,current_seq,count,dataman_id
294810273,0,1,2
465315144,0,0,3
465399496,0,1,2
767274402,0,0,3
767377342,0,1,2
824590082,0,0,3
824673786,0,1,2
884173946,0,0,3
884275139,0,1,2
914027988,0,0,3
914118613,0,1,2
1024129000,0,0,3
1024219249,0,1,2
1094775987,0,0,3
1094875395,0,1,2
1127528548,0,0,3
1127614274,0,1,2
1225169125,0,0,3
1225268599,0,1,2
1304122612,0,0,3
1304212144,0,1,2
