timestamp,remote_timestamp,observed_offset,estimated_offset,round_trip_time
628743149,1532985253344040,-1532984624606321,-1532984624657754,10855
628846240,1532985253449162,-1532984624609059,-1532984624657754,12267
628938184,1532985253537309,-1532984624603477,-1532984624657605,8662
629036336,1532985253637131,-1532984624604477,-1532984624657459,7323
629140275,1532985253743734,-1532984624607288,-1532984624657321,7631
629237177,1532985253837923,-1532984624604263,-1532984624657174,6990
629352821,1532985253955213,-1532984624611786,-1532984624657174,18775
629436191,1532985254036423,-1532984624603694,-1532984624657025,6898
629545202,1532985254146199,-1532984624606926,-1532984624657025,11850
629642813,1532985254244855,-1532984624607793,-1532984624657025,11496
629737391,1532985254338075,-1532984624604416,-1532984624656878,7422
629849508,1532985254450489,-1532984624610296,-1532984624656878,18616
629940250,1532985254540071,-1532984624604185,-1532984624656731,8685
630040218,1532985254640005,-1532984624604433,-1532984624656585,9265
630142984,1532985254745463,-1532984624608146,-1532984624656585,11326
630240199,1532985254840568,-1532984624604262,-1532984624656438,7745
630543735,1532985255143547,-1532984624605659,-1532984624656438,11687
630647476,1532985255246764,-1532984624606337,-1532984624656438,14093
630745398,1532985255346716,-1532984624607220,-1532984624656438,11791
630844032,1532985255446412,-1532984624609736,-1532984624656438,14706
630949149,1532985255550452,-1532984624608966,-1532984624656438,15318
631045167,1532985255646781,-1532984624607511,-1532984624656438,10560
631138705,1532985255742758,-1532984624608263,-1532984624656303,8366
631236962,1532985255837923,-1532984624604683,-1532984624656157,7402
631339198,1532985255938214,-1532984624603732,-1532984624656008,9399
631441556,1532985256043715,-1532984624607572,-1532984624656008,10812
631538284,1532985256141291,-1532984624606544,-1532984624655868,7032
631643174,1532985256243584,-1532984624606175,-1532984624655868,11525
631742106,1532985256342379,-1532984624605972,-1532984624655868,11372
631843225,1532985256444521,-1532984624606902,-1532984624655868,11205
631934871,1532985256537183,-1532984624605436,-1532984624655724,6198
632039394,1532985256643135,-1532984624607366,-1532984624655586,7209
632139109,1532985256743427,-1532984624607883,-1532984624655450,7092
632251614,1532985256854148,-1532984624611659,-1532984624655450,18244
632344199,1532985256946385,-1532984624608456,-1532984624655450,12535
632439729,1532985257043509,-1532984624607679,-1532984624655313,7765
632544010,1532985257142474,-1532984624604090,-1532984624655313,11247
632641715,1532985257243177,-1532984624605486,-1532984624655169,7904
632738370,1532985257337885,-1532984624604293,-1532984624655022,9514
632845166,1532985257446549,-1532984624607168,-1532984624655022,11556
632937760,1532985257538180,-1532984624603823,-1532984624654874,6765
633041204,1532985257641890,-1532984624606269,-1532984624654874,11161
633137493,1532985257738434,-1532984624605009,-1532984624654728,7581
633232814,1532985257835673,-1532984624604692,-1532984624654582,3640
633341498,1532985257941840,-1532984624605661,-1532984624654582,10633
633437170,1532985258038004,-1532984624604368,-1532984624654435,7041
633537978,1532985258139713,-1532984624605254,-1532984624654291,6996
633643438,1532985258245384,-1532984624608181,-1532984624654291,12450
633738608,1532985258338989,-1532984624604210,-1532984624654143,7624
633838989,1532985258441603,-1532984624606246,-1532984624654002,7222
633942957,1532985258542706,-1532984624604856,-1532984624654002,10207
634040199,1532985258641516,-1532984624605552,-1532984624653858,8442
634151198,1532985258753523,-1532984624611360,-1532984624653858,18062
634239945,1532985258842493,-1532984624606706,-1532984624653718,8273
634345170,1532985258945816,-1532984624606848,-1532984624653718,12390
634448327,1532985259047932,-1532984624606958,-1532984624653718,14693
634533530,1532985259136350,-1532984624605193,-1532984624653574,4704
634648198,1532985259248473,-1532984624607458,-1532984624653574,14361
634736650,1532985259340252,-1532984624607220,-1532984624653435,7201
634841508,1532985259441523,-1532984624606452,-1532984624653435,12861
634945347,1532985259545313,-1532984624606026,-1532984624653435,12115
635038158,1532985259638617,-1532984624604581,-1532984624653289,8208
635197467,1532985259796187,-1532984624631706,-1532984624653289,65965
635243169,1532985259843046,-1532984624606178,-1532984624653289,12596
635346045,1532985259948424,-1532984624609452,-1532984624653289,14140
635441879,1532985260043865,-1532984624607743,-1532984624653289,11506
635544462,1532985260144300,-1532984624605938,-1532984624653289,12186
635644540,1532985260243397,-1532984624605492,-1532984624653289,12502
635742902,1532985260346259,-1532984624608946,-1532984624653289,11170
635842550,1532985260443420,-1532984624606474,-1532984624653289,11188
635945161,1532985260544778,-1532984624605946,-1532984624653289,12643
636043168,1532985260644466,-1532984624606546,-1532984624653289,10490
636144457,1532985260746662,-1532984624608615,-1532984624653289,12815
636239566,1532985260842945,-1532984624606407,-1532984624653148,6028
636340207,1532985260940715,-1532984624605933,-1532984624653148,10843
636435612,1532985261036535,-1532984624604394,-1532984624653001,6915
636538075,1532985261142417,-1532984624608293,-1532984624652866,7839
636645193,1532985261247535,-1532984624607642,-1532984624652866,10595
636745593,1532985261346352,-1532984624608246,-1532984624652866,14969
636841760,1532985261444674,-1532984624609246,-1532984624652866,12649
636947172,1532985261547289,-1532984624607550,-1532984624652866,14852
637045450,1532985261646162,-1532984624608063,-1532984624652866,14696
637142627,1532985261743775,-1532984624607005,-1532984624652866,10027
637238105,1532985261840607,-1532984624606042,-1532984624652724,7035
637338992,1532985261941457,-1532984624606559,-1532984624652584,8154
637442773,1532985262040103,-1532984624602619,-1532984624652584,10572
637540219,1532985262140158,-1532984624604312,-1532984624652436,8686
637647173,1532985262249444,-1532984624609517,-1532984624652436,14486
638141202,1532985262740474,-1532984624605234,-1532984624652436,11916
638240550,1532985262842291,-1532984624605291,-1532984624652292,7058
638338177,1532985262937808,-1532984624604308,-1532984624652145,9312
638441399,1532985263044355,-1532984624607025,-1532984624652006,8096
638535223,1532985263138088,-1532984624605530,-1532984624651862,5303
638641228,1532985263241734,-1532984624606310,-1532984624651862,11601
638745140,1532985263345648,-1532984624606332,-1532984624651862,11642
638844624,1532985263445633,-1532984624606531,-1532984624651862,11036
638939245,1532985263542478,-1532984624607321,-1532984624651724,8134
639033268,1532985263637321,-1532984624605803,-1532984624651582,3472
639139454,1532985263739715,-1532984624604780,-1532984624651436,8447
639240173,1532985263840476,-1532984624604703,-1532984624651290,8775
639340239,1532985263939955,-1532984624604271,-1532984624651143,9069
639444162,1532985264044194,-1532984624605840,-1532984624651143,11611
639538824,1532985264140249,-1532984624604968,-1532984624650998,7045
639636751,1532985264240870,-1532984624606554,-1532984624650857,4829
639740500,1532985264343195,-1532984624606936,-1532984624650718,8440
639841182,1532985264441840,-1532984624605427,-1532984624650574,9504
639942912,1532985264543222,-1532984624605494,-1532984624650574,10360
640045159,1532985264645680,-1532984624606183,-1532984624650574,11317
640142196,1532985264742819,-1532984624605522,-1532984624650431,9757
640240726,1532985264842800,-1532984624605651,-1532984624650288,7102
640342207,1532985264941854,-1532984624604823,-1532984624650288,10347
640445224,1532985265047219,-1532984624607276,-1532984624650288,10549
640544434,1532985265146396,-1532984624607069,-1532984624650288,10208
640643193,1532985265242986,-1532984624604195,-1532984624650141,8763
640741303,1532985265343627,-1532984624605051,-1532984624649996,5426
640846208,1532985265444455,-1532984624603830,-1532984624649996,11160
640950989,1532985265550468,-1532984624607772,-1532984624649996,16573
641043423,1532985265643417,-1532984624603935,-1532984624649848,7856
641148392,1532985265748430,-1532984624606276,-1532984624649848,12469
641244259,1532985265847643,-1532984624607784,-1532984624649712,8765
641344412,1532985265944718,-1532984624604456,-1532984624649565,8259
641447102,1532985266046866,-1532984624605762,-1532984624649565,11979
641544437,1532985266147927,-1532984624607138,-1532984624649427,7263
641643826,1532985266246766,-1532984624606512,-1532984624649287,7102
641747464,1532985266347997,-1532984624606302,-1532984624649287,11524
641846184,1532985266446619,-1532984624605249,-1532984624649143,9602
641946397,1532985266546444,-1532984624604430,-1532984624648997,8724
642048826,1532985266648496,-1532984624605759,-1532984624648997,12172
642148261,1532985266749215,-1532984624606393,-1532984624648997,10872
642245170,1532985266846089,-1532984624604771,-1532984624648851,7663
642354447,1532985266955459,-1532984624607458,-1532984624648851,12885
642451172,1532985267050479,-1532984624606083,-1532984624648851,13539
642549303,1532985267151398,-1532984624605804,-1532984624648709,7376
642643219,1532985267244435,-1532984624603851,-1532984624648561,5229
642751423,1532985267350873,-1532984624605834,-1532984624648561,12244
642854355,1532985267456478,-1532984624607920,-1532984624648561,11588
642948199,1532985267550345,-1532984624604747,-1532984624648416,5158
643050312,1532985267652661,-1532984624607419,-1532984624648416,10134
643154301,1532985267752574,-1532984624603350,-1532984624648416,10148
643246301,1532985267848879,-1532984624604242,-1532984624648269,3303
643343408,1532985267947417,-1532984624605770,-1532984624648127,3487
643447566,1532985268048571,-1532984624604197,-1532984624647981,6343
643551158,1532985268152941,-1532984624607244,-1532984624647981,10915
643652199,1532985268252394,-1532984624605893,-1532984624647981,11390
643748000,1532985268352411,-1532984624607424,-1532984624647844,5985
643856632,1532985268456303,-1532984624607060,-1532984624647844,14770
643947979,1532985268551083,-1532984624606681,-1532984624647704,7111
644092977,1532985268694498,-1532984624626934,-1532984624647704,50820
644149288,1532985268752299,-1532984624606891,-1532984624647566,7719
644251254,1532985268854134,-1532984624607301,-1532984624647429,8800
644493495,1532985269096677,-1532984624628674,-1532984624647429,50976
644547184,1532985269148207,-1532984624604918,-1532984624647285,7747
644693343,1532985269297234,-1532984624625463,-1532984624647285,43138
644753905,1532985269351775,-1532984624603517,-1532984624647285,11288
644904174,1532985269505581,-1532984624633564,-1532984624647285,64308
644995144,1532985269594874,-1532984624625143,-1532984624647285,50820
645051156,1532985269653683,-1532984624608196,-1532984624647285,11333
645207632,1532985269807636,-1532984624631981,-1532984624647285,63022
645303893,1532985269903900,-1532984624627158,-1532984624647285,54295
645349252,1532985269952278,-1532984624607696,-1532984624647149,9299
645499553,1532985270101643,-1532984624629747,-1532984624647149,55306
645595149,1532985270195589,-1532984624626021,-1532984624647149,51157
645700306,1532985270297804,-1532984624626791,-1532984624647149,58581
645748303,1532985270350985,-1532984624606058,-1532984624647008,6708
645901346,1532985270502516,-1532984624628945,-1532984624647008,55543
645993523,1532985270595500,-1532984624625857,-1532984624647008,47754
646092836,1532985270695743,-1532984624626277,-1532984624647008,46732
646152602,1532985270754708,-1532984624605591,-1532984624646866,6929
646498004,1532985271100659,-1532984624625944,-1532984624646866,46564
646595228,1532985271197175,-1532984624624009,-1532984624646866,44119
646697642,1532985271300989,-1532984624626810,-1532984624646866,46921
646795124,1532985271396407,-1532984624621377,-1532984624646866,40182
646898427,1532985271502286,-1532984624623672,-1532984624646866,39611
647000132,1532985271600723,-1532984624623035,-1532984624646866,44268
647095966,1532985271699202,-1532984624623820,-1532984624646866,41146
647196399,1532985271796996,-1532984624620784,-1532984624646866,40367
647301400,1532985271900147,-1532984624618650,-1532984624646866,39801
647396467,1532985272000339,-1532984624623990,-1532984624646866,40230
647500210,1532985272099809,-1532984624619542,-1532984624646866,39872
647605410,1532985272204480,-1532984624621921,-1532984624646866,45207
647698228,1532985272301379,-1532984624621150,-1532984624646866,35992
647800519,1532985272400038,-1532984624619176,-1532984624646866,39301
647901570,1532985272502768,-1532984624621602,-1532984624646866,40794
647998674,1532985272600510,-1532984624620008,-1532984624646866,36336
648097563,1532985272700627,-1532984624620851,-1532984624646866,35568
648193095,1532985272796192,-1532984624619010,-1532984624646866,31122
648297612,1532985272897686,-1532984624617501,-1532984624646866,34847
648393909,1532985272996396,-1532984624617875,-1532984624646866,30769
648497791,1532985273097463,-1532984624617069,-1532984624646866,34787
648599167,1532985273199583,-1532984624618639,-1532984624646866,36440
648699024,1532985273300574,-1532984624619090,-1532984624646866,35066
648796621,1532985273398012,-1532984624618443,-1532984624646866,33336
648898864,1532985273501772,-1532984624620569,-1532984624646866,35317
648999112,1532985273601585,-1532984624618566,-1532984624646866,32181
649101227,1532985273702103,-1532984624619375,-1532984624646866,36993
649194959,1532985273796685,-1532984624617008,-1532984624646866,30556
649295181,1532985273896670,-1532984624616803,-1532984624646866,30621
649400643,1532985274001679,-1532984624619690,-1532984624646866,36532
649497240,1532985274100286,-1532984624618440,-1532984624646866,30781
649595611,1532985274195970,-1532984624615866,-1532984624646866,30999
649700267,1532985274302595,-1532984624619315,-1532984624646866,33961
649797057,1532985274400300,-1532984624619349,-1532984624646866,32198
649899241,1532985274500911,-1532984624618138,-1532984624646866,32929
649997579,1532985274597717,-1532984624616007,-1532984624646866,30531
650097278,1532985274697554,-1532984624616016,-1532984624646866,31466
650197651,1532985274800540,-1532984624618420,-1532984624646866,31056
650299526,1532985274899804,-1532984624616304,-1532984624646866,32036
650397087,1532985274999465,-1532984624617697,-1532984624646866,30633
650498405,1532985275097802,-1532984624613785,-1532984624646866,28768
650599623,1532985275200316,-1532984624616896,-1532984624646866,31484
650702244,1532985275302004,-1532984624619069,-1532984624646866,38613
650796310,1532985275399615,-1532984624619611,-1532984624646866,32607
650903715,1532985275504832,-1532984624621377,-1532984624646866,40515
650998861,1532985275601772,-1532984624620398,-1532984624646866,34969
651197138,1532985275798158,-1532984624617669,-1532984624646866,33293
651296653,1532985275899626,-1532984624617161,-1532984624646866,27741
651400341,1532985276003485,-1532984624621129,-1532984624646866,35964
651495657,1532985276099208,-1532984624616915,-1532984624646866,26705
651600504,1532985276199704,-1532984624616726,-1532984624646866,35045
651694270,1532985276296699,-1532984624616402,-1532984624646866,27939
651795133,1532985276395164,-1532984624614625,-1532984624646866,29181
651896571,1532985276497872,-1532984624616953,-1532984624646866,28545
651992701,1532985276595732,-1532984624616291,-1532984624646866,26513
652097798,1532985276701021,-1532984624618736,-1532984624646866,31020
652198053,1532985276799496,-1532984624615368,-1532984624646866,27842
652303162,1532985276902854,-1532984624617838,-1532984624646866,36286
652398279,1532985276999563,-1532984624616919,-1532984624646866,31255
652495517,1532985277097864,-1532984624618293,-1532984624646866,30890
652598314,1532985277201300,-1532984624616752,-1532984624646866,27527
652695568,1532985277297374,-1532984624617371,-1532984624646866,31124
652796411,1532985277398980,-1532984624618612,-1532984624646866,32079
652899168,1532985277502737,-1532984624620877,-1532984624646866,34610
652997148,1532985277597267,-1532984624616466,-1532984624646866,32688
653095597,1532985277698255,-1532984624618299,-1532984624646866,30787
653194272,1532985277796815,-1532984624617056,-1532984624646866,29020
653304324,1532985277903255,-1532984624618337,-1532984624646866,38804
653400642,1532985278003028,-1532984624618110,-1532984624646866,31440
653500056,1532985278102157,-1532984624617459,-1532984624646866,30711
653598140,1532985278198398,-1532984624614335,-1532984624646866,28147
653698146,1532985278297167,-1532984624614766,-1532984624646866,30932
653803149,1532985278400113,-1532984624613587,-1532984624646866,33230
653901204,1532985278502866,-1532984624617588,-1532984624646866,31844
653999152,1532985278598890,-1532984624613884,-1532984624646866,28276
654097926,1532985278700528,-1532984624616638,-1532984624646866,28067
654197832,1532985278797946,-1532984624613563,-1532984624646866,26884
654296567,1532985278896972,-1532984624614900,-1532984624646866,28188
654406555,1532985279004904,-1532984624615761,-1532984624646866,34819
654697414,1532985279301321,-1532984624618637,-1532984624646866,29454
654807477,1532985279401635,-1532984624613643,-1532984624646866,38963
654895178,1532985279495611,-1532984624614161,-1532984624646866,27442
655003810,1532985279606444,-1532984624620232,-1532984624646866,35191
655096706,1532985279698548,-1532984624615539,-1532984624646866,26889
655214166,1532985279813763,-1532984624622507,-1532984624646866,45807
655292484,1532985279896644,-1532984624616142,-1532984624646866,23956
655396282,1532985279999352,-1532984624617117,-1532984624646866,28088
655502213,1532985280103366,-1532984624617372,-1532984624646866,32425
655598288,1532985280201553,-1532984624617098,-1532984624646866,27653
655698012,1532985280301198,-1532984624617565,-1532984624646866,27192
655799445,1532985280400057,-1532984624614811,-1532984624646866,28390
655901885,1532985280501808,-1532984624615445,-1532984624646866,31039
655993146,1532985280596648,-1532984624615287,-1532984624646866,23565
656095183,1532985280697543,-1532984624614056,-1532984624646866,23384
656199481,1532985280797863,-1532984624614010,-1532984624646866,31249
656300242,1532985280902175,-1532984624616774,-1532984624646866,27650
656395537,1532985280997359,-1532984624613644,-1532984624646866,23639
656502453,1532985281102074,-1532984624614921,-1532984624646866,30593
656596167,1532985281198147,-1532984624615498,-1532984624646866,27029
656699241,1532985281300315,-1532984624616482,-1532984624646866,30808
656798928,1532985281399400,-1532984624615820,-1532984624646866,30690
656905037,1532985281507252,-1532984624620819,-1532984624646866,36242
657000320,1532985281600632,-1532984624615659,-1532984624646866,30688
657098130,1532985281699506,-1532984624615955,-1532984624646866,29153
657202156,1532985281802356,-1532984624616985,-1532984624646866,33563
657303142,1532985281904937,-1532984624618599,-1532984624646866,33602
657401231,1532985282000379,-1532984624614663,-1532984624646866,31017
657498039,1532985282099424,-1532984624615539,-1532984624646866,27810
657603139,1532985282200249,-1532984624613734,-1532984624646866,33240
657699445,1532985282302025,-1532984624618465,-1532984624646866,31757
657795243,1532985282397661,-1532984624614314,-1532984624646866,23786
657897420,1532985282500523,-1532984624616706,-1532984624646866,27199
658100382,1532985282701940,-1532984624616385,-1532984624646866,29156
658195405,1532985282797685,-1532984624616206,-1532984624646866,27839
658300166,1532985282899876,-1532984624613580,-1532984624646866,27732
658395874,1532985282997811,-1532984624613777,-1532984624646866,23673
658495441,1532985283096213,-1532984624613747,-1532984624646866,25944
658597168,1532985283197638,-1532984624614779,-1532984624646866,28605
658697588,1532985283299731,-1532984624616576,-1532984624646866,28368
658800019,1532985283399544,-1532984624615132,-1532984624646866,31200
658904193,1532985283506688,-1532984624620100,-1532984624646866,35203
659000214,1532985283602696,-1532984624617883,-1532984624646866,30789
659098204,1532985283699012,-1532984624615314,-1532984624646866,28999
659198166,1532985283801099,-1532984624616828,-1532984624646866,27784
659298360,1532985283899963,-1532984624615840,-1532984624646866,27662
659396821,1532985283999720,-1532984624616299,-1532984624646866,26792
659497488,1532985284100338,-1532984624616420,-1532984624646866,27126
659599441,1532985284199163,-1532984624614127,-1532984624646866,28796
659699159,1532985284299505,-1532984624614166,-1532984624646866,27634
659798606,1532985284401172,-1532984624616296,-1532984624646866,27445
659895979,1532985284498960,-1532984624615684,-1532984624646866,24321
659996251,1532985284599896,-1532984624616242,-1532984624646866,25188
660100167,1532985284699011,-1532984624612905,-1532984624646866,28116
660200179,1532985284799902,-1532984624614117,-1532984624646866,28783
660295231,1532985284897793,-1532984624615917,-1532984624646866,26705
660395548,1532985284999339,-1532984624617379,-1532984624646866,27169
660501393,1532985285102104,-1532984624617518,-1532984624646866,33117
660596214,1532985285198019,-1532984624615504,-1532984624646866,27385
660696333,1532985285297329,-1532984624614538,-1532984624646866,27071
660798238,1532985285400559,-1532984624615219,-1532984624646866,25782
660900322,1532985285501656,-1532984624617109,-1532984624646866,31542
660999234,1532985285602045,-1532984624617695,-1532984624646866,29763
661097832,1532985285696707,-1532984624612979,-1532984624646866,27272
661196382,1532985285797549,-1532984624614658,-1532984624646866,26977
661296483,1532985285900154,-1532984624616901,-1532984624646866,26454
661405260,1532985286004863,-1532984624616869,-1532984624646866,34525
661499171,1532985286097968,-1532984624612818,-1532984624646866,28028
661597196,1532985286198665,-1532984624614540,-1532984624646866,26137
661694675,1532985286296431,-1532984624613930,-1532984624646866,23670
661796242,1532985286398920,-1532984624615116,-1532984624646866,24862
661899220,1532985286500356,-1532984624615143,-1532984624646866,28009
661997966,1532985286598263,-1532984624613293,-1532984624646866,25986
662095247,1532985286698264,-1532984624614631,-1532984624646866,23213
662195221,1532985286799170,-1532984624617375,-1532984624646866,26845
662299778,1532985286901457,-1532984624617054,-1532984624646866,30031
662394702,1532985286998544,-1532984624615627,-1532984624646866,23562
662496194,1532985287097601,-1532984624614923,-1532984624646866,27027
662595452,1532985287198270,-1532984624614005,-1532984624646866,22366
662696205,1532985287297054,-1532984624614769,-1532984624646866,27827
662797182,1532985287400387,-1532984624617206,-1532984624646866,27997
662904967,1532985287504406,-1532984624616807,-1532984624646866,34055
662996854,1532985287599937,-1532984624616691,-1532984624646866,27211
663101455,1532985287703228,-1532984624617546,-1532984624646866,31540
663193149,1532985287796259,-1532984624615185,-1532984624646866,24142
663305189,1532985287907673,-1532984624619655,-1532984624646866,34334
663409891,1532985288007138,-1532984624616779,-1532984624646866,39056
663501615,1532985288100894,-1532984624614802,-1532984624646866,30497
663595228,1532985288197265,-1532984624614444,-1532984624646866,24801
663700152,1532985288301430,-1532984624615255,-1532984624646866,27948
663797975,1532985288398266,-1532984624613890,-1532984624646866,27193
663906150,1532985288506995,-1532984624617762,-1532984624646866,33828
663994613,1532985288598207,-1532984624615105,-1532984624646866,23016
664098991,1532985288701379,-1532984624617548,-1532984624646866,29807
664197140,1532985288798744,-1532984624614217,-1532984624646866,25221
664306194,1532985288909272,-1532984624621486,-1532984624646866,36811
664400183,1532985289000893,-1532984624615934,-1532984624646866,30442
664497420,1532985289098106,-1532984624612533,-1532984624646866,23687
664596371,1532985289198631,-1532984624615760,-1532984624646866,26994
664697768,1532985289297630,-1532984624613895,-1532984624646866,27150
664797017,1532985289399957,-1532984624616794,-1532984624646866,27701
664897932,1532985289500220,-1532984624615873,-1532984624646866,27163
664998168,1532985289599365,-1532984624615203,-1532984624646866,28005
665094237,1532985289697017,-1532984624612326,-1532984624646866,19085
665198001,1532985289798370,-1532984624613653,-1532984624646866,26562
665298095,1532985289898651,-1532984624614397,-1532984624646866,26256
665399149,1532985289998392,-1532984624613704,-1532984624646866,28908
665500192,1532985290100897,-1532984624614841,-1532984624646866,28264
665596151,1532985290199278,-1532984624613078,-1532984624646866,19894
665695604,1532985290299323,-1532984624613782,-1532984624646866,20106
665794616,1532985290398002,-1532984624612574,-1532984624646866,18362
665995475,1532985290598222,-1532984624612136,-1532984624646866,18773
666099216,1532985290703263,-1532984624615041,-1532984624646866,21981
666200193,1532985290801079,-1532984624613074,-1532984624646866,24369
666299975,1532985290900443,-1532984624611500,-1532984624646866,22058
666402163,1532985291002792,-1532984624611046,-1532984624646866,20821
666500645,1532985291101267,-1532984624610216,-1532984624646866,18412
666601321,1532985291201472,-1532984624611666,-1532984624646866,23023
666701316,1532985291301941,-1532984624609994,-1532984624646866,18724
666798286,1532985291401178,-1532984624612454,-1532984624646866,19117
666907166,1532985291506733,-1532984624611718,-1532984624646866,24295
667001324,1532985291604025,-1532984624611662,-1532984624646866,17915
667103608,1532985291703446,-1532984624610423,-1532984624646866,20279
667197505,1532985291798645,-1532984624608581,-1532984624646866,14876
667308179,1532985291908633,-1532984624610137,-1532984624646866,19361
667398852,1532985291999242,-1532984624606336,-1532984624646866,11885
667507223,1532985292110169,-1532984624612599,-1532984624646866,19300
667598374,1532985292199427,-1532984624606250,-1532984624646866,10386
667704307,1532985292304885,-1532984624609676,-1532984624646866,12112
667839644,1532985292439976,-1532984624623963,-1532984624646866,47256
667907649,1532985292509178,-1532984624608895,-1532984624646866,14727
668004414,1532985292607029,-1532984624606802,-1532984624646727,8341
668105556,1532985292710031,-1532984624610731,-1532984624646727,12507
668202230,1532985292802775,-1532984624604848,-1532984624646583,8564
668315950,1532985292914833,-1532984624609968,-1532984624646583,22165
668403239,1532985293005947,-1532984624607202,-1532984624646446,8946
668505404,1532985293105644,-1532984624606338,-1532984624646446,12183
668608732,1532985293208895,-1532984624607125,-1532984624646446,13919
668703160,1532985293305865,-1532984624607098,-1532984624646308,8731
668842694,1532985293446000,-1532984624627443,-1532984624646308,48268
668909398,1532985293510644,-1532984624608467,-1532984624646308,14428
669005637,1532985293604014,-1532984624603894,-1532984624646308,11027
669103349,1532985293705443,-1532984624606156,-1532984624646168,8083
669206343,1532985293808834,-1532984624607756,-1532984624646168,10517
669307849,1532985293908567,-1532984624606887,-1532984624646168,12333
669402170,1532985294003955,-1532984624604744,-1532984624646024,5890
669505503,1532985294108768,-1532984624607692,-1532984624645888,8812
669607547,1532985294208191,-1532984624606425,-1532984624645888,11549
669707551,1532985294311017,-1532984624608613,-1532984624645888,10288
669840209,1532985294440658,-1532984624620385,-1532984624645888,39858
669902242,1532985294505165,-1532984624605667,-1532984624645747,5446
670007898,1532985294610769,-1532984624607903,-1532984624645747,10057
670106155,1532985294707823,-1532984624606475,-1532984624645608,9573
670214168,1532985294815895,-1532984624608262,-1532984624645608,13064
670313111,1532985294913530,-1532984624605846,-1532984624645608,10846
670411171,1532985295011763,-1532984624605046,-1532984624645465,8867
670517239,1532985295118931,-1532984624609293,-1532984624645465,15195
670609236,1532985295211720,-1532984624607719,-1532984624645465,10462
670711170,1532985295311345,-1532984624604749,-1532984624645321,9107
670843174,1532985295443103,-1532984624619773,-1532984624645321,39674
670910414,1532985295510278,-1532984624603886,-1532984624645175,8019
671007402,1532985295611638,-1532984624606560,-1532984624645036,4606
671106019,1532985295708695,-1532984624605956,-1532984624644896,6534
671216176,1532985295817360,-1532984624607709,-1532984624644896,13044
671307195,1532985295908494,-1532984624605032,-1532984624644753,7425
671419220,1532985296020134,-1532984624610273,-1532984624644753,18705
671505313,1532985296106497,-1532984624604338,-1532984624644608,6266
671611242,1532985296212361,-1532984624606630,-1532984624644608,11008
671716186,1532985296317090,-1532984624606481,-1532984624644608,11146
671842215,1532985296441258,-1532984624619231,-1532984624644608,40363
671910371,1532985296511015,-1532984624604941,-1532984624644465,8546
672008400,1532985296608190,-1532984624603821,-1532984624644319,8018
672104527,1532985296708353,-1532984624605456,-1532984624644177,3233
672209827,1532985296813373,-1532984624607345,-1532984624644042,7557
672311185,1532985296911075,-1532984624604668,-1532984624643898,9514
672410043,1532985297012162,-1532984624605749,-1532984624643758,7219
672517482,1532985297115682,-1532984624605554,-1532984624643758,14700
672614763,1532985297217410,-1532984624608367,-1532984624643758,11331
672715472,1532985297315458,-1532984624607798,-1532984624643758,15608
672844314,1532985297445483,-1532984624623599,-1532984624643758,44854
672920280,1532985297521502,-1532984624609575,-1532984624643758,16698
673004375,1532985297607379,-1532984624605593,-1532984624643617,5137
673112177,1532985297713445,-1532984624605486,-1532984624643477,8403
673202840,1532985297806780,-1532984624605559,-1532984624643336,3199
673304289,1532985297908016,-1532984624605704,-1532984624643196,3913
673409177,1532985298010270,-1532984624605587,-1532984624643056,8945
673509513,1532985298110340,-1532984624605246,-1532984624642915,8796
673606241,1532985298209200,-1532984624605791,-1532984624642775,5622
673714184,1532985298315030,-1532984624607618,-1532984624642775,13528
673843600,1532985298445742,-1532984624621226,-1532984624642775,38162
673909409,1532985298509931,-1532984624604173,-1532984624642631,7260
674012986,1532985298616638,-1532984624608840,-1532984624642631,10370
674113450,1532985298714577,-1532984624606809,-1532984624642631,11357
674215169,1532985298815305,-1532984624606909,-1532984624642631,13526
674314388,1532985298915513,-1532984624606641,-1532984624642631,11027
674411174,1532985299011040,-1532984624604353,-1532984624642487,8932
674505146,1532985299109892,-1532984624605939,-1532984624642348,2352
674610669,1532985299214843,-1532984624607974,-1532984624642216,7566
674711191,1532985299315013,-1532984624607608,-1532984624642082,7528
674842270,1532985299442267,-1532984624619711,-1532984624642082,39414
674922154,1532985299522665,-1532984624609967,-1532984624642082,18907
675011643,1532985299611742,-1532984624604173,-1532984624641938,8106
675112594,1532985299713234,-1532984624606625,-1532984624641938,11957
675215856,1532985299819842,-1532984624611448,-1532984624641938,14911
675314139,1532985299917369,-1532984624608391,-1532984624641938,10308
675406434,1532985300009499,-1532984624605817,-1532984624641799,5463
675509175,1532985300110862,-1532984624606055,-1532984624641662,8694
675638157,1532985300238533,-1532984624618695,-1532984624641662,36630
675713513,1532985300314240,-1532984624606601,-1532984624641662,11741
675912970,1532985300514538,-1532984624607239,-1532984624641662,11334
676010257,1532985300613536,-1532984624607452,-1532984624641528,8313
676115159,1532985300715271,-1532984624606566,-1532984624641528,12901
676217529,1532985300820641,-1532984624608811,-1532984624641528,11390
676325397,1532985300923558,-1532984624607234,-1532984624641528,18141
676414699,1532985301015510,-1532984624604427,-1532984624641385,7191
676512146,1532985301114566,-1532984624605029,-1532984624641244,5190
676621893,1532985301223784,-1532984624607001,-1532984624641244,10212
676718900,1532985301321931,-1532984624607162,-1532984624641110,8221
