timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
35270258,-0.20909332,0.041413832,0.49069324
35293275,-0.20909332,0.041413832,0.49368122
35315681,-0.20909332,0.041413832,0.48770532
35337246,-0.20909332,0.041413832,0.49069324
35360691,-0.20909332,0.044465188,0.49666914
35384165,-0.20909332,0.041413832,0.49069324
35404977,-0.21207125,0.03836248,0.49069324
35427561,-0.20909332,0.041413832,0.48770532
35451560,-0.20909332,0.041413832,0.49069324
35494453,-0.20909332,0.041413832,0.49069324
35517428,-0.20909332,0.041413832,0.49069324
35542301,-0.20909332,0.041413832,0.49368122
35565470,-0.20909332,0.044465188,0.4996571
35589948,-0.20909332,0.041413832,0.4996571
35613378,-0.20909332,0.041413832,0.49368122
35638285,-0.20909332,0.041413832,0.49368122
35661414,-0.20909332,0.041413832,0.49368122
35686534,-0.20909332,0.041413832,0.49069324
35710269,-0.20909332,0.041413832,0.49666914
35734091,-0.20909332,0.041413832,0.49368122
35756258,-0.20909332,0.041413832,0.48770532
35778260,-0.20909332,0.041413832,0.49368122
35799338,-0.20909332,0.041413832,0.502645
35823093,-0.20909332,0.044465188,0.49666914
35845847,-0.20909332,0.03836248,0.49069324
35867256,-0.20909332,0.041413832,0.49069324
35890087,-0.20909332,0.044465188,0.4996571
35912278,-0.20909332,0.041413832,0.49666914
35936256,-0.20909332,0.041413832,0.49666914
35959904,-0.20611541,0.041413832,0.49069324
35983875,-0.20909332,0.041413832,0.49069324
36007377,-0.20909332,0.044465188,0.49666914
36031357,-0.20909332,0.044465188,0.49666914
36054948,-0.20909332,0.044465188,0.49666914
36077253,-0.20909332,0.041413832,0.49666914
36102269,-0.20909332,0.041413832,0.49368122
36124265,-0.20909332,0.041413832,0.49368122
36146338,-0.20909332,0.03836248,0.49368122
36170265,-0.20909332,0.044465188,0.49666914
36193568,-0.20611541,0.041413832,0.49666914
36216697,-0.20909332,0.041413832,0.49368122
36240256,-0.20909332,0.041413832,0.49368122
36264359,-0.20909332,0.041413832,0.49069324
36287870,-0.20909332,0.041413832,0.49666914
36310127,-0.21207125,0.041413832,0.49666914
36333214,-0.20909332,0.041413832,0.4996571
36356389,-0.21207125,0.041413832,0.49368122
36379560,-0.20611541,0.041413832,0.49666914
36403660,-0.20909332,0.044465188,0.49666914
36426260,-0.20909332,0.041413832,0.49666914
36447110,-0.20909332,0.041413832,0.49368122
36470090,-0.20909332,0.044465188,0.4996571
36493073,-0.20909332,0.041413832,0.49069324
36518012,-0.20909332,0.041413832,0.49368122
36541988,-0.20909332,0.041413832,0.49666914
36565988,-0.20909332,0.044465188,0.4996571
36588750,-0.20909332,0.041413832,0.502645
36613153,-0.20909332,0.041413832,0.49666914
36637120,-0.20909332,0.044465188,0.49666914
36658296,-0.20909332,0.041413832,0.49368122
36681405,-0.20611541,0.041413832,0.502645
36706289,-0.20909332,0.041413832,0.49666914
36727341,-0.20909332,0.041413832,0.49069324
36750357,-0.20909332,0.041413832,0.49666914
36773569,-0.20909332,0.041413832,0.48770532
36797610,-0.21207125,0.041413832,0.4996571
36821865,-0.20909332,0.041413832,0.502645
36843462,-0.20611541,0.041413832,0.49666914
36866770,-0.20909332,0.03836248,0.4996571
36888270,-0.20909332,0.041413832,0.49069324
36912252,-0.20909332,0.041413832,0.49069324
36935371,-0.20909332,0.041413832,0.49069324
36959183,-0.20909332,0.041413832,0.49368122
36982364,-0.20909332,0.041413832,0.49368122
37006342,-0.20909332,0.041413832,0.48770532
37028264,-0.20909332,0.041413832,0.49666914
37052266,-0.20909332,0.041413832,0.49666914
37075697,-0.21207125,0.041413832,0.4996571
37098131,-0.20909332,0.041413832,0.49069324
37121184,-0.21207125,0.041413832,0.49368122
37144418,-0.21207125,0.041413832,0.4996571
37167329,-0.20909332,0.041413832,0.49069324
37190253,-0.21207125,0.041413832,0.49069324
37213253,-0.20909332,0.041413832,0.4996571
37235743,-0.20909332,0.041413832,0.49368122
37258263,-0.20909332,0.041413832,0.49368122
37282259,-0.20909332,0.03836248,0.49666914
37304839,-0.20909332,0.044465188,0.49666914
37327661,-0.20909332,0.041413832,0.49666914
37350253,-0.20909332,0.041413832,0.49069324
37372972,-0.20909332,0.041413832,0.49666914
37395664,-0.20909332,0.041413832,0.49368122
37418259,-0.20909332,0.044465188,0.49666914
37441207,-0.20909332,0.044465188,0.49666914
37464456,-0.20909332,0.041413832,0.49069324
37487660,-0.20909332,0.041413832,0.49069324
37509955,-0.20909332,0.041413832,0.49666914
37533773,-0.20909332,0.044465188,0.49069324
37557436,-0.20909332,0.041413832,0.4996571
37581040,-0.20909332,0.041413832,0.502645
37605032,-0.20909332,0.041413832,0.49666914
37627311,-0.20909332,0.044465188,0.49368122
37651253,-0.21207125,0.041413832,0.49368122
37674015,-0.20611541,0.041413832,0.49368122
37697960,-0.20909332,0.041413832,0.49666914
37720272,-0.20909332,0.044465188,0.49069324
37743041,-0.20909332,0.041413832,0.49368122
37766655,-0.20909332,0.041413832,0.49069324
37790890,-0.20909332,0.041413832,0.49069324
37815720,-0.20909332,0.041413832,0.49368122
37839079,-0.20909332,0.041413832,0.49368122
37862285,-0.21207125,0.041413832,0.4996571
37886961,-0.20909332,0.03836248,0.49069324
37910086,-0.20611541,0.041413832,0.49069324
37932263,-0.20909332,0.041413832,0.49368122
37955179,-0.21207125,0.041413832,0.49069324
37979248,-0.20909332,0.03836248,0.49069324
38003018,-0.20909332,0.041413832,0.49368122
38025265,-0.20909332,0.041413832,0.49368122
38047880,-0.20909332,0.041413832,0.49368122
38071545,-0.20909332,0.041413832,0.49666914
38095372,-0.20611541,0.041413832,0.49666914
38118256,-0.20909332,0.041413832,0.49368122
38142259,-0.20909332,0.041413832,0.4996571
38166271,-0.20909332,0.041413832,0.49666914
38188280,-0.20909332,0.041413832,0.49069324
38212846,-0.20611541,0.041413832,0.49368122
38235931,-0.20909332,0.044465188,0.4996571
38260391,-0.21207125,0.041413832,0.49666914
38283707,-0.20909332,0.041413832,0.49368122
38307606,-0.20909332,0.041413832,0.49666914
38328662,-0.21207125,0.041413832,0.49368122
38351563,-0.20909332,0.041413832,0.49069324
38372399,-0.20909332,0.041413832,0.49069324
38395657,-0.20909332,0.041413832,0.49368122
38416681,-0.20909332,0.041413832,0.49368122
38439560,-0.20909332,0.03836248,0.49069324
38460407,-0.20909332,0.041413832,0.49666914
38483257,-0.20909332,0.041413832,0.49666914
38505163,-0.20909332,0.041413832,0.502645
38529152,-0.20909332,0.041413832,0.49666914
38551317,-0.20909332,0.041413832,0.49666914
38575311,-0.20909332,0.041413832,0.49368122
38601411,-0.20909332,0.041413832,0.502645
38647316,-0.20909332,0.041413832,0.49069324
38671313,-0.20909332,0.041413832,0.49666914
38693267,-0.20909332,0.03836248,0.49666914
38714552,-0.20611541,0.041413832,0.49368122
38738291,-0.20909332,0.044465188,0.49368122
38762180,-0.20909332,0.044465188,0.49666914
38782533,-0.21207125,0.041413832,0.49368122
38806550,-0.20909332,0.041413832,0.4996571
38830006,-0.20909332,0.041413832,0.4996571
38852239,-0.20909332,0.041413832,0.49666914
38875048,-0.20909332,0.044465188,0.4996571
38899083,-0.20611541,0.044465188,0.49368122
38923464,-0.20909332,0.041413832,0.49069324
38947357,-0.20611541,0.03836248,0.49666914
38971226,-0.20909332,0.041413832,0.49666914
38994926,-0.20909332,0.044465188,0.49069324
39016786,-0.20909332,0.041413832,0.49666914
39038406,-0.20909332,0.041413832,0.49666914
39061264,-0.20909332,0.041413832,0.4996571
39083544,-0.20611541,0.041413832,0.49368122
39107137,-0.20909332,0.041413832,0.49666914
39129188,-0.20909332,0.041413832,0.4996571
39152280,-0.20909332,0.041413832,0.49666914
39176181,-0.20909332,0.041413832,0.49666914
39199263,-0.20909332,0.044465188,0.49666914
39222265,-0.20909332,0.044465188,0.49069324
39246264,-0.20909332,0.041413832,0.49666914
39270326,-0.20909332,0.03836248,0.49666914
39294259,-0.20909332,0.03836248,0.49666914
39317796,-0.21207125,0.041413832,0.49666914
39339564,-0.20909332,0.041413832,0.49666914
39360475,-0.20611541,0.041413832,0.4996571
39383560,-0.20909332,0.044465188,0.49368122
39406260,-0.21207125,0.041413832,0.49666914
39428700,-0.20909332,0.041413832,0.49069324
39451680,-0.20909332,0.041413832,0.49666914
39475559,-0.20909332,0.041413832,0.49368122
39499560,-0.20909332,0.041413832,0.49666914
39521261,-0.20909332,0.041413832,0.49666914
39542151,-0.20909332,0.041413832,0.49666914
39566136,-0.20909332,0.041413832,0.49069324
39589414,-0.20909332,0.041413832,0.49666914
39613326,-0.20909332,0.044465188,0.4996571
39637041,-0.20909332,0.044465188,0.49368122
39661502,-0.20909332,0.041413832,0.49666914
39683255,-0.20611541,0.044465188,0.49666914
39706772,-0.20909332,0.041413832,0.49368122
39730800,-0.20611541,0.041413832,0.49368122
39753614,-0.21207125,0.041413832,0.48770532
39778550,-0.20909332,0.041413832,0.4996571
39802809,-0.20909332,0.044465188,0.49666914
39825565,-0.20909332,0.041413832,0.49666914
39850809,-0.20909332,0.03836248,0.49666914
39872274,-0.20909332,0.041413832,0.49368122
39895334,-0.20611541,0.041413832,0.4996571
39916266,-0.21207125,0.041413832,0.50563294
39939072,-0.20909332,0.041413832,0.4996571
39961270,-0.20909332,0.041413832,0.49666914
39983462,-0.20909332,0.044465188,0.4996571
40006935,-0.20909332,0.041413832,0.49368122
40029274,-0.20909332,0.041413832,0.49368122
40050662,-0.20611541,0.044465188,0.4996571
40075527,-0.20909332,0.041413832,0.49368122
40099244,-0.20611541,0.044465188,0.49069324
40122269,-0.20909332,0.041413832,0.4996571
40146265,-0.21207125,0.041413832,0.4996571
40169312,-0.20611541,0.041413832,0.4996571
40192346,-0.20909332,0.041413832,0.502645
40216343,-0.20909332,0.041413832,0.49666914
40240414,-0.20909332,0.041413832,0.49368122
40263461,-0.20909332,0.044465188,0.49666914
40286253,-0.20909332,0.041413832,0.49368122
40310264,-0.20909332,0.041413832,0.49069324
40332682,-0.20909332,0.041413832,0.49069324
40355560,-0.20909332,0.041413832,0.49069324
40376972,-0.20909332,0.044465188,0.49666914
40399560,-0.20909332,0.041413832,0.49666914
40420689,-0.20909332,0.041413832,0.49368122
40444441,-0.20909332,0.041413832,0.49666914
40467682,-0.20909332,0.041413832,0.49368122
40491567,-0.21207125,0.041413832,0.4996571
40514261,-0.20909332,0.03836248,0.49666914
40537796,-0.20909332,0.041413832,0.49368122
40561421,-0.20909332,0.044465188,0.4996571
40585047,-0.20909332,0.041413832,0.49666914
40609019,-0.20909332,0.041413832,0.49069324
40631727,-0.20909332,0.03836248,0.49069324
40655257,-0.20909332,0.041413832,0.49666914
40679318,-0.21207125,0.041413832,0.49069324
40703312,-0.20909332,0.041413832,0.49666914
40727253,-0.20611541,0.041413832,0.49368122
40749923,-0.20909332,0.041413832,0.49666914
40771143,-0.20909332,0.03836248,0.49069324
40795194,-0.20611541,0.041413832,0.4996571
40816263,-0.20611541,0.044465188,0.49368122
40840265,-0.20909332,0.041413832,0.49368122
40863339,-0.20909332,0.041413832,0.49368122
40886775,-0.20909332,0.041413832,0.49069324
40909939,-0.21207125,0.041413832,0.49666914
40932459,-0.20909332,0.041413832,0.49069324
40955736,-0.20909332,0.041413832,0.49368122
40979039,-0.20611541,0.041413832,0.4996571
41000265,-0.20909332,0.041413832,0.49666914
41023351,-0.20611541,0.041413832,0.49368122
41047621,-0.20909332,0.041413832,0.49368122
41072273,-0.20909332,0.041413832,0.4996571
41096271,-0.20611541,0.041413832,0.502645
41120273,-0.20909332,0.041413832,0.49368122
41144424,-0.20909332,0.041413832,0.49666914
41167641,-0.20909332,0.041413832,0.49368122
41189361,-0.20909332,0.041413832,0.4996571
41212251,-0.20611541,0.041413832,0.49368122
41236778,-0.20909332,0.044465188,0.49666914
41260280,-0.20611541,0.044465188,0.49666914
41284355,-0.20909332,0.041413832,0.49666914
41308251,-0.20909332,0.041413832,0.49666914
41332350,-0.20909332,0.044465188,0.49666914
41354128,-0.21207125,0.041413832,0.49069324
41376389,-0.20611541,0.041413832,0.49666914
41399569,-0.20611541,0.041413832,0.49666914
41422257,-0.20909332,0.041413832,0.49666914
41444671,-0.21207125,0.041413832,0.49368122
41467273,-0.20909332,0.03836248,0.49069324
41491659,-0.20909332,0.041413832,0.4996571
41513257,-0.20611541,0.041413832,0.4996571
41536307,-0.20909332,0.044465188,0.49069324
41557120,-0.20909332,0.041413832,0.4996571
41578289,-0.20611541,0.041413832,0.49666914
41602100,-0.20909332,0.03836248,0.49368122
41625729,-0.20909332,0.041413832,0.4996571
41649643,-0.20909332,0.044465188,0.4996571
41672942,-0.21207125,0.041413832,0.49666914
41694661,-0.20909332,0.041413832,0.49069324
41717404,-0.20909332,0.041413832,0.49069324
41740754,-0.20909332,0.041413832,0.49069324
41762453,-0.20909332,0.041413832,0.49666914
41785612,-0.20909332,0.041413832,0.49368122
41807163,-0.20909332,0.041413832,0.49666914
41830768,-0.20909332,0.041413832,0.49666914
41853877,-0.20909332,0.041413832,0.49666914
41876264,-0.20909332,0.041413832,0.4996571
41898800,-0.20909332,0.041413832,0.49368122
41922384,-0.21207125,0.041413832,0.502645
41946658,-0.20909332,0.041413832,0.49666914
41969299,-0.20909332,0.041413832,0.4996571
41991583,-0.20909332,0.041413832,0.49368122
42015200,-0.20909332,0.041413832,0.49666914
42036271,-0.20909332,0.041413832,0.4996571
42059245,-0.20909332,0.041413832,0.49368122
42083612,-0.20909332,0.03836248,0.49368122
42107556,-0.20909332,0.044465188,0.49368122
42131648,-0.20909332,0.044465188,0.49069324
42155403,-0.20909332,0.041413832,0.49666914
42178259,-0.20909332,0.041413832,0.49666914
42202270,-0.20909332,0.041413832,0.49368122
42225259,-0.20909332,0.041413832,0.49666914
42247813,-0.20909332,0.041413832,0.49368122
42270265,-0.20611541,0.041413832,0.49666914
42291927,-0.20909332,0.041413832,0.49069324
42314265,-0.20909332,0.041413832,0.49069324
42338265,-0.20909332,0.041413832,0.49069324
42360692,-0.20909332,0.041413832,0.49666914
42383559,-0.20909332,0.041413832,0.49069324
42406259,-0.20611541,0.044465188,0.49666914
42428691,-0.20909332,0.044465188,0.49666914
42452444,-0.20909332,0.041413832,0.49368122
42475561,-0.20909332,0.041413832,0.49666914
42497355,-0.20909332,0.044465188,0.4996571
42521247,-0.20909332,0.044465188,0.48770532
42543563,-0.20909332,0.041413832,0.4996571
42566084,-0.21207125,0.041413832,0.49368122
42590000,-0.20909332,0.041413832,0.49666914
42613158,-0.20909332,0.041413832,0.49666914
42636931,-0.20909332,0.041413832,0.48770532
42661735,-0.20909332,0.041413832,0.49069324
42685989,-0.20611541,0.041413832,0.49666914
42710100,-0.20909332,0.041413832,0.49368122
42734133,-0.20909332,0.041413832,0.49368122
42758018,-0.20909332,0.041413832,0.4996571
42779177,-0.20611541,0.041413832,0.4996571
42803250,-0.20611541,0.041413832,0.49069324
42827092,-0.20909332,0.041413832,0.49666914
42850389,-0.20909332,0.041413832,0.49666914
42874099,-0.20909332,0.041413832,0.49666914
42896256,-0.20909332,0.041413832,0.49666914
42920259,-0.20909332,0.041413832,0.49368122
42943346,-0.20611541,0.041413832,0.49368122
42964253,-0.20909332,0.041413832,0.4996571
42987374,-0.20909332,0.041413832,0.49368122
43010993,-0.20909332,0.041413832,0.49069324
43033256,-0.20909332,0.041413832,0.4996571
43055610,-0.20909332,0.041413832,0.4996571
43080255,-0.21207125,0.041413832,0.49666914
43103591,-0.20909332,0.041413832,0.49368122
43127462,-0.20611541,0.041413832,0.49368122
43150331,-0.20909332,0.041413832,0.49069324
43172253,-0.20909332,0.041413832,0.49666914
43194262,-0.20909332,0.041413832,0.49069324
43216401,-0.20909332,0.041413832,0.49069324
43239337,-0.20909332,0.041413832,0.4996571
43262270,-0.20909332,0.041413832,0.49666914
43285330,-0.20909332,0.044465188,0.49368122
43308580,-0.20909332,0.041413832,0.49069324
43331774,-0.20909332,0.041413832,0.4996571
43355547,-0.20909332,0.03836248,0.49368122
43378257,-0.20909332,0.041413832,0.49666914
43400304,-0.20909332,0.041413832,0.49069324
43422268,-0.21207125,0.041413832,0.4996571
43444256,-0.20611541,0.044465188,0.49666914
43465257,-0.20909332,0.041413832,0.4996571
43487660,-0.20611541,0.044465188,0.49368122
43509154,-0.20909332,0.041413832,0.49368122
43533507,-0.20909332,0.041413832,0.49666914
43557517,-0.20611541,0.041413832,0.49368122
43581458,-0.20909332,0.044465188,0.49069324
43606096,-0.20909332,0.044465188,0.502645
43629437,-0.20909332,0.041413832,0.49666914
43653859,-0.21207125,0.03836248,0.49368122
43678368,-0.20909332,0.03836248,0.49368122
43702309,-0.20909332,0.041413832,0.49666914
43726319,-0.20909332,0.041413832,0.49368122
43749845,-0.20909332,0.041413832,0.49368122
43773083,-0.20909332,0.041413832,0.49666914
43794542,-0.20611541,0.041413832,0.4996571
43817785,-0.20909332,0.041413832,0.4996571
43841946,-0.20909332,0.041413832,0.49368122
43865617,-0.20909332,0.041413832,0.49666914
43888253,-0.20909332,0.03836248,0.49666914
43911090,-0.20909332,0.041413832,0.49666914
43935073,-0.20909332,0.041413832,0.49368122
43959046,-0.20909332,0.041413832,0.49666914
43983378,-0.20611541,0.041413832,0.49069324
44006950,-0.20909332,0.041413832,0.4996571
44028359,-0.20909332,0.041413832,0.49666914
44051348,-0.20909332,0.041413832,0.49666914
44075574,-0.20909332,0.041413832,0.49666914
44099610,-0.20909332,0.041413832,0.4996571
44123599,-0.20909332,0.041413832,0.49368122
44146372,-0.20909332,0.041413832,0.49666914
44167454,-0.20909332,0.041413832,0.49666914
44190118,-0.20909332,0.041413832,0.4996571
44214271,-0.20909332,0.041413832,0.49368122
44238276,-0.20909332,0.041413832,0.49069324
44262265,-0.21207125,0.041413832,0.49666914
44286256,-0.20909332,0.041413832,0.49368122
44307763,-0.20909332,0.041413832,0.49368122
44331500,-0.20909332,0.041413832,0.49069324
44354306,-0.20611541,0.041413832,0.4996571
44378259,-0.20909332,0.044465188,0.49368122
44400711,-0.21207125,0.041413832,0.49666914
44423560,-0.20909332,0.041413832,0.49666914
44444469,-0.20909332,0.041413832,0.49666914
44467654,-0.20611541,0.041413832,0.49069324
44490262,-0.20909332,0.041413832,0.49666914
44512706,-0.21207125,0.041413832,0.49069324
44535657,-0.20909332,0.041413832,0.49368122
44556491,-0.20909332,0.041413832,0.49666914
44580739,-0.20909332,0.041413832,0.49666914
44602389,-0.20909332,0.041413832,0.49069324
44626110,-0.20909332,0.041413832,0.49666914
44649120,-0.20909332,0.041413832,0.49666914
44673028,-0.21207125,0.041413832,0.49368122
44693983,-0.20611541,0.041413832,0.49368122
44718131,-0.20909332,0.041413832,0.49069324
44742045,-0.20909332,0.041413832,0.49069324
44765861,-0.20611541,0.041413832,0.502645
44789587,-0.20611541,0.041413832,0.49368122
44813570,-0.20909332,0.041413832,0.49069324
44836247,-0.20909332,0.041413832,0.49368122
44858642,-0.20909332,0.041413832,0.4996571
44883603,-0.20909332,0.03836248,0.49368122
44906686,-0.20909332,0.041413832,0.49368122
44928263,-0.20909332,0.041413832,0.4996571
44951194,-0.20909332,0.041413832,0.49666914
44973793,-0.20611541,0.044465188,0.49069324
44997894,-0.20909332,0.041413832,0.49069324
45019375,-0.20909332,0.041413832,0.49368122
45044271,-0.20909332,0.03836248,0.49069324
45068252,-0.20909332,0.041413832,0.49368122
45091877,-0.20909332,0.041413832,0.49069324
45115971,-0.20909332,0.041413832,0.49368122
45139679,-0.20611541,0.041413832,0.49666914
45162948,-0.20909332,0.041413832,0.49666914
45185256,-0.20909332,0.041413832,0.4996571
45207596,-0.20611541,0.041413832,0.49368122
45230253,-0.20909332,0.041413832,0.4996571
45251851,-0.20909332,0.041413832,0.49368122
45273642,-0.20909332,0.041413832,0.49069324
45297256,-0.20909332,0.041413832,0.49069324
45319553,-0.21207125,0.041413832,0.49666914
45342259,-0.20909332,0.041413832,0.49368122
45366256,-0.20909332,0.041413832,0.49666914
45389257,-0.20909332,0.041413832,0.49666914
45411820,-0.20909332,0.041413832,0.4996571
45435560,-0.20611541,0.041413832,0.4996571
45456676,-0.20909332,0.041413832,0.49666914
45479651,-0.20909332,0.041413832,0.4996571
45500776,-0.20611541,0.041413832,0.49666914
45523660,-0.20909332,0.041413832,0.49666914
