timestamp,previous.timestamp,previous.lat,previous.lon,previous.x,previous.y,previous.z,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.yawspeed,previous.loiter_radius,previous.pitch_min,previous.a_x,previous.a_y,previous.a_z,previous.acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.position_valid,previous.velocity_valid,previous.velocity_frame,previous.alt_valid,previous.yaw_valid,previous.yawspeed_valid,previous.loiter_direction,previous.acceleration_valid,previous.acceleration_is_force,previous._padding0,current.timestamp,current.lat,current.lon,current.x,current.y,current.z,current.vx,current.vy,current.vz,current.alt,current.yaw,current.yawspeed,current.loiter_radius,current.pitch_min,current.a_x,current.a_y,current.a_z,current.acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.position_valid,current.velocity_valid,current.velocity_frame,current.alt_valid,current.yaw_valid,current.yawspeed_valid,current.loiter_direction,current.acceleration_valid,current.acceleration_is_force,current._padding0,next.timestamp,next.lat,next.lon,next.x,next.y,next.z,next.vx,next.vy,next.vz,next.alt,next.yaw,next.yawspeed,next.loiter_radius,next.pitch_min,next.a_x,next.a_y,next.a_z,next.acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.position_valid,next.velocity_valid,next.velocity_frame,next.alt_valid,next.yaw_valid,next.yawspeed_valid,next.loiter_direction,next.acceleration_valid,next.acceleration_is_force,next._padding0
471193649,0,40.55250637868156,-74.66326268672282,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,-3.0449893,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,7.396998,-1.4811692,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
471394274,0,40.55250637868156,-74.66326268672282,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,-3.0449893,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,7.396998,-1.4564058,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
471591835,0,40.55250637868156,-74.66326268672282,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,-3.0449893,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,7.396998,-1.4564058,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
471791845,0,40.55250637868156,-74.66326268672282,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,-3.0449893,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,7.396998,-1.4564058,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
471991946,0,40.55250637868156,-74.66326268672282,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,-3.0449893,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,7.396998,-1.4564058,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,6.4676924,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
767389873,0,40.55250549316406,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,7.396998,-1.4564058,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,5,0,0,0,0,0,0,-1,0,0,0,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
771735522,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
771935382,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
772134716,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
772334733,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
772535951,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
772736287,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
772935826,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
773134948,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
773334850,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
773535203,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
773736018,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,-1.5709698,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
773935724,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,-1.4476837,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
774140043,0,40.55248664580357,-74.6632471950137,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,2.976021,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,-1.3172,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.552486419677734,-74.66324615478516,0.0,0.0,0.0,0.0,0.0,0.0,10.482046,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
829937366,0,40.552501499404784,-74.66325540367465,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,2.9130914,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
830136057,0,40.552501499404784,-74.66325540367465,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,2.9130914,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
830336458,0,40.552501499404784,-74.66325540367465,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,2.9130914,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
830486155,0,40.552501499404784,-74.66325540367465,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,2.9130914,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,3,0,0,0,0,1,0,-1,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0249684,0.0,50.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,1,4,0,0,0,0,1,0,1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1094835959,0,40.552501499404784,-74.66325540367465,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,2.9130914,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,3,0,0,0,0,1,0,-1,0,0,0,0,40.55250728320082,-74.66322935835727,0.0,0.0,0.0,0.0,0.0,0.0,10.583065,nan,0.0,50.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,1,2,0,0,0,0,0,0,1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1094887431,0,40.552501499404784,-74.66325540367465,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,2.9130914,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,3,0,0,0,0,1,0,-1,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0526085,0.0,50.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,1,4,0,0,0,0,1,0,1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1115237596,0,40.552501499404784,-74.66325540367465,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,2.9130914,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,3,0,0,0,0,1,0,-1,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0526085,0.0,50.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,1,5,0,0,0,0,1,0,1,0,0,0,0,40.5525016784668,-74.66325378417969,0.0,0.0,0.0,0.0,0.0,0.0,10.629248,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1127643918,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0526085,0.0,50.0,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,0,5,0,0,0,0,1,0,1,0,0,0,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0
1131291231,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1131486914,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1131688562,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1131887410,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1132087587,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1132285967,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1132485840,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1132686047,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1132886446,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1133085970,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
1133286134,0,40.552517494704205,-74.663270689678,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,2.7333891,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,3,0,0,0,0,1,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.464154,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,1,0,0,0,0,0,0,0,-1,0,0,0,0,40.55251693725586,-74.66326141357422,0.0,0.0,0.0,0.0,0.0,0.0,11.613409,nan,0.0,50.0,0.0,0.0,0.0,0.0,0.1,-1.0,-1.0,0,0,0,0,0,0,0,0,-1,0,0,0
