timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
183494998,183494998,0,0,0,0,0,0,0,0,0,0,0
184503387,184503387,0,0,0,0,0,0,0,0,0,0,0
185520449,185520449,0,0,0,0,0,0,0,0,0,0,0
186521304,186521304,0,0,0,0,0,0,0,0,0,0,0
187531183,187531183,0,0,0,0,0,0,0,0,0,0,0
189573487,189573487,0,0,0,0,0,0,0,0,0,0,0
190539668,190539668,0,0,0,0,0,0,0,0,0,0,0
198507355,198507355,0,0,0,0,0,0,0,0,0,0,0
199498337,199498337,0,0,0,0,0,0,0,0,0,0,0
200509294,200509294,0,0,0,0,0,0,0,0,0,0,0
201494703,201494703,0,0,0,0,0,0,0,0,0,0,0
202489481,202489481,0,0,0,0,0,0,0,0,0,0,0
203492523,203492523,0,0,0,0,0,0,0,0,0,0,0
208610299,208610299,0,0,0,0,0,0,0,0,0,0,0
216618298,216618298,0,0,0,0,0,0,0,0,0,0,0
217517362,217517362,0,0,0,0,0,0,0,0,0,0,0
218504155,218504155,0,0,0,0,0,0,0,0,0,0,0
219557499,219557499,0,0,0,0,0,0,0,0,0,0,0
220578415,220578415,0,0,0,0,0,0,0,0,0,0,0
221530750,221530750,0,0,0,0,0,0,0,0,0,0,0
222550291,222550291,0,0,0,0,0,0,0,0,0,0,0
223573270,223573270,0,0,0,0,0,0,0,0,0,0,0
224604360,224604360,0,0,0,0,0,0,0,0,0,0,0
225627406,225627406,0,0,0,0,0,0,0,0,0,0,0
226520288,226520288,0,0,0,0,0,0,0,0,0,0,0
