timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
57322639,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
58326407,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
59338021,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
60341558,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
61346132,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
62352623,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
63361008,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
64365636,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
65371906,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
66376145,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
67377406,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
68382998,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
69391600,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
70401311,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
71403440,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
72414313,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
73421860,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
74421917,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
75424445,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
76428313,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
77430349,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
78436377,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
79443486,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
80450629,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
81458321,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
82462688,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
83473189,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
84478318,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
85484620,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
86497620,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
87498314,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
88500519,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
89503180,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
90503546,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
91511546,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
92515098,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
93517374,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
94529289,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
95540719,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
96541554,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
97551003,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
98558848,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
99560467,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
100562631,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
101572652,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
102577406,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
103585346,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
104595377,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
105597863,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
106605816,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
107613571,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
108624545,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
109628052,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
110637473,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
111647783,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
112654639,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
113655452,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
114656445,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
115659490,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
116664401,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
117673355,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
118681881,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
119685349,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
120692432,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
121700362,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
122710897,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
123714426,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
124725604,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
125729301,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
126737354,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
127742340,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
128744349,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
129754411,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
130761584,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
131769483,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
132772349,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
133783170,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
134790719,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
135798096,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
136808465,32,0,2097184,4,1,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0
