,timestamp,time_utc_usec,lat,lon,alt,noise_per_ms,jamming_indicator,vel_m_s,heading,satellites_used,load,ram_usage,voltage_filtered_v,remaining,warning,discharged_mah,noise,remote_noise,txbuf,rssi,remote_rssi,rxerrors,fix,baro_temp_celcius,baro_pressure_pa,landed,ground_contact,time
99,121119913,1554226170599998,323881721,-1170763040,73.76,74,6,1.4140000000000001,,17,0.49616975,0.5335816,8.002947,0.0,3.0,520.8147,21,0,86,61,0,10,0,35.7,101557.0,0.0,0.0,99
100,122117446,1554226171599998,323881846,-1170762923,73.07,73,7,1.9240001,,17,0.5009377,0.5335816,7.607883,0.0,3.0,526.6383,20,0,99,61,0,10,0,35.7,101563.0,0.0,0.0,100
101,123115408,1554226172599998,323882022,-1170762787,72.07,64,4,2.7230000000000003,,17,0.5967033,0.5335816,7.1861243,0.0,3.0,532.0457,23,0,100,63,0,10,0,35.7,101576.99,0.0,0.0,101
102,124116719,1554226173599997,323882252,-1170762633,70.21,64,3,3.0300002,,17,0.58886874,0.5335816,6.7609770000000005,0.0,3.0,537.0034,21,0,100,63,0,10,0,35.7,101593.0,0.0,0.0,102
103,125114395,1554226174599997,323882489,-1170762524,66.56,64,4,2.104,,17,0.50163823,0.5335816,6.4566026,0.0,3.0,541.04706,20,0,93,63,0,10,0,35.69,101641.0,0.0,0.0,103
104,126112336,1554226175599997,323882620,-1170762454,62.18,69,4,1.217,,17,0.48879772,0.5335816,6.1753616,0.0,3.0,544.68805,23,0,98,63,0,10,0,35.69,101682.99,0.0,0.0,104
105,127114405,1554226176599997,323882634,-1170762344,58.43,69,4,0.84400004,,17,0.49131149999999996,0.5335816,5.93693,0.0,3.0,548.0322,22,0,100,62,0,10,0,35.7,101740.0,0.0,0.0,105
106,128124325,1554226177599997,323882713,-1170762240,51.48,69,7,3.5930002,,17,0.49900872,0.5335816,6.422880999999999,0.0,3.0,548.16595,22,0,99,61,0,10,0,35.69,101826.99,0.0,0.0,106
107,129117393,1554226178599997,323883319,-1170762154,38.36,88,11,9.363999999999999,,17,0.5020984000000001,0.5335816,6.9530463000000005,0.0,3.0,548.2331,22,0,95,57,0,10,0,35.69,101975.99,0.0,0.0,107
108,130118326,1554226179599997,323884219,-1170762646,19.53,88,7,13.9140005,,17,0.4957775,0.5335816,7.327959,0.0,3.0,548.2937,21,0,97,43,0,10,0,35.68,102197.0,0.0,0.0,108
109,131123903,1554226180599997,323884820,-1170763289,9.16,82,11,1.205,,16,0.49464417,0.5335816,7.3948417,0.0,3.0,548.323,25,0,100,36,0,10,0,35.66,102213.0,0.0,0.0,109
110,132122737,1554226181599997,323884822,-1170763285,10.18,76,10,0.086,,16,0.5058279999999999,0.5335816,7.372370699999999,0.0,3.0,548.3336,20,0,100,32,0,10,0,35.649998,102213.0,0.0,0.0,110
111,133117477,1554226182599997,323884811,-1170763270,11.08,76,9,0.11199999999999999,,16,0.49097115,0.5335816,7.345859,0.0,3.0,548.3493,23,0,100,30,0,10,0,35.649998,102209.0,0.0,0.0,111
112,134118320,1554226183599996,323884773,-1170763252,11.95,76,11,0.063,,16,0.5036714,0.5335816,7.3214364000000005,0.0,3.0,548.3634,21,0,93,28,0,10,0,35.649998,102215.0,0.0,0.0,112
113,135122700,1554226184599996,323884744,-1170763232,12.78,76,8,0.08900000000000001,,16,0.48825908,0.5335816,7.2837114000000005,0.0,3.0,548.3787,18,0,96,28,0,10,0,35.63,102213.99,0.0,0.0,113
