,Unnamed: 0,Unnamed: 0.1,timestamp,time_utc_usec,lat,lon,alt,noise_per_ms,jamming_indicator,vel_m_s,heading,satellites_used,load,ram_usage,voltage_filtered_v,remaining,warning,discharged_mah,noise,remote_noise,txbuf,rssi,remote_rssi,rxerrors,fix,baro_temp_celcius,baro_pressure_pa,landed,ground_contact,time
107,107,107,227001404,1554223092000182,323874989,-1170764339,0.03,63,55,1.2870001,,16,0.5460633,0.79087377,11.080292,0.56867725,0,1504.2775,45.0,0.0,99.0,102.0,0.0,5.0,0.0,22.698845000000002,101318.375,0.0,0.0,107
108,108,108,228191462,1554223093200182,323874915,-1170764382,0.03,63,42,0.47100002,,16,0.5435779000000001,0.79087377,11.052292,0.5632513000000001,0,1518.422,43.0,0.0,96.0,90.0,0.0,5.0,0.0,22.66139,101323.81,0.0,0.0,108
109,109,109,229193796,1554223094200181,323874966,-1170764428,0.03,63,42,0.9620001,,16,0.55113006,0.79087377,11.023816,0.5557259,0,1532.6245,45.0,0.0,97.0,74.0,0.0,5.0,0.0,22.643911,101336.4,0.0,0.0,109
110,110,110,230193896,1554223095200181,323875064,-1170764475,0.02,63,46,1.3180001000000001,,16,0.5542352,0.79087377,11.01334,0.55720407,0,1546.5948,42.0,0.0,96.0,65.0,0.0,5.0,0.0,22.571503,101348.19,0.0,0.0,110
111,111,111,231190288,1554223096200181,323875167,-1170764518,0.02,63,48,0.83000004,,16,0.5424219,0.79087377,11.014476,0.55581313,0,1560.8564,41.0,0.0,100.0,81.0,0.0,5.0,0.0,22.516571,101355.26,0.0,0.0,111
112,112,112,232192903,1554223097200181,323875198,-1170764547,0.02,63,65,0.266,,16,0.52667403,0.79087377,11.022389,0.5574625,0,1574.8729,41.0,0.0,96.0,90.0,0.0,5.0,0.0,22.486609,101353.85,0.0,0.0,112
113,113,113,233014909,1554223098000181,323875231,-1170764557,0.02,63,65,0.5770000000000001,,16,0.5144813,0.79087377,11.003879,0.55167514,0,1589.0057,42.0,0.0,92.0,94.0,0.0,5.0,0.0,22.486609,101358.57,0.0,0.0,113
114,114,114,234004054,1554223099000181,323875275,-1170764514,0.02,63,47,0.72800004,,16,0.517889,0.79087377,11.016928,0.55469304,0,1603.1263,45.0,0.0,99.0,96.0,0.0,5.0,0.0,22.484112,101363.54,0.0,0.0,114
115,115,115,235205928,1554223100200181,323875297,-1170764476,0.02,72,67,0.32000002,,16,0.5129975,0.79087377,11.026836,0.5574276999999999,0,1617.1748,41.0,0.0,100.0,95.0,0.0,5.0,0.0,22.491602,101369.48,0.0,0.0,115
116,116,116,236196029,1554223101200181,323875290,-1170764458,0.02,72,54,0.337,,16,0.51501644,0.79087377,11.025447,0.55591756,0,1631.4506,50.0,0.0,95.0,84.0,0.0,5.0,0.0,22.466635,101374.61,0.0,0.0,116
117,117,117,237194041,1554223102200180,323875259,-1170764429,0.02,72,43,0.441,,16,0.5121803,0.79087377,10.784654,0.49701239999999997,0,1645.5015,44.0,0.0,96.0,80.0,0.0,5.0,0.0,22.439167,101383.54,0.0,0.0,117
118,118,118,238201922,1554223103200180,323875225,-1170764420,0.02,71,87,0.43300003,,15,0.5081183,0.79087377,10.937797,0.5306824,0,1657.8893,41.0,0.0,100.0,87.0,0.0,5.0,0.0,22.399216,101391.24,0.0,0.0,118
119,119,119,239201144,1554223104200180,323875196,-1170764432,0.02,72,70,0.163,,16,0.51423126,0.79087377,10.94996,0.5346611,0,1671.7185,69.0,0.0,96.0,92.0,0.0,5.0,0.0,22.376745,101381.96,0.0,0.0,119
120,120,120,240001951,1554223105000180,323875202,-1170764456,0.02,72,70,0.4,,16,0.52205884,0.79087377,10.958575999999999,0.5370944000000001,0,1685.9751,38.0,0.0,97.0,96.0,0.0,5.0,0.0,22.351776,101375.66,0.0,0.0,120
121,121,121,241197926,1554223106200180,323875319,-1170764515,0.02,72,45,2.3140001,,17,0.54613614,0.79087377,10.964175,0.5389636,0,1700.0946,44.0,0.0,97.0,97.0,0.0,5.0,0.0,22.321814,101369.375,0.0,0.0,121
122,122,122,242001039,1554223107000180,323875528,-1170764578,0.02,72,45,3.2630002,,16,0.5547621,0.79087377,10.975407,0.54244024,0,1714.1619,90.0,0.0,100.0,97.0,0.0,5.0,0.0,22.299341000000002,101364.97,0.0,0.0,122
123,123,123,243006908,1554223108000180,323875918,-1170764647,0.02,71,70,4.8620005,,17,0.5545310999999999,0.79087377,11.010776,0.5499609000000001,0,1728.2764,40.0,0.0,93.0,94.0,0.0,5.0,0.0,22.341787,101365.59,0.0,0.0,123
124,124,124,244199928,1554223109200180,323876452,-1170764749,0.02,71,35,4.841,,17,0.54987204,0.79087377,10.900342,0.52488023,0,1742.5526,44.0,0.0,97.0,93.0,0.0,5.0,0.0,22.376745,101368.0,0.0,0.0,124
125,125,125,245002329,1554223110000179,323876725,-1170764777,0.02,71,35,2.591,,17,0.54455054,0.79087377,10.9802065,0.5407116999999999,0,1755.521,44.0,0.0,99.0,90.0,0.0,5.0,0.0,22.396719,101374.67,0.0,0.0,125
126,126,126,246000912,1554223111000179,323876872,-1170764697,0.02,72,55,1.2590001,,18,0.53974885,0.79087377,10.841904,0.5086449000000001,0,1769.5529,67.0,0.0,78.0,88.0,0.0,5.0,0.0,22.396719,101375.17,0.0,0.0,126
127,127,127,247000997,1554223112000179,323876922,-1170764640,0.02,72,56,0.568,,16,0.54931396,0.79087377,10.838563,0.5076688,0,1783.6729,75.0,0.0,100.0,85.0,0.0,5.0,0.0,22.381739000000003,101377.58,0.0,0.0,127
128,128,128,248202965,1554223113200179,323876946,-1170764569,0.02,72,60,0.82400006,,18,0.5554892,0.79087377,10.894557,0.5184954,0,1797.5962,39.0,0.0,97.0,88.0,0.0,5.0,0.0,22.341787,101370.3,0.0,0.0,128
129,129,129,249202913,1554223114200179,323876969,-1170764549,0.02,72,71,0.395,,18,0.5502778,0.79087377,10.915884,0.5267361,0,1811.7413,78.0,0.0,100.0,90.0,0.0,5.0,0.0,22.35427300000001,101360.086,0.0,0.0,129
130,130,130,250203913,1554223115200179,323877000,-1170764517,0.02,72,42,0.19000001,,18,0.5500133,0.79087377,10.8790245,0.513666,0,1825.9417,41.0,0.0,87.0,88.0,0.0,5.0,0.0,22.344284,101348.52,0.0,0.0,130
131,131,131,251011507,1554223116000179,323876886,-1170764490,0.03,72,42,2.798,,18,0.54741997,0.79087377,10.870061,0.5132702,0,1839.4073,46.0,0.0,100.0,88.0,0.0,5.0,0.0,22.364262,101341.055,0.0,0.0,131
132,132,132,252201584,1554223117200179,323876524,-1170764502,0.03,66,53,3.377,,18,0.5444751,0.79087377,10.899555,0.5168093,0,1853.1941,74.0,0.0,86.0,88.0,0.0,5.0,0.0,22.336794,101325.25,0.0,0.0,132
133,133,133,253007938,1554223118000179,323876308,-1170764519,0.03,66,53,3.3280000000000003,,18,0.5431862,0.79087377,10.688137,0.46674326,0,1867.4519,40.0,0.0,100.0,88.0,0.0,5.0,0.0,22.309328,101306.92,0.0,0.0,133
134,134,134,254005452,1554223119000178,323876011,-1170764626,0.03,66,54,2.6180000000000003,,18,0.51553607,0.79087377,10.273786999999999,0.3727658,0,1881.503,39.0,0.0,100.0,89.0,0.0,5.0,0.0,22.254396,101292.805,0.0,0.0,134
135,135,135,255004951,1554223120000178,323875876,-1170764699,0.04,66,41,1.067,,18,0.54475933,0.79087377,10.346355,0.38829497,0,1895.6924,36.0,0.0,93.0,91.0,0.0,5.0,0.0,22.189478,101244.92,0.0,0.0,135
136,136,136,256001953,1554223121000178,323875844,-1170764751,0.04,71,44,0.155,,18,0.5245173000000001,0.79087377,10.880792,0.49580172,0,1902.7968,38.0,0.0,81.0,91.0,0.0,5.0,0.0,22.179489999999998,101171.97,0.0,0.0,136
137,137,137,257012941,1554223122000178,323875859,-1170764683,0.05,71,53,1.2340001,,18,0.5282724,0.79087377,11.079939,0.5363553000000001,0,1912.2902,39.0,0.0,95.0,91.0,0.0,5.0,0.0,22.149527,101113.234,0.0,0.0,137
138,138,138,258201296,1554223123200178,323875865,-1170764549,0.04,66,32,1.0320001,,18,0.5470575,0.79087377,11.108243,0.55104285,0,1925.1077,38.0,0.0,100.0,91.0,0.0,5.0,0.0,22.147032,101105.586,0.0,0.0,138
139,139,139,259197001,1554223124200178,323875844,-1170764466,0.04,66,30,0.588,,18,0.5536883,0.79087377,10.990768,0.5308741,0,1939.3378,41.0,0.0,92.0,91.0,0.0,5.0,0.0,22.119564,101126.625,0.0,0.0,139
140,140,140,260003272,1554223125000178,323875828,-1170764441,0.04,66,30,0.157,,18,0.551662,0.79087377,10.915436,0.52000076,0,1953.3743,39.0,0.0,93.0,93.0,0.0,5.0,0.0,22.107079000000002,101159.02,0.0,0.0,140
141,141,141,261000880,1554223126000178,323875807,-1170764464,0.04,66,41,0.633,,18,0.56068784,0.79087377,10.940902000000001,0.5277298,0,1967.297,37.0,0.0,97.0,90.0,0.0,5.0,0.0,22.109579999999998,101182.82,0.0,0.0,141
142,142,142,262192019,1554223127200177,323875823,-1170764537,0.04,60,17,0.74500006,,18,0.5537976,0.79087377,10.930671,0.5244295999999999,0,1981.5720000000001,39.0,0.0,100.0,89.0,0.0,5.0,0.0,22.09959,101194.46,0.0,0.0,142
143,143,143,263206881,1554223128200177,323875852,-1170764546,0.03,60,37,0.45000002,,18,0.55788404,0.79087377,10.891294,0.5182064000000001,0,1995.6469,37.0,0.0,95.0,89.0,0.0,5.0,0.0,22.127056,101206.89,0.0,0.0,143
144,144,144,264197526,1554223129200177,323875848,-1170764501,0.03,60,41,0.46600002,,18,0.5520444999999999,0.79087377,10.9544115,0.52848274,0,2009.1604,37.0,0.0,93.0,91.0,0.0,5.0,0.0,22.167006,101216.836,0.0,0.0,144
145,145,145,265191328,1554223130200177,323875855,-1170764492,0.03,69,33,0.008,,17,0.55056465,0.79087377,10.962212,0.5304759,0,2023.1843,38.0,0.0,95.0,94.0,0.0,5.0,0.0,22.164509,101225.0,0.0,0.0,145
146,146,146,266196901,1554223131200177,323875862,-1170764491,0.03,69,42,0.044000002999999996,,18,0.5457278,0.79087377,10.969287,0.53339845,0,2037.2434,38.0,0.0,100.0,95.0,0.0,5.0,0.0,22.167006,101234.664,0.0,0.0,146
147,147,147,267192909,1554223132200177,323875861,-1170764517,0.03,69,47,0.26700002,,18,0.54978555,0.79087377,10.970253999999999,0.53377277,0,2044.4813,71.0,0.0,99.0,95.0,0.0,5.0,0.0,22.154522,101246.06,0.0,0.0,147
148,148,148,268195898,1554223133200177,323875846,-1170764517,0.03,69,50,0.16700001,,18,0.54930615,0.79087377,10.994449000000001,0.5390446999999999,0,2058.4395,37.0,0.0,97.0,95.0,0.0,5.0,0.0,22.154522,101256.82,0.0,0.0,148
149,149,149,269001932,1554223134000177,323875856,-1170764504,0.03,69,50,0.35200003,,18,0.53713757,0.79087377,10.937166,0.52629596,0,2072.4465,37.0,0.0,100.0,95.0,0.0,5.0,0.0,22.149527,101272.14,0.0,0.0,149
150,150,150,270195894,1554223135200176,323875865,-1170764518,0.03,69,88,0.37,,18,0.5150107,0.79087377,10.912606,0.51880866,0,2086.5964,36.0,0.0,100.0,95.0,0.0,5.0,0.0,22.11457,101282.85,0.0,0.0,150
151,151,151,271191939,1554223136200176,323875871,-1170764581,0.03,69,46,0.6659999999999999,,17,0.53197205,0.7928518,10.852333999999999,0.50554925,0,2100.856,42.0,0.0,99.0,95.0,0.0,5.0,0.0,22.0921,101293.93,0.0,0.0,151
152,152,152,272002886,1554223137000176,323875885,-1170764628,0.03,69,46,0.47500002,,17,0.52609307,0.7928518,10.505939999999999,0.42033795,0,2115.0583,40.0,0.0,100.0,95.0,0.0,5.0,0.0,22.04216,101294.766,0.0,0.0,152
153,153,153,273198940,1554223138200176,323875913,-1170764684,0.03,88,34,0.63000005,,17,0.5279119999999999,0.7928518,10.45486,0.40977696,0,2129.149,38.0,0.0,100.0,95.0,0.0,5.0,0.0,22.022185999999998,101271.97,0.0,0.0,153
154,154,154,274196892,1554223139200176,323875938,-1170764710,0.04,77,42,0.157,,17,0.5293863,0.7928518,10.473638000000001,0.4149883,0,2143.1567,37.0,0.0,100.0,95.0,0.0,5.0,0.0,22.037169,101225.68,0.0,0.0,154
155,155,155,275011994,1554223140000176,323875940,-1170764691,0.04,77,42,0.514,,18,0.527465,0.7928518,10.622695,0.44850280000000003,0,2157.3625,34.0,0.0,100.0,93.0,0.0,5.0,0.0,22.032175,101179.305,0.0,0.0,155
156,156,156,276201936,1554223141200176,323875907,-1170764633,0.04,71,33,0.768,,18,0.52843213,0.7928518,10.733825999999999,0.4728668,0,2171.4526,36.0,0.0,83.0,93.0,0.0,5.0,0.0,21.949776,101140.664,0.0,0.0,156
157,157,157,277000311,1554223142000176,323875869,-1170764577,0.05,71,33,0.698,,18,0.5284773,0.7928518,10.755614999999999,0.47827223,0,2185.6697,38.0,0.0,97.0,92.0,0.0,5.0,0.0,21.902334,101114.02,0.0,0.0,157
158,158,158,278000256,1554223143000175,323875838,-1170764563,0.05,67,34,0.15400001,,18,0.5290868000000001,0.7928518,10.821869,0.49319866,0,2199.87,38.0,0.0,99.0,92.0,0.0,5.0,0.0,21.872374,101092.44,0.0,0.0,158
159,159,159,279002491,1554223144000175,323875831,-1170764572,0.05,67,41,0.087000005,,18,0.5270165,0.7928518,10.857332000000001,0.50253755,0,2213.92,37.0,0.0,90.0,91.0,0.0,5.0,0.0,21.8524,101080.75,0.0,0.0,159
160,160,160,280199162,1554223145200175,323875850,-1170764584,0.05,66,34,0.21800001,,18,0.53339326,0.7928518,10.881533000000001,0.50748664,0,2228.1775,34.0,0.0,80.0,93.0,0.0,5.0,0.0,21.842411,101075.41,0.0,0.0,160
161,161,161,281001992,1554223146000175,323875864,-1170764560,0.05,66,34,0.142,,18,0.5245141,0.7928518,10.856273,0.50226575,0,2242.2407,36.0,0.0,97.0,94.0,0.0,5.0,0.0,21.83492,101070.984,0.0,0.0,161
162,162,162,282001832,1554223147000175,323875842,-1170764579,0.05,62,36,0.45100003,,18,0.53263533,0.7928518,10.897052,0.51202375,0,2256.5002,38.0,0.0,100.0,93.0,0.0,5.0,0.0,21.84990100000001,101075.125,0.0,0.0,162
163,163,163,283003002,1554223148000175,323875828,-1170764627,0.05,62,41,0.38300002,,18,0.53487515,0.7928518,10.8957615,0.51242286,0,2270.4937,38.0,0.0,95.0,92.0,0.0,5.0,0.0,21.812447,101080.39,0.0,0.0,163
164,164,164,284004982,1554223149000175,323875846,-1170764657,0.05,62,40,0.287,,18,0.53308237,0.7928518,10.882774000000001,0.509065,0,2284.5603,36.0,0.0,83.0,94.0,0.0,5.0,0.0,21.79497000000001,101075.66,0.0,0.0,164
165,165,165,285202298,1554223150200175,323875849,-1170764719,0.05,62,38,0.67300004,,18,0.5604018,0.7928518,10.868735000000001,0.5038193,0,2298.887,37.0,0.0,94.0,94.0,0.0,5.0,0.0,21.804958,101074.79,0.0,0.0,165
166,166,166,286196889,1554223151200174,323875797,-1170764800,0.05,60,18,2.177,,18,0.52894235,0.7928518,10.758758,0.47851875,0,2313.0085,38.0,0.0,99.0,92.0,0.0,5.0,0.0,21.784983,101076.53,0.0,0.0,166
167,167,167,287009101,1554223152000174,323875662,-1170765071,0.05,60,18,4.2810000000000015,,17,0.5273541,0.7928518,10.3944435,0.41998652,0,2326.9998,38.0,0.0,98.0,90.0,0.0,5.0,0.0,21.74004,101065.93,0.0,0.0,167
168,168,168,288195937,1554223153200174,323875554,-1170765447,0.06,60,42,2.2120001,,18,0.537333,0.7928518,10.12848,0.37390450000000003,0,2341.189,35.0,0.0,100.0,87.0,0.0,5.0,0.0,21.702587,101022.97,0.0,0.0,168
169,169,169,289192447,1554223154200174,323875593,-1170765720,0.06,64,41,2.9950001,,18,0.54656726,0.7928518,10.508175,0.42812708,0,2351.082000000001,35.0,0.0,98.0,87.0,0.0,5.0,0.0,21.71507,100959.82,0.0,0.0,169
170,170,170,290187922,1554223155200174,323875547,-1170766079,0.06,64,39,3.9550002,,17,0.56323326,0.7928518,10.80231,0.4761875,0,2361.8748,33.0,0.0,100.0,84.0,0.0,5.0,0.0,21.730051,100908.69,0.0,0.0,170
171,171,171,291195931,1554223156200174,323875360,-1170766465,0.06,64,43,4.522000299999998,,18,0.56508714,0.7928518,10.98374,0.5113304,0,2372.4768,36.0,0.0,96.0,79.0,0.0,5.0,0.0,21.712574,100907.336,0.0,0.0,171
172,172,172,292190944,1554223157200174,323875202,-1170766942,0.06,68,50,4.852,,17,0.5371621,0.7928518,10.7890625,0.46570662,0,2386.1455,35.0,0.0,99.0,84.0,0.0,5.0,0.0,21.707579,100924.82,0.0,0.0,172
173,173,173,293192342,1554223158200174,323875281,-1170767496,0.06,68,83,6.32,,17,0.5297284999999999,0.7928518,10.359117,0.41164854,0,2400.205,39.0,0.0,80.0,85.0,0.0,5.0,0.0,21.72256,100944.59,0.0,0.0,173
174,174,174,294191996,1554223159200173,323875589,-1170768228,0.06,68,39,8.347000000000001,,17,0.5252029,0.7928518,10.061185,0.34459140000000005,0,2414.4663,40.0,0.0,97.0,84.0,0.0,5.0,0.0,21.727554,100932.984,0.0,0.0,174
175,175,175,295192032,1554223160200173,323875814,-1170768975,0.07,68,50,6.8110003,,17,0.5520335999999999,0.7928518,9.943536,0.31129196,0,2428.0422,34.0,0.0,96.0,81.0,0.0,5.0,0.0,21.727554,100877.7,0.0,0.0,175
176,176,176,296198584,1554223161200173,323875981,-1170769519,0.07,68,86,4.091,,18,0.56557316,0.7928518,10.590314,0.42228773,0,2435.1910000000007,35.0,0.0,97.0,79.0,0.0,5.0,0.0,21.712574,100801.15,0.0,0.0,176
177,177,177,297197576,1554223162200173,323876050,-1170769694,0.08,68,41,0.29200003,,18,0.5634023,0.7928518,10.722118,0.45163277,0,2447.2666,36.0,0.0,80.0,75.0,0.0,5.0,0.0,21.710075,100758.555,0.0,0.0,177
178,178,178,298195782,1554223163200173,323875961,-1170769505,0.07,75,32,3.4760000000000004,,18,0.55727625,0.7928518,10.751047,0.46442917,0,2461.459,41.0,0.0,99.0,77.0,0.0,5.0,0.0,21.71507,100745.1,0.0,0.0,178
179,179,179,299009471,1554223164000173,323875709,-1170769275,0.07,75,32,5.249,,18,0.5550183000000001,0.7928518,10.751536999999999,0.46543196,0,2475.5234,37.0,0.0,86.0,79.0,0.0,5.0,0.0,21.732548,100747.64,0.0,0.0,179
180,180,180,300204356,1554223165200173,323875161,-1170769250,0.07,75,69,4.1560000000000015,,17,0.56200683,0.7928518,10.851531,0.48414448,0,2488.3267,36.0,0.0,100.0,81.0,0.0,5.0,0.0,21.747528,100747.414,0.0,0.0,180
181,181,181,301199437,1554223166200173,323874956,-1170769324,0.07,75,46,0.609,,18,0.56450975,0.7928518,10.912056,0.4937313,0,2500.611,34.0,0.0,80.0,83.0,0.0,5.0,0.0,21.74004,100770.7,0.0,0.0,181
182,182,182,302196253,1554223167200173,323874987,-1170769289,0.07,75,61,1.0960001,,18,0.5712408,0.7928518,10.824272,0.4818299,0,2514.8699,35.0,0.0,99.0,83.0,0.0,5.0,0.0,21.755020000000002,100787.445,0.0,0.0,182
183,183,183,303192930,1554223168200172,323875034,-1170769203,0.07,75,37,0.97800004,,17,0.5698761,0.7928518,10.737813000000001,0.46763209,0,2528.9297,38.0,0.0,81.0,83.0,0.0,5.0,0.0,21.779989999999998,100812.22,0.0,0.0,183
184,184,184,304198580,1554223169200172,323875002,-1170769100,0.07,75,40,1.072,,18,0.57598794,0.7928518,10.747703,0.47044447,0,2543.1616,43.0,0.0,98.0,82.0,0.0,5.0,0.0,21.777493,100821.22,0.0,0.0,184
185,185,185,305197728,1554223170200172,323874921,-1170769057,0.07,75,44,0.81000006,,18,0.56711537,0.7928518,10.817364999999999,0.4871147,0,2557.1895,39.0,0.0,92.0,81.0,0.0,5.0,0.0,21.774995999999998,100821.805,0.0,0.0,185
186,186,186,306199889,1554223171200172,323874869,-1170769030,0.07,75,41,0.11400001,,18,0.5658569999999999,0.7928518,10.877457000000001,0.4999812,0,2571.1536,36.0,0.0,94.0,81.0,0.0,5.0,0.0,21.802462,100820.94,0.0,0.0,186
187,187,187,307198133,1554223172200172,323874920,-1170769060,0.07,75,62,1.702,,18,0.5623667,0.7928518,10.898282,0.5048459,0,2585.2664,38.0,0.0,86.0,81.0,0.0,5.0,0.0,21.827429000000002,100839.34,0.0,0.0,187
188,188,188,308001290,1554223173000172,323875100,-1170769154,0.06,75,62,3.8450002999999997,,18,0.5523685,0.7928518,10.824608,0.48954418,0,2599.4473,36.0,0.0,98.0,80.0,0.0,5.0,0.0,21.829926999999998,100865.97,0.0,0.0,188
189,189,189,309192902,1554223174200172,323875562,-1170769608,0.06,70,36,8.266001,,17,0.52927744,0.7928518,10.629125,0.44583204,0,2613.5088,32.0,0.0,94.0,80.0,0.0,5.0,0.0,21.827429000000002,100882.7,0.0,0.0,189
190,190,190,310190918,1554223175200172,323876202,-1170770464,0.06,70,62,11.780000999999999,,18,0.52033395,0.7928518,10.195445,0.36548594,0,2627.5576,38.0,0.0,99.0,80.0,0.0,5.0,0.0,21.83492,100891.33,0.0,0.0,190
191,191,191,311001378,1554223176000171,323876857,-1170771151,0.07,70,62,12.436001,,18,0.53227353,0.7928518,9.932260000000001,0.30999854,0,2641.7459999999996,59.0,0.0,85.0,79.0,0.0,5.0,0.0,21.844908,100872.98,0.0,0.0,191
192,192,192,312190655,1554223177200171,323878103,-1170772164,0.07,65,40,16.033,,17,0.5186964,0.7928518,9.964310000000001,0.30356672,0,2656.0170000000007,36.0,0.0,97.0,77.0,0.0,5.0,0.0,21.829926999999998,100842.11,0.0,0.0,192
193,193,193,313204468,1554223178200171,323879588,-1170772954,0.07,65,39,18.739,,18,0.5032308,0.7928518,10.035269,0.3276172,0,2669.7207,38.0,0.0,97.0,78.0,0.0,5.0,0.0,21.772497,100841.23,0.0,0.0,193
194,194,194,314203373,1554223179200171,323881212,-1170773791,0.06,65,47,19.733002,,17,0.49075198,0.7928518,9.910681,0.3114572,0,2683.7852,29.0,0.0,99.0,75.0,0.0,5.0,0.0,21.630177,100851.266,0.0,0.0,194
195,195,195,315197580,1554223180200171,323882831,-1170774735,0.06,65,47,19.587002,,17,0.5260689000000001,0.7928518,9.909891,0.3253198,0,2697.975,28.0,0.0,100.0,69.0,0.0,5.0,0.0,21.457891,100915.82,0.0,0.0,195
196,196,196,316193322,1554223181200171,323884367,-1170775672,0.05,70,40,18.288,,18,0.52379906,0.7928518,9.936726,0.34160402,0,2712.0498,35.0,0.0,95.0,67.0,0.0,5.0,0.0,21.338041,101017.01,0.0,0.0,196
197,197,197,317195057,1554223182200171,323885797,-1170776518,0.04,69,38,16.307001,,18,0.51712066,0.7928518,9.992761999999999,0.36520556,0,2726.2136,33.0,0.0,100.0,61.0,0.0,5.0,0.0,21.243161999999998,101158.02,0.0,0.0,197
198,198,198,318196094,1554223183200171,323886991,-1170777195,0.02,65,52,13.407001000000001,,17,0.5207655999999999,0.7928518,10.061306,0.39194229999999997,0,2740.3425,41.0,0.0,100.0,58.0,0.0,5.0,0.0,21.11083,101346.38,0.0,0.0,198
199,199,199,319196398,1554223184200170,323887549,-1170777828,0.01,65,23,2.5830002,,17,0.5306415,0.7928518,10.667216999999999,0.6169656,0,2744.217,45.0,0.0,88.0,52.0,0.0,5.0,0.0,21.015947,101433.266,0.0,0.0,199
200,200,200,320198887,1554223185200170,323887518,-1170777830,0.01,65,44,0.019000001000000002,,17,0.53334373,0.7928518,11.010644000000001,0.7444423000000001,0,2746.8833,44.0,0.0,90.0,51.0,0.0,5.0,0.0,20.993475,101447.67,0.0,0.0,200
201,201,201,321199520,1554223186200170,323887465,-1170777731,0.01,65,47,0.052000000000000005,,17,0.52913713,0.7928518,11.187959,0.81024295,0,2749.5798,44.0,0.0,100.0,49.0,0.0,5.0,0.0,20.99847,101451.7,0.0,0.0,201
202,202,202,322201800,1554223187200170,323887388,-1170777625,0.01,69,48,0.049000002,,18,0.53115726,0.7928518,11.296488,0.8505004,0,2751.8590000000013,43.0,0.0,83.0,49.0,0.0,5.0,0.0,21.01345,101453.67,0.0,0.0,202
203,203,203,323006340,1554223188000170,323887341,-1170777554,0.01,69,48,0.036000002,,18,0.53747785,0.7928518,11.390659,0.88540584,0,2752.6084,44.0,0.0,100.0,49.0,0.0,5.0,0.0,21.04591,101454.85,0.0,0.0,203
204,204,204,324001898,1554223189000170,323887296,-1170777507,0.02,74,44,0.039,,18,0.53566176,0.7928518,11.4662485,0.90769607,0,2752.7488,45.0,0.0,100.0,49.0,0.0,5.0,0.0,21.083363000000002,101455.336,,,204
205,205,205,325198923,1554223190200170,323887244,-1170777467,0.02,85,49,0.044000002999999996,,18,0.5331915,0.7928518,11.508554,0.9101507999999999,0,2752.8557,41.0,0.0,100.0,48.0,0.0,5.0,0.0,21.123312,101455.06,,,205
206,206,206,326202902,1554223191200170,323887224,-1170777444,0.02,91,43,0.048,,18,0.5330299,0.7928518,11.535341,0.9278634,0,2752.9546,44.0,0.0,98.0,45.0,0.0,5.0,0.0,21.165760000000002,101455.2,,,206
